020107A0000000620102; 	yes; 	javacard.security v1.2 a0000000620102;
030107A0000000620102; 	yes; 	javacard.security v1.3 a0000000620102;
040107A0000000620102; 	yes; 	javacard.security v1.4 a0000000620102;
050107A0000000620102; 	yes; 	javacard.security v1.5 a0000000620102;
060107A0000000620102; 	yes; 	javacard.security v1.6 a0000000620102;
070107A0000000620102; 	no; 	javacard.security v1.7 a0000000620102;
000107A0000000620201; 	yes; 	javacardx.crypto v1.0 a0000000620201;
010107A0000000620201; 	yes; 	javacardx.crypto v1.1 a0000000620201;
020107A0000000620201; 	yes; 	javacardx.crypto v1.2 a0000000620201;
030107A0000000620201; 	yes; 	javacardx.crypto v1.3 a0000000620201;
040107A0000000620201; 	yes; 	javacardx.crypto v1.4 a0000000620201;
050107A0000000620201; 	yes; 	javacardx.crypto v1.5 a0000000620201;
060107A0000000620201; 	yes; 	javacardx.crypto v1.6 a0000000620201;
070107A0000000620201; 	no; 	javacardx.crypto v1.7 a0000000620201;
000107A0000000620202; 	yes; 	javacardx.biometry v1.0 a0000000620202;
010107A0000000620202; 	yes; 	javacardx.biometry v1.1 a0000000620202;
020107A0000000620202; 	yes; 	javacardx.biometry v1.2 a0000000620202;
030107A0000000620202; 	yes; 	javacardx.biometry v1.3 a0000000620202;
040107A0000000620202; 	no; 	javacardx.biometry v1.4 a0000000620202;
000107A0000000620203; 	yes; 	javacardx.external v1.0 a0000000620203;
010107A0000000620203; 	no; 	javacardx.external v1.1 a0000000620203;
000107A0000000620204; 	yes; 	javacardx.biometry1toN v1.0 a0000000620204;
010107A0000000620204; 	no; 	javacardx.biometry1toN v1.1 a0000000620204;
000107A0000000620205; 	no; 	javacardx.security v1.0 a0000000620205;
010107A0000000620205; 	no; 	javacardx.security v1.1 a0000000620205;
000108A000000062020801; 	no; 	javacardx.framework.util v1.0 a000000062020801;
010108A000000062020801; 	no; 	javacardx.framework.util v1.1 a000000062020801;
020108A000000062020801; 	no; 	javacardx.framework.util v1.2 a000000062020801;
000109A00000006202080101; 	no; 	javacardx.framework.util.intx v1.0 a00000006202080101;
010109A00000006202080101; 	no; 	javacardx.framework.util.intx v1.1 a00000006202080101;
000108A000000062020802; 	no; 	javacardx.framework.math v1.0 a000000062020802;
010108A000000062020802; 	no; 	javacardx.framework.math v1.1 a000000062020802;
000108A000000062020803; 	no; 	javacardx.framework.tlv v1.0 a000000062020803;
010108A000000062020803; 	no; 	javacardx.framework.tlv v1.1 a000000062020803;
000108A000000062020804; 	no; 	javacardx.framework.string v1.0 a000000062020804;
010108A000000062020804; 	no; 	javacardx.framework.string v1.1 a000000062020804;
000107A0000000620209; 	yes; 	javacardx.apdu v1.0 a0000000620209;
010107A0000000620209; 	no; 	javacardx.apdu v1.1 a0000000620209;
000108A000000062020901; 	no; 	javacardx.apdu.util v1.0 a000000062020901;
010108A000000062020901; 	no; 	javacardx.apdu.util v1.1 a000000062020901;

JC CONVERTOR VERSION; CAP SUCCESSFULLY UPLOADED?;;
2.1.1; yes;
2.2.0; yes;
2.2.1; yes;
2.2.2; yes;
3.0.1; yes;
3.0.4; yes;
3.0.5; yes;
