duration,return_code
0.689138, 0000
1.144354, 0000
1.060367, 0000
0.379336, 0000
0.545092, 0000
0.423033, 0000
0.316143, 0000
1.041132, 0000
0.421097, 0000
0.607102, 0000
1.165364, 0000
1.889067, 0000
1.476004, 0000
1.579116, 0000
1.022776, 0000
1.121815, 0000
2.551186, 0000
1.021835, 0000
0.858104, 0000
0.295932, 0000
0.503984, 0000
0.752080, 0000
0.420885, 0000
0.567192, 0000
0.275093, 0000
1.394625, 0000
0.835040, 0000
1.911165, 0000
1.042078, 0000
0.256070, 0000
0.338066, 0000
0.773993, 0000
1.041151, 0000
1.495056, 0000
1.661177, 0000
0.628182, 0000
1.374110, 0000
1.042071, 0000
0.854070, 0000
0.855084, 0000
0.440987, 0000
1.188062, 0000
2.943172, 0000
0.833866, 0000
0.936041, 0000
1.166062, 0000
0.461022, 0000
0.730127, 0000
0.772859, 0000
0.650160, 0000
0.461075, 0000
0.357072, 0000
0.317035, 0000
1.104072, 0000
0.586802, 0000
1.124826, 0000
0.797078, 0000
0.876752, 0000
0.834068, 0000
0.690162, 0000
1.291067, 0000
0.729462, 0000
0.420249, 0000
0.256019, 0000
0.628093, 0000
0.586154, 0000
0.669056, 0000
1.329920, 0000
0.464151, 0000
0.917768, 0000
0.734335, 0000
1.431874, 0000
0.753082, 0000
0.607047, 0000
0.317148, 0000
0.423757, 0000
0.919115, 0000
0.607161, 0000
0.608153, 0000
0.670091, 0000
1.269158, 0000
0.814126, 0000
1.268796, 0000
1.246708, 0000
1.660148, 0000
1.249978, 0000
0.609155, 0000
1.021293, 0000
0.957726, 0000
0.730754, 0000
0.255811, 0000
1.208051, 0000
2.242125, 0000
0.361181, 0000
1.496078, 0000
1.352105, 0000
1.188729, 0000
1.516144, 0000
0.359172, 0000
1.993022, 0000
0.379864, 0000
1.142143, 0000
1.746807, 0000
0.503005, 0000
0.440129, 0000
0.978808, 0000
0.317088, 0000
0.503046, 0000
0.565051, 0000
1.166172, 0000
0.634024, 0000
1.083869, 0000
0.587228, 0000
0.834171, 0000
0.568171, 0000
4.232099, 0000
0.916086, 0000
1.973188, 0000
0.753191, 0000
1.330737, 0000
0.875742, 0000
0.483147, 0000
0.235116, 0000
0.689800, 0000
0.548099, 0000
1.248173, 0000
1.121707, 0000
0.773108, 0000
2.054025, 0000
1.107126, 0000
1.371803, 0000
0.669116, 0000
0.564723, 0000
1.060166, 0000
0.503898, 0000
0.793191, 0000
0.751176, 0000
1.663841, 0000
1.289887, 0000
0.233200, 0000
1.310815, 0000
1.145156, 0000
1.866974, 0000
1.041044, 0000
0.898137, 0000
1.227729, 0000
0.730286, 0000
1.123004, 0000
0.544115, 0000
0.916817, 0000
0.650054, 0000
0.503789, 0000
0.938811, 0000
0.421132, 0000
1.436128, 0000
0.464143, 0000
0.834792, 0000
1.064147, 0000
0.794104, 0000
1.375148, 0000
0.419050, 0000
0.339048, 0000
1.785163, 0000
1.415079, 0000
0.442134, 0000
0.960109, 0000
0.607770, 0000
2.385744, 0000
1.994787, 0000
0.731024, 0000
0.504175, 0000
0.298055, 0000
0.731581, 0000
1.019761, 0000
0.649303, 0000
1.125116, 0000
1.515931, 0000
0.733181, 0000
0.648248, 0000
1.228834, 0000
0.523045, 0000
1.144044, 0000
1.538978, 0000
0.794322, 0000
0.255090, 0000
0.522722, 0000
1.024158, 0000
0.876812, 0000
1.020106, 0000
0.732162, 0000
1.329024, 0000
1.805024, 0000
0.897010, 0000
0.297984, 0000
1.867210, 0000
1.433058, 0000
0.357019, 0000
0.753074, 0000
1.475095, 0000
1.415134, 0000
0.566976, 0000
0.254983, 0000
0.669969, 0000
1.229150, 0000
0.399052, 0000
0.795136, 0000
0.233958, 0000
1.127077, 0000
0.688684, 0000
1.310562, 0000
0.441123, 0000
3.194137, 0000
0.565592, 0000
0.627762, 0000
0.873908, 0000
0.813111, 0000
1.352908, 0000
1.060197, 0000
0.584151, 0000
1.930031, 0000
1.972745, 0000
1.600067, 0000
1.355188, 0000
0.420897, 0000
2.778394, 0000
2.988996, 0000
1.313039, 0000
0.464537, 0000
0.649957, 0000
0.792677, 0000
1.889128, 0000
0.545181, 0000
0.731140, 0000
1.062277, 0000
1.911103, 0000
1.849099, 0000
1.828057, 0000
1.518024, 0000
1.145157, 0000
0.920980, 0000
0.878135, 0000
1.001079, 0000
0.379873, 0000
0.937199, 0000
2.385212, 0000
1.763219, 0000
0.235448, 0000
0.484886, 0000
0.856311, 0000
0.626965, 0000
1.148037, 0000
1.643132, 0000
0.585840, 0000
0.977940, 0000
