INFO: This file was generated by AlgTest utility. See http://www.fi.muni.cz/~xsvenda/jcsupport.html for more results, source codes and other details.;
Tested and provided by; insert your name please.;
Execution date/time; 2016/04/29 09:54:09
AlgTestJClient version; 1.6.0
AlgTest applet version; 1.6.0
Used reader; PC/SC terminal ACS ACR1281 1S Dual Reader ICC 0
Card ATR; 3b 6a 00 00 09 44 31 31 43 52 02 00 25 c3
Card name; Feitian Java Card D11CR
Used protocol; T=0


JavaCard support version;2.2.2

JCSystem.getVersion()[Major.Minor];2.2;
JCSystem.isObjectDeletionSupported;yes;
JCSystem.MEMORY_TYPE_PERSISTENT;16406B;
JCSystem.MEMORY_TYPE_TRANSIENT_RESET;1236B;
JCSystem.MEMORY_TYPE_TRANSIENT_DESELECT;9984B;
JCSystem.getMaxCommitCapacity();9984B;


CPLC; 9f 7f 2a 53 54 00 33 25 c3 d3 51 20 04 00 00 88 99 27 9c 00 00 00 00 d3 51 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
CPLC.ICFabricator;5354;unknown
CPLC.ICType;0033
CPLC.OperatingSystemID;25c3
CPLC.OperatingSystemReleaseDate;d351
CPLC.OperatingSystemReleaseLevel;2004
CPLC.ICFabricationDate;0000;(Y DDD) date in that year
CPLC.ICSerialNumber;8899279c
CPLC.ICBatchIdentifier;0000
CPLC.ICModuleFabricator;0000
CPLC.ICModulePackagingDate;d351
CPLC.ICCManufacturer;0000
CPLC.ICEmbeddingDate;0000
CPLC.ICPrePersonalizer;0000
CPLC.ICPrePersonalizationEquipmentDate;0000
CPLC.ICPrePersonalizationEquipmentID;00000000
CPLC.ICPersonalizer;0000
CPLC.ICPersonalizationDate;0000
CPLC.ICPersonalizationEquipmentID;00000000
CPLC.ICPersonalizationEquipmentID;00000000

javacardx.crypto.Cipher
ALG_DES_CBC_NOPAD;yes;0.874000
ALG_DES_CBC_ISO9797_M1;yes;0.827000
ALG_DES_CBC_ISO9797_M2;yes;0.753000
ALG_DES_CBC_PKCS5;no;
ALG_DES_ECB_NOPAD;yes;0.753000
ALG_DES_ECB_ISO9797_M1;yes;0.752000
ALG_DES_ECB_ISO9797_M2;yes;0.773000
ALG_DES_ECB_PKCS5;no;
ALG_RSA_ISO14888;no;
ALG_RSA_PKCS1;yes;0.409000
ALG_RSA_ISO9796;no;
ALG_RSA_NOPAD;yes;0.419000
