INFO: This file was generated by AlgTest utility. See http://www.fi.muni.cz/~xsvenda/jcsupport.html for more results, source codes and other details.;
Tested and provided by; insert your name please.;
Execution date/time; 2020/05/12 14:43:08
AlgTestJClient version; 1.7.6
AlgTest applet version; 1.7.9
Used reader; KeyXentic Inc. KX906 Smart Card Reader 0
Card ATR; 3b 1b 96 50 6f 6c 61 72 69 73 20 19 01 21
Card name; Tongxin Microelectronics THD89 T101
Card provider; please insert link/description of shop where card was bought
Used protocol; T=0
High-power mode supported (relevant only to SIM cards according to ETSI 102 221); no

JavaCard support version;3.0.4;

JCSystem.getVersion()[Major.Minor];3.0;
JCSystem.isObjectDeletionSupported;yes;
JCSystem.MEMORY_TYPE_PERSISTENT;>32767B;
JCSystem.MEMORY_TYPE_TRANSIENT_RESET;1437B;
JCSystem.MEMORY_TYPE_TRANSIENT_DESELECT;8192B;
JCSystem.MEMORY_TYPE_TRANSIENT_DESELECT;8192B;

CPLC; 9f 7f 2a 00 8c 00 89 00 00 90 21 01 01 00 00 2d 7c 8a b0 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
CPLC.ICFabricator;008c;unknown
CPLC.ICType;0089
CPLC.OperatingSystemID;0000
CPLC.OperatingSystemReleaseDate;9021
CPLC.OperatingSystemReleaseLevel;0101
CPLC.ICFabricationDate;0000;(Y DDD) date in that year
CPLC.ICSerialNumber;2d7c8ab0
CPLC.ICBatchIdentifier;0000
CPLC.ICModuleFabricator;0000
CPLC.ICModulePackagingDate;0000
CPLC.ICCManufacturer;0000
CPLC.ICEmbeddingDate;0000
CPLC.ICPrePersonalizer;0000
CPLC.ICPrePersonalizationEquipmentDate;0000
CPLC.ICPrePersonalizationEquipmentID;00000000
CPLC.ICPersonalizer;0000
CPLC.ICPersonalizationDate;0000
CPLC.ICPersonalizationEquipmentID;00000000
CPLC.ICPersonalizationEquipmentID;00000000

javacardx.crypto.Cipher
ALG_DES_CBC_NOPAD;yes;0.179000
ALG_DES_CBC_ISO9797_M1;yes;0.191000
ALG_DES_CBC_ISO9797_M2;yes;0.192000
ALG_DES_CBC_PKCS5;yes;0.187000
ALG_DES_ECB_NOPAD;yes;0.122000
ALG_DES_ECB_ISO9797_M1;yes;0.127000
ALG_DES_ECB_ISO9797_M2;yes;0.125000
ALG_DES_ECB_PKCS5;yes;0.123000
ALG_RSA_ISO14888;no;
ALG_RSA_PKCS1;SystemException_NO_TRANSIENT_SPACE;
ALG_RSA_ISO9796;no;
ALG_RSA_NOPAD;SystemException_NO_TRANSIENT_SPACE;
ALG_AES_BLOCK_128_CBC_NOPAD;yes;0.195000
ALG_AES_BLOCK_128_ECB_NOPAD;yes;0.139000
ALG_RSA_PKCS1_OAEP;no;
ALG_KOREAN_SEED_ECB_NOPAD;no;
ALG_KOREAN_SEED_CBC_NOPAD;no;
ALG_AES_BLOCK_192_CBC_NOPAD;no;
ALG_AES_BLOCK_192_ECB_NOPAD;no;
ALG_AES_BLOCK_256_CBC_NOPAD;no;
ALG_AES_BLOCK_256_ECB_NOPAD;no;
ALG_AES_CBC_ISO9797_M1;yes;0.195000
ALG_AES_CBC_ISO9797_M2;yes;0.187000
ALG_AES_CBC_PKCS5;SystemException_NO_TRANSIENT_SPACE;
ALG_AES_ECB_ISO9797_M1;SystemException_NO_TRANSIENT_SPACE;
ALG_AES_ECB_ISO9797_M2;SystemException_NO_TRANSIENT_SPACE;
ALG_AES_ECB_PKCS5;SystemException_NO_TRANSIENT_SPACE;

javacard.crypto.Signature
ALG_DES_MAC4_NOPAD;SystemException_NO_TRANSIENT_SPACE;
ALG_DES_MAC8_NOPAD;SystemException_NO_TRANSIENT_SPACE;
ALG_DES_MAC4_ISO9797_M1;SystemException_NO_TRANSIENT_SPACE;
ALG_DES_MAC8_ISO9797_M1;SystemException_NO_TRANSIENT_SPACE;
ALG_DES_MAC4_ISO9797_M2;SystemException_NO_TRANSIENT_SPACE;
ALG_DES_MAC8_ISO9797_M2;SystemException_NO_TRANSIENT_SPACE;
ALG_DES_MAC4_PKCS5;SystemException_NO_TRANSIENT_SPACE;
ALG_DES_MAC8_PKCS5;SystemException_NO_TRANSIENT_SPACE;
ALG_RSA_SHA_ISO9796;SystemException_NO_TRANSIENT_SPACE;
ALG_RSA_SHA_PKCS1;SystemException_NO_TRANSIENT_SPACE;
ALG_RSA_MD5_PKCS1;SystemException_NO_TRANSIENT_SPACE;
ALG_RSA_RIPEMD160_ISO9796;no;
ALG_RSA_RIPEMD160_PKCS1;no;
ALG_DSA_SHA;no;
ALG_RSA_SHA_RFC2409;no;
ALG_RSA_MD5_RFC2409;no;
ALG_ECDSA_SHA;SystemException_NO_TRANSIENT_SPACE;
ALG_AES_MAC_128_NOPAD;SystemException_NO_TRANSIENT_SPACE;
ALG_DES_MAC4_ISO9797_1_M2_ALG3;SystemException_NO_TRANSIENT_SPACE;
ALG_DES_MAC8_ISO9797_1_M2_ALG3;SystemException_NO_TRANSIENT_SPACE;
ALG_RSA_SHA_PKCS1_PSS;no;
ALG_RSA_MD5_PKCS1_PSS;no;
ALG_RSA_RIPEMD160_PKCS1_PSS;no;
ALG_HMAC_SHA1;SystemException_NO_TRANSIENT_SPACE;
ALG_HMAC_SHA_256;SystemException_NO_TRANSIENT_SPACE;
ALG_HMAC_SHA_384;SystemException_NO_TRANSIENT_SPACE;
ALG_HMAC_SHA_512;SystemException_NO_TRANSIENT_SPACE;
ALG_HMAC_MD5;SystemException_NO_TRANSIENT_SPACE;
ALG_HMAC_RIPEMD160;no;
ALG_RSA_SHA_ISO9796_MR;SystemException_NO_TRANSIENT_SPACE;
ALG_RSA_RIPEMD160_ISO9796_MR;no;
ALG_SEED_MAC_NOPAD;no;
ALG_ECDSA_SHA_256;SystemException_NO_TRANSIENT_SPACE;
ALG_ECDSA_SHA_384;SystemException_NO_TRANSIENT_SPACE;
ALG_AES_MAC_192_NOPAD;no;
ALG_AES_MAC_256_NOPAD;no;
ALG_ECDSA_SHA_224;SystemException_NO_TRANSIENT_SPACE;
ALG_ECDSA_SHA_512;SystemException_NO_TRANSIENT_SPACE;
ALG_RSA_SHA_224_PKCS1;no;
ALG_RSA_SHA_256_PKCS1;SystemException_NO_TRANSIENT_SPACE;
ALG_RSA_SHA_384_PKCS1;no;
ALG_RSA_SHA_512_PKCS1;no;
ALG_RSA_SHA_224_PKCS1_PSS;no;
ALG_RSA_SHA_256_PKCS1_PSS;no;
ALG_RSA_SHA_384_PKCS1_PSS;no;
ALG_RSA_SHA_512_PKCS1_PSS;no;
ALG_DES_MAC4_ISO9797_1_M1_ALG3;SystemException_NO_TRANSIENT_SPACE;
ALG_DES_MAC8_ISO9797_1_M1_ALG3;SystemException_NO_TRANSIENT_SPACE;
ALG_AES_CMAC_128;no;

javacard.security.MessageDigest
ALG_SHA;SystemException_NO_TRANSIENT_SPACE;
ALG_MD5;SystemException_NO_TRANSIENT_SPACE;
ALG_RIPEMD160;no;
ALG_SHA_256;SystemException_NO_TRANSIENT_SPACE;
ALG_SHA_384;SystemException_NO_TRANSIENT_SPACE;
ALG_SHA_512;SystemException_NO_TRANSIENT_SPACE;
ALG_SHA_224;SystemException_NO_TRANSIENT_SPACE;
ALG_SHA3_224;SystemException_NO_TRANSIENT_SPACE;
ALG_SHA3_256;SystemException_NO_TRANSIENT_SPACE;
ALG_SHA3_384;SystemException_NO_TRANSIENT_SPACE;
ALG_SHA3_512;SystemException_NO_TRANSIENT_SPACE;

javacard.security.RandomData
ALG_PSEUDO_RANDOM;yes;0.075000
ALG_SECURE_RANDOM;yes;0.073000
ALG_TRNG;no;
ALG_ALG_PRESEEDED_DRBG;no;
ALG_FAST;no;
ALG_KEYGENERATION;no;

javacard.security.KeyBuilder
TYPE_DES_TRANSIENT_RESET;SystemException_NO_TRANSIENT_SPACE;
TYPE_DES_TRANSIENT_DESELECT;SystemException_NO_TRANSIENT_SPACE;
TYPE_DES LENGTH_DES;yes;0.148000
TYPE_DES LENGTH_DES3_2KEY;yes;0.112000
TYPE_DES LENGTH_DES3_3KEY;yes;0.134000
TYPE_AES_TRANSIENT_RESET;SystemException_NO_TRANSIENT_SPACE;
TYPE_AES_TRANSIENT_DESELECT;SystemException_NO_TRANSIENT_SPACE;
TYPE_AES LENGTH_AES_128;yes;0.135000
TYPE_AES LENGTH_AES_192;yes;0.148000
TYPE_AES LENGTH_AES_256;yes;0.134000
TYPE_RSA_PUBLIC LENGTH_RSA_512;yes;0.144000
TYPE_RSA_PUBLIC LENGTH_RSA_736;yes;0.143000
TYPE_RSA_PUBLIC LENGTH_RSA_768;yes;0.157000
TYPE_RSA_PUBLIC LENGTH_RSA_896;yes;0.146000
TYPE_RSA_PUBLIC LENGTH_RSA_1024;yes;0.157000
TYPE_RSA_PUBLIC LENGTH_RSA_1280;yes;0.143000
TYPE_RSA_PUBLIC LENGTH_RSA_1536;yes;0.170000
TYPE_RSA_PUBLIC LENGTH_RSA_1984;yes;0.158000
TYPE_RSA_PUBLIC LENGTH_RSA_2048;yes;0.154000
TYPE_RSA_PUBLIC LENGTH_RSA_3072;yes;0.152000
