INFO: This file was generated by AlgTest utility. See http://www.fi.muni.cz/~xsvenda/jcsupport.html for more results, source codes and other details.;
Tested and provided by; insert your name please.;
Execution date/time; 2018/11/07 14:58:18
AlgTestJClient version; 1.7.5
AlgTest applet version; 1.7.5
Used reader; PC/SC terminal Gemalto PC Twin Reader 00 00
Card ATR; 3b 9f 95 81 31 fe 9f 00 66 46 53 05 10 00 ff 71 df 00 00 00 00 00 ec
Card name; Feitian A40
Card provider; please insert link/description of shop where card was bought
Used protocol; T=1

JavaCard support version;3.0.4;

JCSystem.getVersion()[Major.Minor];3.0;
JCSystem.isObjectDeletionSupported;yes;
JCSystem.MEMORY_TYPE_PERSISTENT;>32767B;
JCSystem.MEMORY_TYPE_TRANSIENT_RESET;1697B;
JCSystem.MEMORY_TYPE_TRANSIENT_DESELECT;384B;
JCSystem.getMaxCommitCapacity();384B;

CPLC; 9f 7f 2a 40 90 77 94 86 aa 73 11 01 87 80 37 16 02 30 36 05 47 40 90 80 37 86 aa 80 37 86 aa 80 37 00 00 00 00 00 00 00 00 00 00 00 00
CPLC.ICFabricator;4090;Infineon
CPLC.ICType;7794
CPLC.OperatingSystemID;86aa
CPLC.OperatingSystemReleaseDate;7311
CPLC.OperatingSystemReleaseLevel;0187
CPLC.ICFabricationDate;8037;(Y DDD) date in that year
CPLC.ICSerialNumber;16023036
CPLC.ICBatchIdentifier;0547
CPLC.ICModuleFabricator;4090
CPLC.ICModulePackagingDate;8037
CPLC.ICCManufacturer;86aa
CPLC.ICEmbeddingDate;8037
CPLC.ICPrePersonalizer;86aa
CPLC.ICPrePersonalizationEquipmentDate;8037
CPLC.ICPrePersonalizationEquipmentID;00000000
CPLC.ICPersonalizer;0000
CPLC.ICPersonalizationDate;0000
CPLC.ICPersonalizationEquipmentID;00000000
CPLC.ICPersonalizationEquipmentID;00000000

javacardx.crypto.Cipher
ALG_DES_CBC_NOPAD;yes;0.042000
ALG_DES_CBC_ISO9797_M1;yes;0.042000
ALG_DES_CBC_ISO9797_M2;yes;0.042000
ALG_DES_CBC_PKCS5;yes;0.042000
ALG_DES_ECB_NOPAD;yes;0.042000
ALG_DES_ECB_ISO9797_M1;yes;0.042000
ALG_DES_ECB_ISO9797_M2;yes;0.043000
ALG_DES_ECB_PKCS5;yes;0.042000
ALG_RSA_ISO14888;no;
ALG_RSA_PKCS1;yes;0.043000
ALG_RSA_ISO9796;no;
ALG_RSA_NOPAD;yes;0.042000
ALG_AES_BLOCK_128_CBC_NOPAD;yes;0.042000
ALG_AES_BLOCK_128_ECB_NOPAD;yes;0.043000
ALG_RSA_PKCS1_OAEP;no;
ALG_KOREAN_SEED_ECB_NOPAD;no;
ALG_KOREAN_SEED_CBC_NOPAD;no;
ALG_AES_BLOCK_192_CBC_NOPAD;no;
ALG_AES_BLOCK_192_ECB_NOPAD;no;
ALG_AES_BLOCK_256_CBC_NOPAD;no;
ALG_AES_BLOCK_256_ECB_NOPAD;no;
ALG_AES_CBC_ISO9797_M1;yes;0.042000
ALG_AES_CBC_ISO9797_M2;yes;0.042000
ALG_AES_CBC_PKCS5;yes;0.042000
ALG_AES_ECB_ISO9797_M1;yes;0.042000
ALG_AES_ECB_ISO9797_M2;yes;0.042000
ALG_AES_ECB_PKCS5;yes;0.042000

javacard.crypto.Signature
ALG_DES_MAC4_NOPAD;yes;0.042000
ALG_DES_MAC8_NOPAD;yes;0.043000
ALG_DES_MAC4_ISO9797_M1;yes;0.042000
ALG_DES_MAC8_ISO9797_M1;yes;0.042000
ALG_DES_MAC4_ISO9797_M2;yes;0.042000
ALG_DES_MAC8_ISO9797_M2;yes;0.042000
ALG_DES_MAC4_PKCS5;yes;0.042000
ALG_DES_MAC8_PKCS5;yes;0.043000
ALG_RSA_SHA_ISO9796;yes;0.042000
ALG_RSA_SHA_PKCS1;yes;0.043000
ALG_RSA_MD5_PKCS1;yes;0.042000
ALG_RSA_RIPEMD160_ISO9796;no;
ALG_RSA_RIPEMD160_PKCS1;no;
ALG_DSA_SHA;no;
ALG_RSA_SHA_RFC2409;no;
ALG_RSA_MD5_RFC2409;no;
ALG_ECDSA_SHA;no;
ALG_AES_MAC_128_NOPAD;yes;0.042000
ALG_DES_MAC4_ISO9797_1_M2_ALG3;yes;0.042000
ALG_DES_MAC8_ISO9797_1_M2_ALG3;yes;0.042000
ALG_RSA_SHA_PKCS1_PSS;no;
ALG_RSA_MD5_PKCS1_PSS;no;
ALG_RSA_RIPEMD160_PKCS1_PSS;no;
ALG_HMAC_SHA1;no;
ALG_HMAC_SHA_256;no;
ALG_HMAC_SHA_384;no;
ALG_HMAC_SHA_512;no;
ALG_HMAC_MD5;no;
ALG_HMAC_RIPEMD160;no;
ALG_RSA_SHA_ISO9796_MR;yes;0.042000
ALG_RSA_RIPEMD160_ISO9796_MR;no;
ALG_SEED_MAC_NOPAD;no;
ALG_ECDSA_SHA_256;no;
ALG_ECDSA_SHA_384;no;
ALG_AES_MAC_192_NOPAD;no;
ALG_AES_MAC_256_NOPAD;no;
ALG_ECDSA_SHA_224;no;
ALG_ECDSA_SHA_512;no;
ALG_RSA_SHA_224_PKCS1;yes;0.042000
ALG_RSA_SHA_256_PKCS1;yes;0.042000
ALG_RSA_SHA_384_PKCS1;yes;0.042000
ALG_RSA_SHA_512_PKCS1;yes;0.043000
ALG_RSA_SHA_224_PKCS1_PSS;no;
ALG_RSA_SHA_256_PKCS1_PSS;no;
ALG_RSA_SHA_384_PKCS1_PSS;no;
ALG_RSA_SHA_512_PKCS1_PSS;no;
ALG_DES_MAC4_ISO9797_1_M1_ALG3;yes;0.043000
ALG_DES_MAC8_ISO9797_1_M1_ALG3;yes;0.043000
ALG_AES_CMAC_128;no;

javacard.security.MessageDigest
ALG_SHA;yes;0.041000
ALG_MD5;yes;0.042000
ALG_RIPEMD160;no;
ALG_SHA_256;yes;0.042000
ALG_SHA_384;yes;0.041000
ALG_SHA_512;yes;0.042000
ALG_SHA_224;yes;0.041000
ALG_SHA3_224;no;
ALG_SHA3_256;no;
ALG_SHA3_384;no;
ALG_SHA3_512;no;

javacard.security.RandomData
ALG_PSEUDO_RANDOM;yes;0.021000
ALG_SECURE_RANDOM;yes;0.010000
ALG_TRNG;no;
ALG_ALG_PRESEEDED_DRBG;no;
ALG_FAST;no;
ALG_KEYGENERATION;no;

javacard.security.KeyBuilder
TYPE_DES_TRANSIENT_RESET;yes;0.059000
TYPE_DES_TRANSIENT_DESELECT;yes;0.060000
TYPE_DES LENGTH_DES;yes;0.053000
TYPE_DES LENGTH_DES3_2KEY;yes;0.053000
TYPE_DES LENGTH_DES3_3KEY;yes;0.053000
