INFO: This file was generated by AlgTest utility. See http://www.fi.muni.cz/~xsvenda/jcsupport.html for more results, source codes and other details.;
Tested and provided by; insert your name please.;
Execution date/time; 2018/12/07 11:55:27
AlgTestJClient version; 1.7.5
AlgTest applet version; 1.7.5
Used reader; 
Card ATR; 3B FA 18 00 00 81 31 FE 45 4A 43 4F 50 33 31 56 32 33 32 98 (provided_by_Licel_jCardSim)
Card name; jCardSim-2.2.2-all
Card provider; please insert link/description of shop where card was bought
Used protocol; 
High-power mode supported (relevant only to SIM cards according to ETSI 102 221); no


JavaCard support version;2.2.2

JCSystem.getVersion()[Major.Minor];2.2;
JCSystem.isObjectDeletionSupported;no;
JCSystem.MEMORY_TYPE_PERSISTENT;>32767B;
JCSystem.MEMORY_TYPE_TRANSIENT_RESET;-31641B;
JCSystem.MEMORY_TYPE_TRANSIENT_DESELECT;32767B;
JCSystem.getMaxCommitCapacity();32767B;
CPLC; failed to obtain CPLC
javacardx.crypto.Cipher
ALG_DES_CBC_NOPAD;yes;0.000000
ALG_DES_CBC_ISO9797_M1;yes;0.000000
ALG_DES_CBC_ISO9797_M2;yes;0.000000
ALG_DES_CBC_PKCS5;yes;0.000000
ALG_DES_ECB_NOPAD;yes;0.000000
ALG_DES_ECB_ISO9797_M1;yes;0.000000
ALG_DES_ECB_ISO9797_M2;yes;0.000000
ALG_DES_ECB_PKCS5;yes;0.031000
ALG_RSA_ISO14888;no;
ALG_RSA_PKCS1;yes;0.000000
ALG_RSA_ISO9796;no;
ALG_RSA_NOPAD;yes;0.000000
ALG_AES_BLOCK_128_CBC_NOPAD;yes;0.000000
ALG_AES_BLOCK_128_ECB_NOPAD;yes;0.000000
ALG_RSA_PKCS1_OAEP;no;
ALG_KOREAN_SEED_ECB_NOPAD;no;
ALG_KOREAN_SEED_CBC_NOPAD;no;
ALG_AES_BLOCK_192_CBC_NOPAD;no;
ALG_AES_BLOCK_192_ECB_NOPAD;no;
ALG_AES_BLOCK_256_CBC_NOPAD;no;
ALG_AES_BLOCK_256_ECB_NOPAD;no;
ALG_AES_CBC_ISO9797_M1;no;
ALG_AES_CBC_ISO9797_M2;no;
ALG_AES_CBC_PKCS5;no;
ALG_AES_ECB_ISO9797_M1;no;
ALG_AES_ECB_ISO9797_M2;no;
ALG_AES_ECB_PKCS5;no;

javacard.crypto.Signature
ALG_DES_MAC4_NOPAD;yes;0.031000
ALG_DES_MAC8_NOPAD;yes;0.000000
ALG_DES_MAC4_ISO9797_M1;yes;0.000000
ALG_DES_MAC8_ISO9797_M1;yes;0.000000
ALG_DES_MAC4_ISO9797_M2;yes;0.000000
ALG_DES_MAC8_ISO9797_M2;yes;0.000000
ALG_DES_MAC4_PKCS5;yes;0.031000
ALG_DES_MAC8_PKCS5;yes;0.000000
ALG_RSA_SHA_ISO9796;yes;0.000000
ALG_RSA_SHA_PKCS1;yes;0.032000
ALG_RSA_MD5_PKCS1;yes;0.000000
ALG_RSA_RIPEMD160_ISO9796;yes;0.000000
ALG_RSA_RIPEMD160_PKCS1;yes;0.000000
ALG_DSA_SHA;no;
ALG_RSA_SHA_RFC2409;no;
ALG_RSA_MD5_RFC2409;no;
ALG_ECDSA_SHA;yes;0.000000
ALG_AES_MAC_128_NOPAD;yes;0.000000
ALG_DES_MAC4_ISO9797_1_M2_ALG3;no;
ALG_DES_MAC8_ISO9797_1_M2_ALG3;yes;0.000000
ALG_RSA_SHA_PKCS1_PSS;no;
ALG_RSA_MD5_PKCS1_PSS;no;
ALG_RSA_RIPEMD160_PKCS1_PSS;no;
ALG_HMAC_SHA1;yes;0.000000
ALG_HMAC_SHA_256;yes;0.000000
ALG_HMAC_SHA_384;yes;0.000000
ALG_HMAC_SHA_512;yes;0.000000
ALG_HMAC_MD5;yes;0.031000
ALG_HMAC_RIPEMD160;yes;0.000000
ALG_RSA_SHA_ISO9796_MR;yes;0.000000
ALG_RSA_RIPEMD160_ISO9796_MR;no;
ALG_SEED_MAC_NOPAD;no;
ALG_ECDSA_SHA_256;no;
ALG_ECDSA_SHA_384;no;
ALG_AES_MAC_192_NOPAD;no;
ALG_AES_MAC_256_NOPAD;no;
ALG_ECDSA_SHA_224;no;
ALG_ECDSA_SHA_512;no;
ALG_RSA_SHA_224_PKCS1;no;
ALG_RSA_SHA_256_PKCS1;no;
ALG_RSA_SHA_384_PKCS1;no;
ALG_RSA_SHA_512_PKCS1;no;
ALG_RSA_SHA_224_PKCS1_PSS;no;
ALG_RSA_SHA_256_PKCS1_PSS;no;
ALG_RSA_SHA_384_PKCS1_PSS;no;
ALG_RSA_SHA_512_PKCS1_PSS;no;
ALG_DES_MAC4_ISO9797_1_M1_ALG3;no;
ALG_DES_MAC8_ISO9797_1_M1_ALG3;no;
ALG_AES_CMAC_128;no;

javacard.security.MessageDigest
ALG_SHA;yes;0.000000
ALG_MD5;yes;0.000000
ALG_RIPEMD160;yes;0.000000
ALG_SHA_256;yes;0.000000
ALG_SHA_384;yes;0.000000
ALG_SHA_512;yes;0.000000
ALG_SHA_224;no;
ALG_SHA3_224;no;
ALG_SHA3_256;no;
ALG_SHA3_384;no;
ALG_SHA3_512;no;

javacard.security.RandomData
ALG_PSEUDO_RANDOM;yes;0.000000
ALG_SECURE_RANDOM;yes;0.000000
ALG_TRNG;no;
ALG_ALG_PRESEEDED_DRBG;no;
ALG_FAST;no;
ALG_KEYGENERATION;no;

javacard.security.KeyBuilder
TYPE_DES_TRANSIENT_RESET;yes;0.000000
TYPE_DES_TRANSIENT_DESELECT;yes;0.000000
TYPE_DES LENGTH_DES;yes;0.015000
TYPE_DES LENGTH_DES3_2KEY;yes;0.000000
TYPE_DES LENGTH_DES3_3KEY;yes;0.000000
TYPE_AES_TRANSIENT_RESET;yes;0.000000
TYPE_AES_TRANSIENT_DESELECT;yes;0.000000
TYPE_AES LENGTH_AES_128;yes;0.000000
TYPE_AES LENGTH_AES_192;yes;0.000000
TYPE_AES LENGTH_AES_256;yes;0.000000
TYPE_RSA_PUBLIC LENGTH_RSA_512;yes;0.000000
TYPE_RSA_PUBLIC LENGTH_RSA_736;yes;0.000000
TYPE_RSA_PUBLIC LENGTH_RSA_768;yes;0.000000
TYPE_RSA_PUBLIC LENGTH_RSA_896;yes;0.000000
TYPE_RSA_PUBLIC LENGTH_RSA_1024;yes;0.032000
TYPE_RSA_PUBLIC LENGTH_RSA_1280;yes;0.000000
TYPE_RSA_PUBLIC LENGTH_RSA_1536;yes;0.000000
TYPE_RSA_PUBLIC LENGTH_RSA_1984;yes;0.000000
TYPE_RSA_PUBLIC LENGTH_RSA_2048;yes;0.000000
TYPE_RSA_PUBLIC LENGTH_RSA_3072;yes;0.000000
TYPE_RSA_PUBLIC LENGTH_RSA_4096;yes;0.000000
TYPE_RSA_PRIVATE LENGTH_RSA_512;yes;0.000000
TYPE_RSA_PRIVATE LENGTH_RSA_736;yes;0.000000
TYPE_RSA_PRIVATE LENGTH_RSA_768;yes;0.000000
TYPE_RSA_PRIVATE LENGTH_RSA_896;yes;0.000000
TYPE_RSA_PRIVATE LENGTH_RSA_1024;yes;0.000000
TYPE_RSA_PRIVATE LENGTH_RSA_1280;yes;0.000000
TYPE_RSA_PRIVATE LENGTH_RSA_1536;yes;0.000000
TYPE_RSA_PRIVATE LENGTH_RSA_1984;yes;0.000000
TYPE_RSA_PRIVATE LENGTH_RSA_2048;yes;0.000000
TYPE_RSA_PRIVATE LENGTH_RSA_3072;yes;0.000000
TYPE_RSA_PRIVATE LENGTH_RSA_4096;yes;0.000000
TYPE_RSA_PRIVATE_TRANSIENT_RESET;no;
TYPE_RSA_PRIVATE_TRANSIENT_DESELECT;no;
TYPE_RSA_CRT_PRIVATE LENGTH_RSA_512;yes;0.000000
TYPE_RSA_CRT_PRIVATE LENGTH_RSA_736;yes;0.000000
TYPE_RSA_CRT_PRIVATE LENGTH_RSA_768;yes;0.000000
TYPE_RSA_CRT_PRIVATE LENGTH_RSA_896;yes;0.000000
TYPE_RSA_CRT_PRIVATE LENGTH_RSA_1024;yes;0.000000
TYPE_RSA_CRT_PRIVATE LENGTH_RSA_1280;yes;0.000000
TYPE_RSA_CRT_PRIVATE LENGTH_RSA_1536;yes;0.000000
TYPE_RSA_CRT_PRIVATE LENGTH_RSA_1984;yes;0.032000
TYPE_RSA_CRT_PRIVATE LENGTH_RSA_2048;yes;0.000000
TYPE_RSA_CRT_PRIVATE LENGTH_RSA_3072;yes;0.000000
TYPE_RSA_CRT_PRIVATE LENGTH_RSA_4096;yes;0.000000
TYPE_RSA_CRT_PRIVATE_TRANSIENT_RESET;no;
TYPE_RSA_CRT_PRIVATE_TRANSIENT_DESELECT;no;
TYPE_DSA_PRIVATE LENGTH_DSA_512;yes;0.000000
TYPE_DSA_PRIVATE LENGTH_DSA_768;yes;0.000000
TYPE_DSA_PRIVATE LENGTH_DSA_1024;yes;0.000000
TYPE_DSA_PRIVATE_TRANSIENT_RESET;no;
TYPE_DSA_PRIVATE_TRANSIENT_DESELECT;no;
TYPE_DSA_PUBLIC LENGTH_DSA_512;yes;0.000000
TYPE_DSA_PUBLIC LENGTH_DSA_768;yes;0.000000
TYPE_DSA_PUBLIC LENGTH_DSA_1024;yes;0.000000
TYPE_EC_F2M_PRIVATE LENGTH_EC_F2M_113;yes;0.062000
TYPE_EC_F2M_PRIVATE LENGTH_EC_F2M_131;yes;0.000000
TYPE_EC_F2M_PRIVATE LENGTH_EC_F2M_163;yes;0.000000
TYPE_EC_F2M_PRIVATE LENGTH_EC_F2M_193;yes;0.000000
TYPE_EC_F2M_PRIVATE_TRANSIENT_RESET;no;
TYPE_EC_F2M_PRIVATE_TRANSIENT_DESELECT;no;
TYPE_EC_FP_PRIVATE LENGTH_EC_FP_112;yes;0.000000
TYPE_EC_FP_PRIVATE LENGTH_EC_FP_128;yes;0.000000
TYPE_EC_FP_PRIVATE LENGTH_EC_FP_160;yes;0.000000
TYPE_EC_FP_PRIVATE LENGTH_EC_FP_192;yes;0.000000
TYPE_EC_FP_PRIVATE LENGTH_EC_FP_224;error(ILLEGAL_VALUE);
TYPE_EC_FP_PRIVATE LENGTH_EC_FP_256;error(ILLEGAL_VALUE);
TYPE_EC_FP_PRIVATE LENGTH_EC_FP_320;error(ILLEGAL_VALUE);
TYPE_EC_FP_PRIVATE LENGTH_EC_FP_384;error(ILLEGAL_VALUE);
TYPE_EC_FP_PRIVATE LENGTH_EC_FP_512;error(ILLEGAL_VALUE);
TYPE_EC_FP_PRIVATE LENGTH_EC_FP_521;error(ILLEGAL_VALUE);
TYPE_EC_FP_PRIVATE_TRANSIENT_RESET;no;
TYPE_EC_FP_PRIVATE_TRANSIENT_DESELECT;no;
TYPE_KOREAN_SEED_TRANSIENT_RESET;no;
TYPE_KOREAN_SEED_TRANSIENT_DESELECT;no;
