INFO: This file was generated by AlgTest utility. See http://www.fi.muni.cz/~xsvenda/jcsupport.html for more results, source codes and other details.;
Tested and provided by; Kenneth Benson ;,
Execution date/time; 2020/01/10 11:34:52,
AlgTestJClient version; 1.7.9,
AlgTest applet version; 1.7.9,
Used reader; Dell Smart Card Reader Keyboard 0,
Card ATR; 3b 9e 95 81 01 41 4a 43 4f 53 01 45 48 54 01 52 01 56 00 83,
Card name; NXP JCOP J3H145 (JCOP 3 SECID P60),
Card provider; This card was purchased from javacardos.com/store  also known as Feitian,
Used protocol; T=1,
High-power mode supported (relevant only to SIM cards according to ETSI 102 221); no,
,

JavaCard support version;3.0.4;

JCSystem.getVersion()[Major.Minor];3.0;,
JCSystem.isObjectDeletionSupported;yes;,
JCSystem.MEMORY_TYPE_PERSISTENT;>32767B; (132KB eeprom),
JCSystem.MEMORY_TYPE_TRANSIENT_RESET;2630B;,
JCSystem.getMaxCommitCapacity();32767B;,
APDU.getInBlockSize();254B;,
APDU.getOutBlockSize();254B;,
APDU.getProtocol();1B;,
APDU.getNAD();0B;,
,
CPLC; 9f 7f 2a 47 90 05 03 82 11 63 51 03 02 83 19 04 88 69 07 45 66 4e 30 50 38 34 36 45 44 56 31 30 34 38 38 36 39 16 00 01 23 46 25 ef 0b,
CPLC.ICFabricator;4790;NXP,
CPLC.ICType;0503,
CPLC.OperatingSystemID;8211,
CPLC.OperatingSystemReleaseDate;6351,
CPLC.OperatingSystemReleaseLevel;0302,
CPLC.ICFabricationDate;8319;(Y DDD) date in that year,
CPLC.ICSerialNumber;04886907,
CPLC.ICBatchIdentifier;4566,
CPLC.ICModuleFabricator;4e30,
CPLC.ICModulePackagingDate;5038,
CPLC.ICCManufacturer;3436,
"CPLC.ICEmbeddingDate;4544  (Note: when using GP to examine the card info, it reports this date as INVALID)",
CPLC.ICPrePersonalizer;5631,
CPLC.ICPrePersonalizationEquipmentDate;3034,
CPLC.ICPrePersonalizationEquipmentID;38383639,
CPLC.ICPersonalizer;1600,
CPLC.ICPersonalizationDate;0123,
CPLC.ICPersonalizationEquipmentID;4625ef0b,
