INFO: This file was generated by AlgTest utility. See http://www.fi.muni.cz/~xsvenda/jcsupport.html for more results, source codes and other details.;
Tested and provided by; insert your name please.;PetrS
Execution date/time; 2019/04/19 20:11:44
AlgTestJClient version; 1.7.7
AlgTest applet version; 1.7.7
Used reader; PC/SC terminal Generic EMV Smartcard Reader 0
Card ATR; 3b db 96 00 80 b1 fe 45 1f 83 00 31 c0 64 c3 08 01 00 01 90 00 95
Card name; Oberthur Cosmo v7
Card provider; please insert link/description of shop where card was bought
Used protocol; T=1
Package_AID_test; Oberthur_Cosmo_v7_AIDSUPPORT_3BDB960080B1FE451F830031C064C308010001900095.csv


JavaCard support version;2.2.2

JCSystem.getVersion()[Major.Minor];2.2;
JCSystem.isObjectDeletionSupported;yes;
JCSystem.MEMORY_TYPE_PERSISTENT;>32767B;
JCSystem.MEMORY_TYPE_TRANSIENT_RESET;1436B;
JCSystem.MEMORY_TYPE_TRANSIENT_DESELECT;570B;
JCSystem.getMaxCommitCapacity();570B;

CPLC; 9f 7f 2a 41 80 88 72 82 31 81 50 00 64 59 4a 14 91 dd f5 4e 4a 11 42 12 83 11 43 12 83 11 44 12 83 14 02 00 00 00 00 00 00 00 00 00 00
CPLC.ICFabricator;4180;Atmel
CPLC.ICType;8872
CPLC.OperatingSystemID;8231
CPLC.OperatingSystemReleaseDate;8150
CPLC.OperatingSystemReleaseLevel;0064
CPLC.ICFabricationDate;594a;(Y DDD) date in that year
CPLC.ICSerialNumber;1491ddf5
CPLC.ICBatchIdentifier;4e4a
CPLC.ICModuleFabricator;1142
CPLC.ICModulePackagingDate;1283
CPLC.ICCManufacturer;1143
CPLC.ICEmbeddingDate;1283
CPLC.ICPrePersonalizer;1144
CPLC.ICPrePersonalizationEquipmentDate;1283
CPLC.ICPrePersonalizationEquipmentID;14020000
CPLC.ICPersonalizer;0000
CPLC.ICPersonalizationDate;0000
CPLC.ICPersonalizationEquipmentID;00000000
CPLC.ICPersonalizationEquipmentID;00000000

javacardx.crypto.Cipher
ALG_DES_CBC_NOPAD;yes;0.035000
ALG_DES_CBC_ISO9797_M1;yes;0.049000
ALG_DES_CBC_ISO9797_M2;yes;0.032000
ALG_DES_CBC_PKCS5;no;
ALG_DES_ECB_NOPAD;yes;0.046000
ALG_DES_ECB_ISO9797_M1;yes;0.056000
ALG_DES_ECB_ISO9797_M2;yes;0.028000
ALG_DES_ECB_PKCS5;no;
ALG_RSA_ISO14888;no;
ALG_RSA_PKCS1;yes;0.028000
ALG_RSA_ISO9796;no;
ALG_RSA_NOPAD;yes;0.024000
ALG_AES_BLOCK_128_CBC_NOPAD;yes;0.024000
ALG_AES_BLOCK_128_ECB_NOPAD;yes;0.033000
ALG_RSA_PKCS1_OAEP;yes;0.025000
ALG_KOREAN_SEED_ECB_NOPAD;no;
ALG_KOREAN_SEED_CBC_NOPAD;no;
ALG_AES_BLOCK_192_CBC_NOPAD;no;
ALG_AES_BLOCK_192_ECB_NOPAD;no;
ALG_AES_BLOCK_256_CBC_NOPAD;no;
