INFO: This file was generated by AlgTest utility. See http://www.fi.muni.cz/~xsvenda/jcsupport.html for more results, source codes and other details.;
Tested and provided by; insert your name please.;
Execution date/time; 2020/08/24 07:33:06
AlgTestJClient version; 1.7.9
AlgTest applet version; 1.7.9
Used reader; CASTLES EZ100PU 00 00
Card ATR; 3b fe 95 00 00 81 31 fe 45 ff 43 52 59 50 54 4e 4f 58 20 43 41 52 44 be
Card name; NXP JCOP4 J3R110
Card provider; please insert link/description of shop where card was bought
Used protocol; T=1
High-power mode supported (relevant only to SIM cards according to ETSI 102 221); no
Package_AID_test; NXP_JCOP4_J3R110_SecID_AIDSUPPORT_3BFA1800008131FE454A546178436F72655631B2.csv

JavaCard support version;3.0.5;

JCSystem.getVersion()[Major.Minor];3.0;
JCSystem.isObjectDeletionSupported;yes;
JCSystem.MEMORY_TYPE_PERSISTENT;>32767B;
JCSystem.MEMORY_TYPE_TRANSIENT_RESET;3800B;
JCSystem.getMaxCommitCapacity();5120B;
APDU.getInBlockSize();254B;
APDU.getOutBlockSize();252B;
APDU.getProtocol();1B;
APDU.getNAD();0B;

CPLC; 9f 7f 2a 47 90 d3 21 47 00 00 00 00 00 93 26 52 40 32 99 40 79 00 00 00 00 00 00 00 00 16 31 a9 32 34 30 33 32 00 00 00 00 00 00 00 00
CPLC.ICFabricator;4790;NXP
CPLC.ICType;d321
CPLC.OperatingSystemID;4700
CPLC.OperatingSystemReleaseDate;0000
CPLC.OperatingSystemReleaseLevel;0000
CPLC.ICFabricationDate;9326;(Y DDD) date in that year
CPLC.ICSerialNumber;52403299
CPLC.ICBatchIdentifier;4079
CPLC.ICModuleFabricator;0000
CPLC.ICModulePackagingDate;0000
CPLC.ICCManufacturer;0000
CPLC.ICEmbeddingDate;0000
CPLC.ICPrePersonalizer;1631
CPLC.ICPrePersonalizationEquipmentDate;a932
CPLC.ICPrePersonalizationEquipmentID;34303332
CPLC.ICPersonalizer;0000
CPLC.ICPersonalizationDate;0000
CPLC.ICPersonalizationEquipmentID;00000000
CPLC.ICPersonalizationEquipmentID;00000000

javacardx.crypto.Cipher
ALG_DES_CBC_NOPAD;yes;0.077000
ALG_DES_CBC_ISO9797_M1;yes;0.081000
ALG_DES_CBC_ISO9797_M2;yes;0.085000
ALG_DES_CBC_PKCS5;yes;0.082000
ALG_DES_ECB_NOPAD;yes;0.070000
ALG_DES_ECB_ISO9797_M1;yes;0.089000
ALG_DES_ECB_ISO9797_M2;yes;0.090000
ALG_DES_ECB_PKCS5;yes;0.090000
ALG_RSA_ISO14888;no;
ALG_RSA_PKCS1;yes;0.061000
ALG_RSA_ISO9796;no;
ALG_RSA_NOPAD;yes;0.062000
ALG_AES_BLOCK_128_CBC_NOPAD;yes;0.079000
ALG_AES_BLOCK_128_ECB_NOPAD;yes;0.074000
ALG_RSA_PKCS1_OAEP;yes;0.069000
ALG_KOREAN_SEED_ECB_NOPAD;no;
ALG_KOREAN_SEED_CBC_NOPAD;no;
ALG_AES_BLOCK_192_CBC_NOPAD;no;
ALG_AES_BLOCK_192_ECB_NOPAD;no;
ALG_AES_BLOCK_256_CBC_NOPAD;no;
ALG_AES_BLOCK_256_ECB_NOPAD;no;
ALG_AES_CBC_ISO9797_M1;yes;0.080000
ALG_AES_CBC_ISO9797_M2;yes;0.075000
ALG_AES_CBC_PKCS5;yes;0.082000
ALG_AES_ECB_ISO9797_M1;yes;0.087000
ALG_AES_ECB_ISO9797_M2;yes;0.088000
ALG_AES_ECB_PKCS5;yes;0.093000

javacard.crypto.Signature
ALG_DES_MAC4_NOPAD;no;
ALG_DES_MAC8_NOPAD;yes;0.075000
ALG_DES_MAC4_ISO9797_M1;yes;0.074000
ALG_DES_MAC8_ISO9797_M1;yes;0.087000
ALG_DES_MAC4_ISO9797_M2;yes;0.077000
ALG_DES_MAC8_ISO9797_M2;yes;0.076000
ALG_DES_MAC4_PKCS5;yes;0.086000
ALG_DES_MAC8_PKCS5;yes;0.092000
ALG_RSA_SHA_ISO9796;yes;0.093000
ALG_RSA_SHA_PKCS1;yes;0.102000
ALG_RSA_MD5_PKCS1;no;
ALG_RSA_RIPEMD160_ISO9796;no;
ALG_RSA_RIPEMD160_PKCS1;no;
ALG_DSA_SHA;no;
ALG_RSA_SHA_RFC2409;no;
ALG_RSA_MD5_RFC2409;no;
ALG_ECDSA_SHA;yes;0.088000
ALG_AES_MAC_128_NOPAD;yes;0.079000
ALG_DES_MAC4_ISO9797_1_M2_ALG3;yes;0.071000
ALG_DES_MAC8_ISO9797_1_M2_ALG3;yes;0.072000
ALG_RSA_SHA_PKCS1_PSS;yes;0.097000
ALG_RSA_MD5_PKCS1_PSS;no;
ALG_RSA_RIPEMD160_PKCS1_PSS;no;
ALG_HMAC_SHA1;no;
ALG_HMAC_SHA_256;no;
ALG_HMAC_SHA_384;no;
ALG_HMAC_SHA_512;no;
ALG_HMAC_MD5;no;
ALG_HMAC_RIPEMD160;no;
ALG_RSA_SHA_ISO9796_MR;yes;0.091000
ALG_RSA_RIPEMD160_ISO9796_MR;no;
ALG_SEED_MAC_NOPAD;no;
ALG_ECDSA_SHA_256;yes;0.083000
ALG_ECDSA_SHA_384;yes;0.096000
ALG_AES_MAC_192_NOPAD;no;
ALG_AES_MAC_256_NOPAD;no;
ALG_ECDSA_SHA_224;yes;0.081000
ALG_ECDSA_SHA_512;yes;0.098000
ALG_RSA_SHA_224_PKCS1;yes;0.095000
ALG_RSA_SHA_256_PKCS1;yes;0.092000
ALG_RSA_SHA_384_PKCS1;yes;0.086000
ALG_RSA_SHA_512_PKCS1;yes;0.087000
ALG_RSA_SHA_224_PKCS1_PSS;yes;0.108000
ALG_RSA_SHA_256_PKCS1_PSS;yes;0.108000
ALG_RSA_SHA_384_PKCS1_PSS;yes;0.107000
ALG_RSA_SHA_512_PKCS1_PSS;yes;0.104000
ALG_DES_MAC4_ISO9797_1_M1_ALG3;yes;0.087000
ALG_DES_MAC8_ISO9797_1_M1_ALG3;yes;0.082000
ALG_AES_CMAC_128;yes;0.068000

javacard.security.MessageDigest
ALG_SHA;yes;0.084000
ALG_MD5;no;
ALG_RIPEMD160;no;
ALG_SHA_256;yes;0.080000
ALG_SHA_384;yes;0.079000
ALG_SHA_512;yes;0.091000
ALG_SHA_224;yes;0.083000
ALG_SHA3_224;no;
ALG_SHA3_256;no;
ALG_SHA3_384;no;
ALG_SHA3_512;no;

javacard.security.RandomData
ALG_PSEUDO_RANDOM;yes;0.062000
ALG_SECURE_RANDOM;yes;0.061000
ALG_TRNG;yes;0.057000
ALG_ALG_PRESEEDED_DRBG;yes;0.055000
ALG_FAST;yes;0.058000
ALG_KEYGENERATION;yes;0.054000

javacard.security.KeyBuilder
TYPE_DES_TRANSIENT_RESET;yes;0.072000
TYPE_DES_TRANSIENT_DESELECT;yes;0.077000
TYPE_DES LENGTH_DES;yes;0.066000
TYPE_DES LENGTH_DES3_2KEY;yes;0.083000
TYPE_DES LENGTH_DES3_3KEY;yes;0.075000
TYPE_AES_TRANSIENT_RESET;yes;0.074000
TYPE_AES_TRANSIENT_DESELECT;yes;0.074000
TYPE_AES LENGTH_AES_128;yes;0.079000
TYPE_AES LENGTH_AES_192;yes;0.082000
TYPE_AES LENGTH_AES_256;yes;0.066000
TYPE_RSA_PUBLIC LENGTH_RSA_512;yes;0.072000
TYPE_RSA_PUBLIC LENGTH_RSA_736;yes;0.069000
TYPE_RSA_PUBLIC LENGTH_RSA_768;yes;0.074000
TYPE_RSA_PUBLIC LENGTH_RSA_896;yes;0.080000
TYPE_RSA_PUBLIC LENGTH_RSA_1024;yes;0.074000
TYPE_RSA_PUBLIC LENGTH_RSA_1280;yes;0.077000
TYPE_RSA_PUBLIC LENGTH_RSA_1536;yes;0.068000
TYPE_RSA_PUBLIC LENGTH_RSA_1984;yes;0.070000
TYPE_RSA_PUBLIC LENGTH_RSA_2048;yes;0.069000
TYPE_RSA_PUBLIC LENGTH_RSA_3072;yes;0.073000
TYPE_RSA_PUBLIC LENGTH_RSA_4096;yes;0.076000
TYPE_RSA_PRIVATE LENGTH_RSA_512;yes;0.067000
TYPE_RSA_PRIVATE LENGTH_RSA_736;yes;0.076000
TYPE_RSA_PRIVATE LENGTH_RSA_768;yes;0.069000
TYPE_RSA_PRIVATE LENGTH_RSA_896;yes;0.069000
TYPE_RSA_PRIVATE LENGTH_RSA_1024;yes;0.081000
TYPE_RSA_PRIVATE LENGTH_RSA_1280;yes;0.075000
TYPE_RSA_PRIVATE LENGTH_RSA_1536;yes;0.070000
TYPE_RSA_PRIVATE LENGTH_RSA_1984;yes;0.076000
TYPE_RSA_PRIVATE LENGTH_RSA_2048;yes;0.069000
TYPE_RSA_PRIVATE LENGTH_RSA_3072;yes;0.075000
TYPE_RSA_PRIVATE LENGTH_RSA_4096;yes;0.092000
TYPE_RSA_PRIVATE_TRANSIENT_RESET;yes;0.070000
TYPE_RSA_PRIVATE_TRANSIENT_DESELECT;yes;0.075000
TYPE_RSA_CRT_PRIVATE LENGTH_RSA_512;yes;0.069000
TYPE_RSA_CRT_PRIVATE LENGTH_RSA_736;yes;0.083000
TYPE_RSA_CRT_PRIVATE LENGTH_RSA_768;yes;0.081000
TYPE_RSA_CRT_PRIVATE LENGTH_RSA_896;yes;0.078000
TYPE_RSA_CRT_PRIVATE LENGTH_RSA_1024;yes;0.080000
TYPE_RSA_CRT_PRIVATE LENGTH_RSA_1280;yes;0.075000
TYPE_RSA_CRT_PRIVATE LENGTH_RSA_1536;yes;0.069000
TYPE_RSA_CRT_PRIVATE LENGTH_RSA_1984;yes;0.071000
TYPE_RSA_CRT_PRIVATE LENGTH_RSA_2048;yes;0.090000
TYPE_RSA_CRT_PRIVATE LENGTH_RSA_3072;yes;0.079000
TYPE_RSA_CRT_PRIVATE LENGTH_RSA_4096;yes;0.073000
TYPE_RSA_CRT_PRIVATE_TRANSIENT_RESET;yes;0.068000
TYPE_RSA_CRT_PRIVATE_TRANSIENT_DESELECT;yes;0.070000
TYPE_DSA_PRIVATE LENGTH_DSA_512;no;
TYPE_DSA_PRIVATE LENGTH_DSA_768;no;
TYPE_DSA_PRIVATE LENGTH_DSA_1024;no;
TYPE_DSA_PRIVATE_TRANSIENT_RESET;no;
TYPE_DSA_PRIVATE_TRANSIENT_DESELECT;no;
TYPE_DSA_PUBLIC LENGTH_DSA_512;no;
TYPE_DSA_PUBLIC LENGTH_DSA_768;no;
TYPE_DSA_PUBLIC LENGTH_DSA_1024;no;
TYPE_EC_F2M_PRIVATE LENGTH_EC_F2M_113;no;
TYPE_EC_F2M_PRIVATE LENGTH_EC_F2M_131;no;
TYPE_EC_F2M_PRIVATE LENGTH_EC_F2M_163;no;
TYPE_EC_F2M_PRIVATE LENGTH_EC_F2M_193;no;
TYPE_EC_F2M_PRIVATE_TRANSIENT_RESET;no;
TYPE_EC_F2M_PRIVATE_TRANSIENT_DESELECT;no;
TYPE_EC_FP_PRIVATE LENGTH_EC_FP_112;no;
TYPE_EC_FP_PRIVATE LENGTH_EC_FP_128;yes;0.096000
TYPE_EC_FP_PRIVATE LENGTH_EC_FP_160;yes;0.111000
TYPE_EC_FP_PRIVATE LENGTH_EC_FP_192;yes;0.099000
TYPE_EC_FP_PRIVATE LENGTH_EC_FP_224;yes;0.097000
TYPE_EC_FP_PRIVATE LENGTH_EC_FP_256;yes;0.103000
TYPE_EC_FP_PRIVATE LENGTH_EC_FP_320;yes;0.099000
TYPE_EC_FP_PRIVATE LENGTH_EC_FP_384;yes;0.100000
TYPE_EC_FP_PRIVATE LENGTH_EC_FP_512;yes;0.103000
TYPE_EC_FP_PRIVATE LENGTH_EC_FP_521;yes;0.098000
TYPE_EC_FP_PRIVATE_TRANSIENT_RESET;yes;0.111000
TYPE_EC_FP_PRIVATE_TRANSIENT_DESELECT;yes;0.103000
TYPE_KOREAN_SEED_TRANSIENT_RESET;no;
TYPE_KOREAN_SEED_TRANSIENT_DESELECT;no;
TYPE_KOREAN_SEED LENGTH_KOREAN_SEED_128;no;
TYPE_HMAC_TRANSIENT_RESET;no;
TYPE_HMAC_TRANSIENT_DESELECT;no;
TYPE_HMAC LENGTH_HMAC_SHA_1_BLOCK_64;no;
TYPE_HMAC LENGTH_HMAC_SHA_256_BLOCK_64;no;
TYPE_HMAC LENGTH_HMAC_SHA_384_BLOCK_64;no;
TYPE_HMAC LENGTH_HMAC_SHA_512_BLOCK_64;no;

javacard.security.KeyAgreement
ALG_EC_SVDP_DH/ALG_EC_SVDP_DH_KDF;yes;0.058000
ALG_EC_SVDP_DHC/ALG_EC_SVDP_DHC_KDF;yes;0.060000
ALG_EC_SVDP_DH_PLAIN;yes;0.058000
ALG_EC_SVDP_DHC_PLAIN;yes;0.056000
ALG_EC_PACE_GM;yes;0.061000
ALG_EC_SVDP_DH_PLAIN_XY;yes;0.056000
ALG_DH_PLAIN;no;

javacard.security.Checksum
ALG_ISO3309_CRC16;yes;0.062000
ALG_ISO3309_CRC32;yes;0.066000

javacard.security.KeyPair ALG_RSA on-card generation
ALG_RSA LENGTH_RSA_512;yes;0.373000
ALG_RSA LENGTH_RSA_736;yes;0.539000
ALG_RSA LENGTH_RSA_768;yes;1.066000
ALG_RSA LENGTH_RSA_896;yes;1.675000
ALG_RSA LENGTH_RSA_1024;yes;0.425000
ALG_RSA LENGTH_RSA_1280;yes;1.544000
