INFO: This file was generated by AlgTest utility. See http://www.fi.muni.cz/~xsvenda/jcsupport.html for more results, source codes and other details.;
Tested and provided by; insert your name please.;
Execution date/time; 2018/04/23 17:45:16
AlgTestJClient version; 1.7.4
AlgTest applet version; 1.7.0
Used reader; PC/SC terminal ACS ACR122U
Card ATR; 3b 8b 80 01 00 31 c0 64 08 44 03 04 00 90 00 44
Card name; COSMO FLY v5.8
Used protocol; T=1

JavaCard support version;2.2.2;

JCSystem.getVersion()[Major.Minor];2.2;
JCSystem.isObjectDeletionSupported;yes;
JCSystem.MEMORY_TYPE_PERSISTENT;10336B;
JCSystem.MEMORY_TYPE_TRANSIENT_RESET;1818B;
JCSystem.MEMORY_TYPE_TRANSIENT_DESELECT;767B;
JCSystem.getMaxCommitCapacity();767B;

CPLC; 9f 7f 2a 48 30 77 32 82 31 53 43 00 03 62 53 01 49 58 00 04 94 11 42 80 82 11 43 80 82 11 44 80 82 03 00 00 00 00 00 00 00 00 00 00 00
CPLC.ICFabricator;4830;unknown
CPLC.ICType;7732
CPLC.OperatingSystemID;8231
CPLC.OperatingSystemReleaseDate;5343
CPLC.OperatingSystemReleaseLevel;0003
CPLC.ICFabricationDate;6253;(Y DDD) date in that year
CPLC.ICSerialNumber;01495800
CPLC.ICBatchIdentifier;0494
CPLC.ICModuleFabricator;1142
CPLC.ICModulePackagingDate;8082
CPLC.ICCManufacturer;1143
CPLC.ICEmbeddingDate;8082
CPLC.ICPrePersonalizer;1144
CPLC.ICPrePersonalizationEquipmentDate;8082
CPLC.ICPrePersonalizationEquipmentID;03000000
CPLC.ICPersonalizer;0000
CPLC.ICPersonalizationDate;0000
CPLC.ICPersonalizationEquipmentID;00000000
CPLC.ICPersonalizationEquipmentID;00000000

javacardx.crypto.Cipher
ALG_DES_CBC_NOPAD;yes;0.034000
ALG_DES_CBC_ISO9797_M1;yes;0.034000
ALG_DES_CBC_ISO9797_M2;yes;0.034000
ALG_DES_CBC_PKCS5;no;
ALG_DES_ECB_NOPAD;yes;0.034000
ALG_DES_ECB_ISO9797_M1;yes;0.034000
ALG_DES_ECB_ISO9797_M2;yes;0.034000
ALG_DES_ECB_PKCS5;no;
ALG_RSA_ISO14888;no;
ALG_RSA_PKCS1;yes;0.034000
ALG_RSA_ISO9796;no;
ALG_RSA_NOPAD;yes;0.034000
ALG_AES_BLOCK_128_CBC_NOPAD;yes;0.035000
ALG_AES_BLOCK_128_ECB_NOPAD;yes;0.034000
ALG_RSA_PKCS1_OAEP;yes;0.035000
ALG_KOREAN_SEED_ECB_NOPAD;no;
ALG_KOREAN_SEED_CBC_NOPAD;no;
ALG_AES_BLOCK_192_CBC_NOPAD;no;
ALG_AES_BLOCK_192_ECB_NOPAD;no;
ALG_AES_BLOCK_256_CBC_NOPAD;no;
ALG_AES_BLOCK_256_ECB_NOPAD;no;
ALG_AES_CBC_ISO9797_M1;no;
ALG_AES_CBC_ISO9797_M2;no;
ALG_AES_CBC_PKCS5;no;
ALG_AES_ECB_ISO9797_M1;no;
ALG_AES_ECB_ISO9797_M2;no;
ALG_AES_ECB_PKCS5;no;

javacard.crypto.Signature
ALG_DES_MAC4_NOPAD;yes;0.035000
ALG_DES_MAC8_NOPAD;yes;0.034000
ALG_DES_MAC4_ISO9797_M1;yes;0.035000
ALG_DES_MAC8_ISO9797_M1;yes;0.034000
ALG_DES_MAC4_ISO9797_M2;yes;0.034000
ALG_DES_MAC8_ISO9797_M2;yes;0.035000
ALG_DES_MAC4_PKCS5;no;
ALG_DES_MAC8_PKCS5;no;
ALG_RSA_SHA_ISO9796;yes;0.034000
ALG_RSA_SHA_PKCS1;yes;0.035000
ALG_RSA_MD5_PKCS1;no;
ALG_RSA_RIPEMD160_ISO9796;no;
ALG_RSA_RIPEMD160_PKCS1;no;
ALG_DSA_SHA;no;
ALG_RSA_SHA_RFC2409;no;
ALG_RSA_MD5_RFC2409;no;
ALG_ECDSA_SHA;no;
ALG_AES_MAC_128_NOPAD;yes;0.034000
ALG_DES_MAC4_ISO9797_1_M2_ALG3;yes;0.034000
ALG_DES_MAC8_ISO9797_1_M2_ALG3;yes;0.034000
ALG_RSA_SHA_PKCS1_PSS;no;
ALG_RSA_MD5_PKCS1_PSS;no;
ALG_RSA_RIPEMD160_PKCS1_PSS;no;
ALG_HMAC_SHA1;no;
ALG_HMAC_SHA_256;no;
ALG_HMAC_SHA_384;no;
ALG_HMAC_SHA_512;no;
ALG_HMAC_MD5;no;
ALG_HMAC_RIPEMD160;no;
ALG_RSA_SHA_ISO9796_MR;no;
ALG_RSA_RIPEMD160_ISO9796_MR;no;
ALG_SEED_MAC_NOPAD;no;
ALG_ECDSA_SHA_256;no;
ALG_ECDSA_SHA_384;no;
ALG_AES_MAC_192_NOPAD;no;
ALG_AES_MAC_256_NOPAD;no;
ALG_ECDSA_SHA_224;no;
ALG_ECDSA_SHA_512;no;
ALG_RSA_SHA_224_PKCS1;no;
ALG_RSA_SHA_256_PKCS1;no;
ALG_RSA_SHA_384_PKCS1;no;
ALG_RSA_SHA_512_PKCS1;no;
ALG_RSA_SHA_224_PKCS1_PSS;no;
ALG_RSA_SHA_256_PKCS1_PSS;no;
ALG_RSA_SHA_384_PKCS1_PSS;no;
ALG_RSA_SHA_512_PKCS1_PSS;no;
ALG_DES_MAC4_ISO9797_1_M1_ALG3;no;
ALG_DES_MAC8_ISO9797_1_M1_ALG3;no;
ALG_AES_CMAC_128;no;

javacard.security.MessageDigest
ALG_SHA;yes;0.034000
ALG_MD5;no;
ALG_RIPEMD160;no;
ALG_SHA_256;yes;0.034000
ALG_SHA_384;no;
ALG_SHA_512;no;
ALG_SHA_224;no;
ALG_SHA3_224;no;
ALG_SHA3_256;no;
ALG_SHA3_384;no;
ALG_SHA3_512;no;

javacard.security.RandomData
ALG_PSEUDO_RANDOM;yes;0.034000
ALG_SECURE_RANDOM;yes;0.034000
ALG_TRNG;no;
ALG_ALG_PRESEEDED_DRBG;no;
ALG_FAST;no;
ALG_KEYGENERATION;no;

javacard.security.KeyBuilder
TYPE_DES_TRANSIENT_RESET;yes;0.094000
TYPE_DES_TRANSIENT_DESELECT;yes;0.079000
TYPE_DES LENGTH_DES;yes;0.051000
TYPE_DES LENGTH_DES3_2KEY;yes;0.051000
TYPE_DES LENGTH_DES3_3KEY;yes;0.055000
TYPE_AES_TRANSIENT_RESET;yes;0.091000
TYPE_AES_TRANSIENT_DESELECT;yes;0.078000
TYPE_AES LENGTH_AES_128;yes;0.051000
TYPE_AES LENGTH_AES_192;yes;0.054000
TYPE_AES LENGTH_AES_256;yes;0.054000
TYPE_RSA_PUBLIC LENGTH_RSA_512;yes;0.068000
TYPE_RSA_PUBLIC LENGTH_RSA_736;yes;0.068000
TYPE_RSA_PUBLIC LENGTH_RSA_768;yes;0.067000
TYPE_RSA_PUBLIC LENGTH_RSA_896;yes;0.068000
TYPE_RSA_PUBLIC LENGTH_RSA_1024;yes;0.068000
TYPE_RSA_PUBLIC LENGTH_RSA_1280;yes;0.067000
TYPE_RSA_PUBLIC LENGTH_RSA_1536;yes;0.068000
TYPE_RSA_PUBLIC LENGTH_RSA_1984;yes;0.068000
TYPE_RSA_PUBLIC LENGTH_RSA_2048;yes;0.068000
TYPE_RSA_PUBLIC LENGTH_RSA_3072;no;
TYPE_RSA_PUBLIC LENGTH_RSA_4096;no;
TYPE_RSA_PRIVATE LENGTH_RSA_512;yes;0.071000
TYPE_RSA_PRIVATE LENGTH_RSA_736;yes;0.071000
TYPE_RSA_PRIVATE LENGTH_RSA_768;yes;0.071000
TYPE_RSA_PRIVATE LENGTH_RSA_896;yes;0.071000
TYPE_RSA_PRIVATE LENGTH_RSA_1024;yes;0.071000
TYPE_RSA_PRIVATE LENGTH_RSA_1280;yes;0.071000
TYPE_RSA_PRIVATE LENGTH_RSA_1536;yes;0.071000
TYPE_RSA_PRIVATE LENGTH_RSA_1984;yes;0.072000
TYPE_RSA_PRIVATE LENGTH_RSA_2048;yes;0.071000
TYPE_RSA_PRIVATE LENGTH_RSA_3072;no;
TYPE_RSA_PRIVATE LENGTH_RSA_4096;no;
TYPE_RSA_PRIVATE_TRANSIENT_RESET;no;
TYPE_RSA_PRIVATE_TRANSIENT_DESELECT;no;
TYPE_RSA_CRT_PRIVATE LENGTH_RSA_512;yes;0.126000
TYPE_RSA_CRT_PRIVATE LENGTH_RSA_736;yes;0.126000
TYPE_RSA_CRT_PRIVATE LENGTH_RSA_768;yes;0.126000
TYPE_RSA_CRT_PRIVATE LENGTH_RSA_896;yes;0.126000
TYPE_RSA_CRT_PRIVATE LENGTH_RSA_1024;yes;0.126000
TYPE_RSA_CRT_PRIVATE LENGTH_RSA_1280;yes;0.126000
TYPE_RSA_CRT_PRIVATE LENGTH_RSA_1536;yes;0.126000
TYPE_RSA_CRT_PRIVATE LENGTH_RSA_1984;yes;0.142000
TYPE_RSA_CRT_PRIVATE LENGTH_RSA_2048;yes;0.127000
TYPE_RSA_CRT_PRIVATE LENGTH_RSA_3072;no;
TYPE_RSA_CRT_PRIVATE LENGTH_RSA_4096;no;
TYPE_RSA_CRT_PRIVATE_TRANSIENT_RESET;no;
TYPE_RSA_CRT_PRIVATE_TRANSIENT_DESELECT;no;
TYPE_DSA_PRIVATE LENGTH_DSA_512;no;
TYPE_DSA_PRIVATE LENGTH_DSA_768;no;
TYPE_DSA_PRIVATE LENGTH_DSA_1024;no;
TYPE_DSA_PRIVATE_TRANSIENT_RESET;no;
TYPE_DSA_PRIVATE_TRANSIENT_DESELECT;no;
TYPE_DSA_PUBLIC LENGTH_DSA_512;no;
TYPE_DSA_PUBLIC LENGTH_DSA_768;no;
TYPE_DSA_PUBLIC LENGTH_DSA_1024;no;
TYPE_EC_F2M_PRIVATE LENGTH_EC_F2M_113;no;
TYPE_EC_F2M_PRIVATE LENGTH_EC_F2M_131;no;
TYPE_EC_F2M_PRIVATE LENGTH_EC_F2M_163;no;
TYPE_EC_F2M_PRIVATE LENGTH_EC_F2M_193;no;
TYPE_EC_F2M_PRIVATE_TRANSIENT_RESET;no;
TYPE_EC_F2M_PRIVATE_TRANSIENT_DESELECT;no;
TYPE_EC_FP_PRIVATE LENGTH_EC_FP_112;no;
TYPE_EC_FP_PRIVATE LENGTH_EC_FP_128;no;
TYPE_EC_FP_PRIVATE LENGTH_EC_FP_160;no;
TYPE_EC_FP_PRIVATE LENGTH_EC_FP_192;no;
TYPE_EC_FP_PRIVATE LENGTH_EC_FP_224;no;
TYPE_EC_FP_PRIVATE LENGTH_EC_FP_256;no;
TYPE_EC_FP_PRIVATE LENGTH_EC_FP_384;no;
TYPE_EC_FP_PRIVATE LENGTH_EC_FP_521;no;
TYPE_EC_FP_PRIVATE_TRANSIENT_RESET;no;
TYPE_EC_FP_PRIVATE_TRANSIENT_DESELECT;no;
