INFO: This file was generated by AlgTest utility. See http://www.fi.muni.cz/~xsvenda/jcsupport.html for more results, source codes and other details.;
Tested and provided by; insert your name please.;
Execution date/time; 2021/03/10 18:20:26
AlgTestJClient version; 1.7.9
AlgTest applet version; 1.7.9
Used reader; Weltrend PC/SC SmartCard Reader 0
Card ATR; 3b 9f 95 81 31 fe 9f 00 66 46 53 05 10 00 ff 71 df 00 00 00 00 00 ec
Card name; Feitian JavaSD
Card provider; please insert link/description of shop where card was bought
Used protocol; T=1
High-power mode supported (relevant only to SIM cards according to ETSI 102 221); no

JCSystem.getVersion()[Major.Minor];3.0;
JCSystem.isObjectDeletionSupported;yes;
JCSystem.MEMORY_TYPE_PERSISTENT;>32767B;
JCSystem.MEMORY_TYPE_TRANSIENT_RESET;1883B;
JCSystem.getMaxCommitCapacity();512B;
APDU.getInBlockSize();254B;
APDU.getOutBlockSize();254B;
APDU.getProtocol();1B;
APDU.getNAD();0B;

CPLC; 9f 7f 2a 40 90 78 92 86 aa 00 55 00 01 02 64 09 02 60 47 04 47 40 90 02 65 86 aa 02 65 86 aa 02 65 00 00 00 00 00 00 00 00 00 00 00 00
CPLC.ICFabricator;4090;Infineon
CPLC.ICType;7892
CPLC.OperatingSystemID;86aa
CPLC.OperatingSystemReleaseDate;0055
CPLC.OperatingSystemReleaseLevel;0001
CPLC.ICFabricationDate;0264;(Y DDD) date in that year
CPLC.ICSerialNumber;09026047
CPLC.ICBatchIdentifier;0447
CPLC.ICModuleFabricator;4090
CPLC.ICModulePackagingDate;0265
CPLC.ICCManufacturer;86aa
CPLC.ICEmbeddingDate;0265
CPLC.ICPrePersonalizer;86aa
CPLC.ICPrePersonalizationEquipmentDate;0265
CPLC.ICPrePersonalizationEquipmentID;00000000
CPLC.ICPersonalizer;0000
CPLC.ICPersonalizationDate;0000
CPLC.ICPersonalizationEquipmentID;00000000
CPLC.ICPersonalizationEquipmentID;00000000

javacardx.crypto.Cipher
ALG_DES_CBC_NOPAD;yes;0.118000
ALG_DES_CBC_ISO9797_M1;yes;0.120000
ALG_DES_CBC_ISO9797_M2;yes;0.118000
ALG_DES_CBC_PKCS5;yes;0.119000
ALG_DES_ECB_NOPAD;yes;0.116000
ALG_DES_ECB_ISO9797_M1;yes;0.114000
ALG_DES_ECB_ISO9797_M2;yes;0.118000
ALG_DES_ECB_PKCS5;yes;0.116000
ALG_RSA_ISO14888;no;
ALG_RSA_PKCS1;yes;0.124000
ALG_RSA_ISO9796;no;
ALG_RSA_NOPAD;yes;0.117000
ALG_AES_BLOCK_128_CBC_NOPAD;yes;0.117000
ALG_AES_BLOCK_128_ECB_NOPAD;yes;0.123000
