INFO: This file was generated by AlgTest utility. See http://www.fi.muni.cz/~xsvenda/jcsupport.html for more results, source codes and other details.;
Tested and provided by; insert your name please.;
Execution date/time; 2019/05/24 16:10:26
AlgTestJClient version; 1.7.8
AlgTest applet version; 1.7.8
Used reader; Gemplus USB Key Smart Card Reader 0
Card ATR; 3b f9 13 00 00 81 31 fe 45 4a 43 4f 50 32 34 32 52 33 a2
Card name; NXP J2E081 
Card provider; please insert link/description of shop where card was bought
Used protocol; T=1
High-power mode supported (relevant only to SIM cards according to ETSI 102 221); no
Package_AID_test; NXP_J2E081_AIDSUPPORT_3BF91300008131FE454A434F503234325233A2.csv

JavaCard support version;3.0.1;

JCSystem.getVersion()[Major.Minor];3.0;
JCSystem.isObjectDeletionSupported;yes;
JCSystem.MEMORY_TYPE_PERSISTENT;>32767B;
JCSystem.MEMORY_TYPE_TRANSIENT_RESET;3273B;
JCSystem.getMaxCommitCapacity();512B;
APDU.getInBlockSize();254B;
APDU.getOutBlockSize();254B;
APDU.getProtocol();1B;
APDU.getNAD();0B;

CPLC; 9f 7f 2a 47 90 51 67 47 91 23 48 40 00 60 07 00 07 98 98 19 63 48 12 60 14 00 00 00 00 01 2a 19 30 30 37 39 38 00 00 00 00 00 00 00 00
CPLC.ICFabricator;4790;NXP
CPLC.ICType;5167
CPLC.OperatingSystemID;4791
CPLC.OperatingSystemReleaseDate;2348
CPLC.OperatingSystemReleaseLevel;4000
CPLC.ICFabricationDate;6007;(Y DDD) date in that year
CPLC.ICSerialNumber;00079898
CPLC.ICBatchIdentifier;1963
CPLC.ICModuleFabricator;4812
CPLC.ICModulePackagingDate;6014
CPLC.ICCManufacturer;0000
CPLC.ICEmbeddingDate;0000
CPLC.ICPrePersonalizer;012a
CPLC.ICPrePersonalizationEquipmentDate;1930
CPLC.ICPrePersonalizationEquipmentID;30373938
CPLC.ICPersonalizer;0000
CPLC.ICPersonalizationDate;0000
CPLC.ICPersonalizationEquipmentID;00000000
CPLC.ICPersonalizationEquipmentID;00000000

javacardx.crypto.Cipher
ALG_DES_CBC_NOPAD;yes;0.095000
ALG_DES_CBC_ISO9797_M1;yes;0.087000
ALG_DES_CBC_ISO9797_M2;yes;0.086000
ALG_DES_CBC_PKCS5;no;
ALG_DES_ECB_NOPAD;yes;0.087000
ALG_DES_ECB_ISO9797_M1;yes;0.078000
ALG_DES_ECB_ISO9797_M2;yes;0.081000
ALG_DES_ECB_PKCS5;no;
ALG_RSA_ISO14888;no;
ALG_RSA_PKCS1;yes;0.103000
ALG_RSA_ISO9796;no;
ALG_RSA_NOPAD;yes;0.113000
ALG_AES_BLOCK_128_CBC_NOPAD;yes;0.096000
ALG_AES_BLOCK_128_ECB_NOPAD;yes;0.087000
ALG_RSA_PKCS1_OAEP;no;
ALG_KOREAN_SEED_ECB_NOPAD;yes;0.095000
ALG_KOREAN_SEED_CBC_NOPAD;yes;0.094000
ALG_AES_BLOCK_192_CBC_NOPAD;no;
ALG_AES_BLOCK_192_ECB_NOPAD;no;
ALG_AES_BLOCK_256_CBC_NOPAD;no;
ALG_AES_BLOCK_256_ECB_NOPAD;no;
ALG_AES_CBC_ISO9797_M1;no;
ALG_AES_CBC_ISO9797_M2;no;
ALG_AES_CBC_PKCS5;no;
ALG_AES_ECB_ISO9797_M1;no;
ALG_AES_ECB_ISO9797_M2;no;
ALG_AES_ECB_PKCS5;no;

javacard.crypto.Signature
ALG_DES_MAC4_NOPAD;no;
ALG_DES_MAC8_NOPAD;yes;0.085000
ALG_DES_MAC4_ISO9797_M1;no;
ALG_DES_MAC8_ISO9797_M1;yes;0.087000
ALG_DES_MAC4_ISO9797_M2;no;
ALG_DES_MAC8_ISO9797_M2;yes;0.089000
ALG_DES_MAC4_PKCS5;no;
ALG_DES_MAC8_PKCS5;no;
ALG_RSA_SHA_ISO9796;yes;0.147000
ALG_RSA_SHA_PKCS1;yes;0.121000
ALG_RSA_MD5_PKCS1;yes;0.121000
ALG_RSA_RIPEMD160_ISO9796;no;
ALG_RSA_RIPEMD160_PKCS1;no;
ALG_DSA_SHA;no;
ALG_RSA_SHA_RFC2409;no;
ALG_RSA_MD5_RFC2409;no;
ALG_ECDSA_SHA;yes;0.088000
ALG_AES_MAC_128_NOPAD;yes;0.094000
ALG_DES_MAC4_ISO9797_1_M2_ALG3;no;
ALG_DES_MAC8_ISO9797_1_M2_ALG3;yes;0.087000
ALG_RSA_SHA_PKCS1_PSS;yes;0.146000
ALG_RSA_MD5_PKCS1_PSS;no;
ALG_RSA_RIPEMD160_PKCS1_PSS;no;
ALG_HMAC_SHA1;no;
ALG_HMAC_SHA_256;no;
ALG_HMAC_SHA_384;no;
ALG_HMAC_SHA_512;no;
ALG_HMAC_MD5;no;
ALG_HMAC_RIPEMD160;no;
ALG_RSA_SHA_ISO9796_MR;no;
ALG_RSA_RIPEMD160_ISO9796_MR;no;
ALG_SEED_MAC_NOPAD;yes;0.104000
ALG_ECDSA_SHA_256;yes;0.089000
ALG_ECDSA_SHA_384;no;
ALG_AES_MAC_192_NOPAD;no;
ALG_AES_MAC_256_NOPAD;no;
ALG_ECDSA_SHA_224;yes;0.087000
ALG_ECDSA_SHA_512;no;
ALG_RSA_SHA_224_PKCS1;no;
ALG_RSA_SHA_256_PKCS1;yes;0.146000
ALG_RSA_SHA_384_PKCS1;no;
ALG_RSA_SHA_512_PKCS1;no;
ALG_RSA_SHA_224_PKCS1_PSS;yes;0.122000
ALG_RSA_SHA_256_PKCS1_PSS;yes;0.122000
ALG_RSA_SHA_384_PKCS1_PSS;no;
ALG_RSA_SHA_512_PKCS1_PSS;no;
ALG_DES_MAC4_ISO9797_1_M1_ALG3;no;
ALG_DES_MAC8_ISO9797_1_M1_ALG3;no;
ALG_AES_CMAC_128;no;

javacard.security.MessageDigest
ALG_SHA;yes;0.078000
ALG_MD5;yes;0.080000
ALG_RIPEMD160;no;
ALG_SHA_256;yes;0.080000
ALG_SHA_384;no;
ALG_SHA_512;no;
ALG_SHA_224;yes;0.080000
ALG_SHA3_224;no;
ALG_SHA3_256;no;
ALG_SHA3_384;no;
ALG_SHA3_512;no;

javacard.security.RandomData
ALG_PSEUDO_RANDOM;yes;0.020000
ALG_SECURE_RANDOM;yes;0.013000
ALG_TRNG;no;
ALG_ALG_PRESEEDED_DRBG;no;
ALG_FAST;no;
ALG_KEYGENERATION;no;

javacard.security.KeyBuilder
TYPE_DES_TRANSIENT_RESET;yes;0.116000
TYPE_DES_TRANSIENT_DESELECT;yes;0.117000
TYPE_DES LENGTH_DES;yes;0.124000
TYPE_DES LENGTH_DES3_2KEY;yes;0.125000
TYPE_DES LENGTH_DES3_3KEY;yes;0.127000
TYPE_AES_TRANSIENT_RESET;yes;0.118000
TYPE_AES_TRANSIENT_DESELECT;yes;0.117000
TYPE_AES LENGTH_AES_128;yes;0.123000
TYPE_AES LENGTH_AES_192;yes;0.125000
TYPE_AES LENGTH_AES_256;yes;0.124000
TYPE_RSA_PUBLIC LENGTH_RSA_512;yes;0.119000
TYPE_RSA_PUBLIC LENGTH_RSA_736;yes;0.120000
TYPE_RSA_PUBLIC LENGTH_RSA_768;yes;0.121000
TYPE_RSA_PUBLIC LENGTH_RSA_896;yes;0.121000
TYPE_RSA_PUBLIC LENGTH_RSA_1024;yes;0.120000
TYPE_RSA_PUBLIC LENGTH_RSA_1280;yes;0.121000
TYPE_RSA_PUBLIC LENGTH_RSA_1536;yes;0.121000
TYPE_RSA_PUBLIC LENGTH_RSA_1984;yes;0.122000
TYPE_RSA_PUBLIC LENGTH_RSA_2048;yes;0.122000
TYPE_RSA_PUBLIC LENGTH_RSA_3072;no;
TYPE_RSA_PUBLIC LENGTH_RSA_4096;no;
TYPE_RSA_PRIVATE LENGTH_RSA_512;yes;0.121000
TYPE_RSA_PRIVATE LENGTH_RSA_736;yes;0.120000
TYPE_RSA_PRIVATE LENGTH_RSA_768;yes;0.121000
TYPE_RSA_PRIVATE LENGTH_RSA_896;yes;0.122000
TYPE_RSA_PRIVATE LENGTH_RSA_1024;yes;0.121000
TYPE_RSA_PRIVATE LENGTH_RSA_1280;yes;0.121000
TYPE_RSA_PRIVATE LENGTH_RSA_1536;yes;0.122000
TYPE_RSA_PRIVATE LENGTH_RSA_1984;yes;0.122000
TYPE_RSA_PRIVATE LENGTH_RSA_2048;yes;0.122000
TYPE_RSA_PRIVATE LENGTH_RSA_3072;no;
TYPE_RSA_PRIVATE LENGTH_RSA_4096;no;
TYPE_RSA_PRIVATE_TRANSIENT_RESET;no;
TYPE_RSA_PRIVATE_TRANSIENT_DESELECT;no;
TYPE_RSA_CRT_PRIVATE LENGTH_RSA_512;yes;0.120000
TYPE_RSA_CRT_PRIVATE LENGTH_RSA_736;yes;0.122000
TYPE_RSA_CRT_PRIVATE LENGTH_RSA_768;yes;0.122000
TYPE_RSA_CRT_PRIVATE LENGTH_RSA_896;yes;0.122000
TYPE_RSA_CRT_PRIVATE LENGTH_RSA_1024;yes;0.122000
TYPE_RSA_CRT_PRIVATE LENGTH_RSA_1280;yes;0.121000
TYPE_RSA_CRT_PRIVATE LENGTH_RSA_1536;yes;0.122000
TYPE_RSA_CRT_PRIVATE LENGTH_RSA_1984;yes;0.123000
TYPE_RSA_CRT_PRIVATE LENGTH_RSA_2048;yes;0.124000
TYPE_RSA_CRT_PRIVATE LENGTH_RSA_3072;no;
TYPE_RSA_CRT_PRIVATE LENGTH_RSA_4096;no;
TYPE_RSA_CRT_PRIVATE_TRANSIENT_RESET;no;
TYPE_RSA_CRT_PRIVATE_TRANSIENT_DESELECT;no;
TYPE_DSA_PRIVATE LENGTH_DSA_512;no;
TYPE_DSA_PRIVATE LENGTH_DSA_768;no;
TYPE_DSA_PRIVATE LENGTH_DSA_1024;no;
TYPE_DSA_PRIVATE_TRANSIENT_RESET;no;
TYPE_DSA_PRIVATE_TRANSIENT_DESELECT;no;
TYPE_DSA_PUBLIC LENGTH_DSA_512;no;
TYPE_DSA_PUBLIC LENGTH_DSA_768;no;
TYPE_DSA_PUBLIC LENGTH_DSA_1024;no;
TYPE_EC_F2M_PRIVATE LENGTH_EC_F2M_113;no;
TYPE_EC_F2M_PRIVATE LENGTH_EC_F2M_131;no;
TYPE_EC_F2M_PRIVATE LENGTH_EC_F2M_163;no;
TYPE_EC_F2M_PRIVATE LENGTH_EC_F2M_193;no;
TYPE_EC_F2M_PRIVATE_TRANSIENT_RESET;no;
TYPE_EC_F2M_PRIVATE_TRANSIENT_DESELECT;no;
TYPE_EC_FP_PRIVATE LENGTH_EC_FP_112;no;
TYPE_EC_FP_PRIVATE LENGTH_EC_FP_128;yes;0.120000
TYPE_EC_FP_PRIVATE LENGTH_EC_FP_160;yes;0.120000
TYPE_EC_FP_PRIVATE LENGTH_EC_FP_192;yes;0.121000
TYPE_EC_FP_PRIVATE LENGTH_EC_FP_224;yes;0.121000
TYPE_EC_FP_PRIVATE LENGTH_EC_FP_256;yes;0.121000
TYPE_EC_FP_PRIVATE LENGTH_EC_FP_320;yes;0.122000
TYPE_EC_FP_PRIVATE LENGTH_EC_FP_384;no;
TYPE_EC_FP_PRIVATE LENGTH_EC_FP_512;no;
TYPE_EC_FP_PRIVATE LENGTH_EC_FP_521;no;
TYPE_EC_FP_PRIVATE_TRANSIENT_RESET;no;
