INFO: This file was generated by AlgTest utility. See http://www.fi.muni.cz/~xsvenda/jcsupport.html for more results, source codes and other details.;
Tested and provided by; insert your name please.;
Execution date/time; 2016/01/28 13:44:34
AlgTestJClient version; 1.6.0
AlgTest applet version; 1.6.0
Used reader; PC/SC terminal Gemalto PC Twin Reader 00 00
Card ATR; 3b f9 13 00 00 81 31 fe 45 4a 43 4f 50 32 34 32 52 32 a3
Card name; NXP JCOP v2.4.2R2
Used protocol; T=1

JavaCard support version;3.0.1;

JCSystem.getVersion()[Major.Minor];3.0;
JCSystem.isObjectDeletionSupported;yes;
JCSystem.MEMORY_TYPE_PERSISTENT;>32767B;
JCSystem.MEMORY_TYPE_TRANSIENT_RESET;1875B;
JCSystem.MEMORY_TYPE_TRANSIENT_DESELECT;512B;
JCSystem.getMaxCommitCapacity();512B;

CPLC; 9f 7f 2a 47 90 51 83 47 91 20 81 3b 00 23 34 00 98 98 96 46 62 00 00 00 00 00 00 00 00 03 15 38 30 39 38 39 38 00 00 00 00 00 00 00 00
CPLC.ICFabricator;4790;NXP
CPLC.ICType;5183
CPLC.OperatingSystemID;4791
CPLC.OperatingSystemReleaseDate;2081
CPLC.OperatingSystemReleaseLevel;3b00
CPLC.ICFabricationDate;2334;(Y DDD) date in that year
CPLC.ICSerialNumber;00989896
CPLC.ICBatchIdentifier;4662
CPLC.ICModuleFabricator;0000
CPLC.ICModulePackagingDate;0000
CPLC.ICCManufacturer;0000
CPLC.ICEmbeddingDate;0000
CPLC.ICPrePersonalizer;0315
CPLC.ICPrePersonalizationEquipmentDate;3830
CPLC.ICPrePersonalizationEquipmentID;39383938
CPLC.ICPersonalizer;0000
CPLC.ICPersonalizationDate;0000
CPLC.ICPersonalizationEquipmentID;00000000
CPLC.ICPersonalizationEquipmentID;00000000

javacardx.crypto.Cipher
ALG_DES_CBC_NOPAD;yes;0.158000
ALG_DES_CBC_ISO9797_M1;yes;0.153000
ALG_DES_CBC_ISO9797_M2;yes;0.152000
ALG_DES_CBC_PKCS5;no;
ALG_DES_ECB_NOPAD;yes;0.153000
ALG_DES_ECB_ISO9797_M1;yes;0.145000
ALG_DES_ECB_ISO9797_M2;yes;0.145000
ALG_DES_ECB_PKCS5;no;
ALG_RSA_ISO14888;no;
ALG_RSA_PKCS1;yes;0.169000
ALG_RSA_ISO9796;no;
ALG_RSA_NOPAD;yes;0.176000
ALG_AES_BLOCK_128_CBC_NOPAD;yes;0.159000
ALG_AES_BLOCK_128_ECB_NOPAD;yes;0.153000
ALG_RSA_PKCS1_OAEP;no;
ALG_KOREAN_SEED_ECB_NOPAD;yes;0.161000
ALG_KOREAN_SEED_CBC_NOPAD;yes;0.160000
ALG_AES_BLOCK_192_CBC_NOPAD;no;
ALG_AES_BLOCK_192_ECB_NOPAD;no;
ALG_AES_BLOCK_256_CBC_NOPAD;no;
ALG_AES_BLOCK_256_ECB_NOPAD;no;
ALG_AES_CBC_ISO9797_M1;no;
ALG_AES_CBC_ISO9797_M2;no;
ALG_AES_CBC_PKCS5;no;
ALG_AES_ECB_ISO9797_M1;no;
ALG_AES_ECB_ISO9797_M2;no;
ALG_AES_ECB_PKCS5;no;

javacard.crypto.Signature
ALG_DES_MAC4_NOPAD;no;
ALG_DES_MAC8_NOPAD;yes;0.184000
ALG_DES_MAC4_ISO9797_M1;no;
ALG_DES_MAC8_ISO9797_M1;yes;0.183000
