INFO: This file was generated by AlgTest utility. See http://www.fi.muni.cz/~xsvenda/jcsupport.html for more results, source codes and other details.;
Tested and provided by; insert your name please.;
Execution date/time; 2016/04/10 16:55:42
AlgTestJClient version; 1.6.0
AlgTest applet version; 1.6.0
Used reader; PC/SC terminal OMNIKEY CardMan 5x21-CL 0
Card ATR; 3b 8a 80 01 53 4c 43 4f 53 20 54 3d 43 4c 0d
Card name; Softlock SLCOS InfineonSLE78
Used protocol; T=1

JavaCard support version;3.0.4;

JCSystem.getVersion()[Major.Minor];3.0;
JCSystem.isObjectDeletionSupported;yes;
JCSystem.MEMORY_TYPE_PERSISTENT;>32767B;
JCSystem.MEMORY_TYPE_TRANSIENT_RESET;13347B;
JCSystem.MEMORY_TYPE_TRANSIENT_DESELECT;2037B;
JCSystem.getMaxCommitCapacity();2037B;

javacardx.crypto.Cipher
ALG_DES_CBC_NOPAD;yes;0.073000
ALG_DES_CBC_ISO9797_M1;yes;0.079000
ALG_DES_CBC_ISO9797_M2;yes;0.091000
ALG_DES_CBC_PKCS5;yes;0.092000
ALG_DES_ECB_NOPAD;yes;0.094000
ALG_DES_ECB_ISO9797_M1;yes;0.094000
ALG_DES_ECB_ISO9797_M2;yes;0.100000
ALG_DES_ECB_PKCS5;yes;0.106000
ALG_RSA_ISO14888;no;
ALG_RSA_PKCS1;yes;0.077000
ALG_RSA_ISO9796;no;
ALG_RSA_NOPAD;yes;0.079000
ALG_AES_BLOCK_128_CBC_NOPAD;yes;0.089000
ALG_AES_BLOCK_128_ECB_NOPAD;yes;0.092000
ALG_RSA_PKCS1_OAEP;yes;0.089000
ALG_KOREAN_SEED_ECB_NOPAD;no;
ALG_KOREAN_SEED_CBC_NOPAD;no;
ALG_AES_BLOCK_192_CBC_NOPAD;yes;0.083000
ALG_AES_BLOCK_192_ECB_NOPAD;yes;0.086000
ALG_AES_BLOCK_256_CBC_NOPAD;yes;0.088000
ALG_AES_BLOCK_256_ECB_NOPAD;yes;0.086000
