INFO: This file was generated by AlgTest utility. See http://www.fi.muni.cz/~xsvenda/jcsupport.html for more results, source codes and other details.;
Tested and provided by; insert your name please.;
Execution date/time; 2015/07/21 13:55:43
AlgTestJClient version; 1.6.0
AlgTest applet version; error
Used reader; PC/SC terminal Gemplus USB Smart Card Reader 2
Card ATR; 3b 7d 94 00 00 80 31 80 65 b0 83 11 11 ac 83 00 90 00
Card name; Gemplus unknown jc2.1.2
Used protocol; T=0

JavaCard support version;2.1.2;

CPLC; 9f 7f 2a 40 70 50 72 12 91 51 81 01 00 60 05 00 00 12 7d 2e a0 40 82 63 02 12 93 63 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
CPLC.ICFabricator;4070;unknown
CPLC.ICType;5072
CPLC.OperatingSystemID;1291
CPLC.OperatingSystemReleaseDate;5181
CPLC.OperatingSystemReleaseLevel;0100
CPLC.ICFabricationDate;6005;(Y DDD) date in that year
CPLC.ICSerialNumber;0000127d
CPLC.ICBatchIdentifier;2ea0
CPLC.ICModuleFabricator;4082
CPLC.ICModulePackagingDate;6302
CPLC.ICCManufacturer;1293
CPLC.ICEmbeddingDate;6302
CPLC.ICPrePersonalizer;0000
CPLC.ICPrePersonalizationEquipmentDate;0000
CPLC.ICPrePersonalizationEquipmentID;00000000
CPLC.ICPersonalizer;0000
CPLC.ICPersonalizationDate;0000
CPLC.ICPersonalizationEquipmentID;00000000
CPLC.ICPersonalizationEquipmentID;00000000


javacardx.crypto.Cipher
ALG_DES_CBC_NOPAD;yes;0,112000
ALG_DES_CBC_ISO9797_M1;yes;0,119000
ALG_DES_CBC_ISO9797_M2;yes;0,116000
ALG_DES_CBC_PKCS5;no;
ALG_DES_ECB_NOPAD;yes;0,088000
ALG_DES_ECB_ISO9797_M1;yes;0,088000
ALG_DES_ECB_ISO9797_M2;yes;0,092000
ALG_DES_ECB_PKCS5;no;
ALG_RSA_ISO14888;no;
ALG_RSA_PKCS1;yes;0,088000
ALG_RSA_ISO9796;no;
ALG_RSA_NOPAD;yes;0,088000
ALG_AES_BLOCK_128_CBC_NOPAD;yes;0,115000
ALG_AES_BLOCK_128_ECB_NOPAD;yes;0,093000
ALG_RSA_PKCS1_OAEP;no;
ALG_KOREAN_SEED_ECB_NOPAD;no;
ALG_KOREAN_SEED_CBC_NOPAD;no;
ALG_AES_BLOCK_192_CBC_NOPAD;no;
ALG_AES_BLOCK_192_ECB_NOPAD;no;
ALG_AES_BLOCK_256_CBC_NOPAD;no;
ALG_AES_BLOCK_256_ECB_NOPAD;no;
ALG_AES_CBC_ISO9797_M1;no;
ALG_AES_CBC_ISO9797_M2;no;
ALG_AES_CBC_PKCS5;no;
ALG_AES_ECB_ISO9797_M1;no;
ALG_AES_ECB_ISO9797_M2;no;
ALG_AES_ECB_PKCS5;no;

javacard.crypto.Signature
ALG_DES_MAC4_NOPAD;yes;0,112000
ALG_DES_MAC8_NOPAD;yes;0,115000
ALG_DES_MAC4_ISO9797_M1;yes;0,119000
ALG_DES_MAC8_ISO9797_M1;yes;0,114000
ALG_DES_MAC4_ISO9797_M2;yes;0,114000
ALG_DES_MAC8_ISO9797_M2;yes;0,119000
ALG_DES_MAC4_PKCS5;no;
ALG_DES_MAC8_PKCS5;no;
ALG_RSA_SHA_ISO9796;yes;0,089000
ALG_RSA_SHA_PKCS1;yes;0,089000
ALG_RSA_MD5_PKCS1;yes;0,093000
ALG_RSA_RIPEMD160_ISO9796;no;
ALG_RSA_RIPEMD160_PKCS1;no;
ALG_DSA_SHA;no;
ALG_RSA_SHA_RFC2409;no;
ALG_RSA_MD5_RFC2409;no;
ALG_ECDSA_SHA;no;
ALG_AES_MAC_128_NOPAD;yes;0,115000
ALG_DES_MAC4_ISO9797_1_M2_ALG3;yes;0,115000
ALG_DES_MAC8_ISO9797_1_M2_ALG3;yes;0,120000
ALG_RSA_SHA_PKCS1_PSS;no;
ALG_RSA_MD5_PKCS1_PSS;no;
ALG_RSA_RIPEMD160_PKCS1_PSS;no;
ALG_HMAC_SHA1;no;
ALG_HMAC_SHA_256;no;
ALG_HMAC_SHA_384;no;
ALG_HMAC_SHA_512;no;
ALG_HMAC_MD5;no;
ALG_HMAC_RIPEMD160;no;
ALG_RSA_SHA_ISO9796_MR;no;
ALG_RSA_RIPEMD160_ISO9796_MR;no;
ALG_SEED_MAC_NOPAD;no;
