INFO: This file was generated by AlgTest utility. See http://www.fi.muni.cz/~xsvenda/jcsupport.html for more results, source codes and other details.;
Tested and provided by; insert your name please.;
Execution date/time; 2016/05/13 13:28:13
AlgTestJClient version; 1.6.0
AlgTest applet version; 1.6.0
Used reader; PC/SC terminal FT Java Token 0
Card ATR; 3b fc 18 00 00 81 31 80 45 90 67 46 4a 01 64 2f 70 c1 72 fe e0 fd
Card name; Feitian Java Token
Used protocol; T=1

JavaCard support version;2.2.2;

JCSystem.getVersion()[Major.Minor];2.2;
JCSystem.isObjectDeletionSupported;yes;
JCSystem.MEMORY_TYPE_PERSISTENT;>32767B;
JCSystem.MEMORY_TYPE_TRANSIENT_RESET;1337B;
JCSystem.MEMORY_TYPE_TRANSIENT_DESELECT;512B;
JCSystem.getMaxCommitCapacity();512B;

CPLC; 9f 7f 2a 00 00 00 00 46 54 0e 05 64 2f 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
CPLC.ICFabricator;0000;unknown
CPLC.ICType;0000
CPLC.OperatingSystemID;4654
CPLC.OperatingSystemReleaseDate;0e05
CPLC.OperatingSystemReleaseLevel;642f
CPLC.ICFabricationDate;0000;(Y DDD) date in that year
CPLC.ICSerialNumber;00000000
CPLC.ICBatchIdentifier;0000
CPLC.ICModuleFabricator;0000
CPLC.ICModulePackagingDate;0000
CPLC.ICCManufacturer;0000
CPLC.ICEmbeddingDate;0000
CPLC.ICPrePersonalizer;0000
CPLC.ICPrePersonalizationEquipmentDate;0000
CPLC.ICPrePersonalizationEquipmentID;00000000
CPLC.ICPersonalizer;0000
CPLC.ICPersonalizationDate;0000
CPLC.ICPersonalizationEquipmentID;00000000
CPLC.ICPersonalizationEquipmentID;00000000

javacardx.crypto.Cipher
ALG_DES_CBC_NOPAD;yes;0.172000
ALG_DES_CBC_ISO9797_M1;yes;0.156000
ALG_DES_CBC_ISO9797_M2;yes;0.156000
ALG_DES_CBC_PKCS5;yes;0.171000
ALG_DES_ECB_NOPAD;yes;0.156000
ALG_DES_ECB_ISO9797_M1;yes;0.172000
ALG_DES_ECB_ISO9797_M2;yes;0.156000
ALG_DES_ECB_PKCS5;yes;0.156000
ALG_RSA_ISO14888;no;
ALG_RSA_PKCS1;yes;0.156000
ALG_RSA_ISO9796;no;
ALG_RSA_NOPAD;yes;0.156000
ALG_AES_BLOCK_128_CBC_NOPAD;yes;0.140000
ALG_AES_BLOCK_128_ECB_NOPAD;yes;0.156000
ALG_RSA_PKCS1_OAEP;no;
ALG_KOREAN_SEED_ECB_NOPAD;yes;0.156000
ALG_KOREAN_SEED_CBC_NOPAD;yes;0.156000
ALG_AES_BLOCK_192_CBC_NOPAD;no;
ALG_AES_BLOCK_192_ECB_NOPAD;no;
ALG_AES_BLOCK_256_CBC_NOPAD;no;
ALG_AES_BLOCK_256_ECB_NOPAD;no;
ALG_AES_CBC_ISO9797_M1;no;
ALG_AES_CBC_ISO9797_M2;no;
ALG_AES_CBC_PKCS5;no;
ALG_AES_ECB_ISO9797_M1;no;
ALG_AES_ECB_ISO9797_M2;no;
ALG_AES_ECB_PKCS5;no;

javacard.crypto.Signature
ALG_DES_MAC4_NOPAD;yes;0.156000
ALG_DES_MAC8_NOPAD;yes;0.156000
ALG_DES_MAC4_ISO9797_M1;yes;0.156000
ALG_DES_MAC8_ISO9797_M1;yes;0.156000
ALG_DES_MAC4_ISO9797_M2;yes;0.156000
ALG_DES_MAC8_ISO9797_M2;yes;0.156000
ALG_DES_MAC4_PKCS5;yes;0.140000
ALG_DES_MAC8_PKCS5;yes;0.156000
ALG_RSA_SHA_ISO9796;yes;0.140000
ALG_RSA_SHA_PKCS1;yes;0.141000
ALG_RSA_MD5_PKCS1;yes;0.156000
ALG_RSA_RIPEMD160_ISO9796;no;
ALG_RSA_RIPEMD160_PKCS1;no;
ALG_DSA_SHA;no;
ALG_RSA_SHA_RFC2409;no;
ALG_RSA_MD5_RFC2409;no;
ALG_ECDSA_SHA;yes;0.250000
ALG_AES_MAC_128_NOPAD;yes;0.156000
ALG_DES_MAC4_ISO9797_1_M2_ALG3;yes;0.156000
ALG_DES_MAC8_ISO9797_1_M2_ALG3;yes;0.156000
ALG_RSA_SHA_PKCS1_PSS;no;
ALG_RSA_MD5_PKCS1_PSS;no;
ALG_RSA_RIPEMD160_PKCS1_PSS;no;
ALG_HMAC_SHA1;no;
ALG_HMAC_SHA_256;no;
ALG_HMAC_SHA_384;no;
ALG_HMAC_SHA_512;no;
ALG_HMAC_MD5;no;
ALG_HMAC_RIPEMD160;no;
ALG_RSA_SHA_ISO9796_MR;yes;0.156000
ALG_RSA_RIPEMD160_ISO9796_MR;no;
ALG_SEED_MAC_NOPAD;yes;0.140000
ALG_ECDSA_SHA_256;no;
ALG_ECDSA_SHA_384;no;
ALG_AES_MAC_192_NOPAD;no;
ALG_AES_MAC_256_NOPAD;no;
ALG_ECDSA_SHA_224;no;
ALG_ECDSA_SHA_512;no;
ALG_RSA_SHA_224_PKCS1;no;
ALG_RSA_SHA_256_PKCS1;no;
ALG_RSA_SHA_384_PKCS1;no;
ALG_RSA_SHA_512_PKCS1;no;
ALG_RSA_SHA_224_PKCS1_PSS;no;
ALG_RSA_SHA_256_PKCS1_PSS;no;
ALG_RSA_SHA_384_PKCS1_PSS;no;
ALG_RSA_SHA_512_PKCS1_PSS;no;
ALG_DES_MAC4_ISO9797_1_M1_ALG3;no;
ALG_DES_MAC8_ISO9797_1_M1_ALG3;no;

javacard.security.MessageDigest
ALG_SHA;yes;0.156000
ALG_MD5;yes;0.156000
ALG_RIPEMD160;no;
ALG_SHA_256;yes;0.156000
ALG_SHA_384;yes;0.156000
ALG_SHA_512;yes;0.156000
ALG_SHA_224;yes;0.140000

javacard.security.RandomData
ALG_PSEUDO_RANDOM;yes;0.140000
ALG_SECURE_RANDOM;yes;0.141000

javacard.security.KeyBuilder
TYPE_DES_TRANSIENT_RESET;yes;0.188000
TYPE_DES_TRANSIENT_DESELECT;yes;0.203000
TYPE_DES LENGTH_DES;yes;0.172000
TYPE_DES LENGTH_DES3_2KEY;yes;0.171000
TYPE_DES LENGTH_DES3_3KEY;yes;0.171000
TYPE_AES_TRANSIENT_RESET;yes;0.187000
TYPE_AES_TRANSIENT_DESELECT;yes;0.187000
TYPE_AES LENGTH_AES_128;yes;0.172000
TYPE_AES LENGTH_AES_192;yes;0.156000
TYPE_AES LENGTH_AES_256;yes;0.171000
TYPE_RSA_PUBLIC LENGTH_RSA_512;yes;0.173000
TYPE_RSA_PUBLIC LENGTH_RSA_736;no;
TYPE_RSA_PUBLIC LENGTH_RSA_768;yes;0.203000
TYPE_RSA_PUBLIC LENGTH_RSA_896;yes;0.189000
TYPE_RSA_PUBLIC LENGTH_RSA_1024;yes;0.187000
TYPE_RSA_PUBLIC LENGTH_RSA_1280;yes;0.180000
TYPE_RSA_PUBLIC LENGTH_RSA_1536;yes;0.165000
TYPE_RSA_PUBLIC LENGTH_RSA_1984;yes;0.176000
TYPE_RSA_PUBLIC LENGTH_RSA_2048;yes;0.192000
TYPE_RSA_PUBLIC LENGTH_RSA_3072;no;
TYPE_RSA_PUBLIC LENGTH_RSA_4096;no;
TYPE_RSA_PRIVATE LENGTH_RSA_512;yes;0.172000
TYPE_RSA_PRIVATE LENGTH_RSA_736;no;
TYPE_RSA_PRIVATE LENGTH_RSA_768;yes;0.172000
TYPE_RSA_PRIVATE LENGTH_RSA_896;yes;0.156000
TYPE_RSA_PRIVATE LENGTH_RSA_1024;yes;0.171000
TYPE_RSA_PRIVATE LENGTH_RSA_1280;yes;0.187000
TYPE_RSA_PRIVATE LENGTH_RSA_1536;yes;0.188000
TYPE_RSA_PRIVATE LENGTH_RSA_1984;yes;0.187000
TYPE_RSA_PRIVATE LENGTH_RSA_2048;yes;0.202000
TYPE_RSA_PRIVATE LENGTH_RSA_3072;no;
TYPE_RSA_PRIVATE LENGTH_RSA_4096;no;
TYPE_RSA_PRIVATE_TRANSIENT_RESET;no;
TYPE_RSA_PRIVATE_TRANSIENT_DESELECT;no;
TYPE_RSA_CRT_PRIVATE LENGTH_RSA_512;yes;0.281000
TYPE_RSA_CRT_PRIVATE LENGTH_RSA_736;no;
TYPE_RSA_CRT_PRIVATE LENGTH_RSA_768;yes;0.281000
TYPE_RSA_CRT_PRIVATE LENGTH_RSA_896;yes;0.282000
TYPE_RSA_CRT_PRIVATE LENGTH_RSA_1024;yes;0.266000
TYPE_RSA_CRT_PRIVATE LENGTH_RSA_1280;yes;0.312000
TYPE_RSA_CRT_PRIVATE LENGTH_RSA_1536;yes;0.280000
TYPE_RSA_CRT_PRIVATE LENGTH_RSA_1984;yes;0.327000
