nokia 6131 phone;;;,,
Card ATR: 3B:88:80:01:00:73:C8:40:13:00:90:00:71;;;,,

AlgTestJClient version; 1.0
AlgTest applet version; 0.1

JavaCard support version;2.2.0;
javacardx.apdu.ExtendedLength; 
Extended APDU;no

Class javacardx.crypto.Cipher;supported;;,,
 ALG_DES_CBC_NOPAD;yes;;,,
 ALG_DES_CBC_ISO9797_M1;yes;;,,
 ALG_DES_CBC_ISO9797_M2;yes;;,,
 ALG_DES_CBC_PKCS5;yes;;,,
 ALG_DES_ECB_NOPAD;yes;;,,
 ALG_DES_ECB_ISO9797_M1;yes;;,,
 ALG_DES_ECB_ISO9797_M2;yes;;,,
 ALG_DES_ECB_PKCS5;yes;;,,
 ALG_RSA_ISO14888;yes;;,,
 ALG_RSA_PKCS1;yes;;,,
 ALG_RSA_ISO9796;yes;;,,
 ALG_RSA_NOPAD;yes;;,,
 ALG_AES_BLOCK_128_CBC_NOPAD;no;;,,
 ALG_AES_BLOCK_128_ECB_NOPAD;no;;,,
 ALG_RSA_PKCS1_OAEP;no;;,,
 ALG_KOREAN_SEED_ECB_NOPAD;no;;,,
 ALG_KOREAN_SEED_CBC_NOPAD;no;;,,
;;;,,
;;;,,
Class javacard.security.Signature;;;,,
 ALG_DES_MAC4_NOPAD;yes;;,,
 ALG_DES_MAC8_NOPAD;yes;;,,
 ALG_DES_MAC4_ISO9797_M1;yes;;,,
 ALG_DES_MAC8_ISO9797_M1 ;yes;;,,
 ALG_DES_MAC4_ISO9797_M2  ;yes;;,,
 ALG_DES_MAC8_ISO9797_M2;yes;;,,
 ALG_DES_MAC4_PKCS5;yes;;,,
 ALG_DES_MAC8_PKCS5;yes;;,,
 ALG_RSA_SHA_ISO9796 ;yes;;,,
 ALG_RSA_SHA_PKCS1;yes;;,,
 ALG_RSA_MD5_PKCS1;yes;;,,
 ALG_RSA_RIPEMD160_ISO9796;yes;;,,
 ALG_RSA_RIPEMD160_PKCS1;yes;;,,
 ALG_DSA_SHA;no;;,,
 ALG_RSA_SHA_RFC2409;yes;;,,
 ALG_RSA_MD5_RFC2409;yes;;,,
 ALG_ECDSA_SHA;no;;,,
 ALG_AES_MAC_128_NOPAD ;no;;,,
 ALG_DES_MAC4_ISO9797_1_M2_ALG3;yes;;,,
 ALG_DES_MAC8_ISO9797_1_M2_ALG3;yes;;,,
 ALG_RSA_SHA_PKCS1_PSS;no;;,,
 ALG_RSA_MD5_PKCS1_PSS;no;;,,
 ALG_RSA_RIPEMD160_PKCS1_PSS;no;;,,
 ALG_HMAC_SHA1;no;;,,
 ALG_HMAC_SHA_256;no;;,,
 ALG_HMAC_SHA_384;no;;,,
 ALG_HMAC_SHA_512;no;;,,
 ALG_HMAC_MD5;no;;,,
 ALG_HMAC_RIPEMD160;no;;,,
 ALG_RSA_SHA_ISO9796_MR;no;;,,
 ALG_RSA_RIPEMD160_ISO9796_MR;no;;,,
 ALG_SEED_MAC_NOPAD;no;;,,
;;;,,
;;;,,
Class javacard.security.KeyAgreement;;;,,
ALG_EC_SVDP_DH/ALG_EC_SVDP_DH_KDF;no;
;;;,,
;;;,,
Class javacard.security.MessageDigest;;;,,
 ALG_SHA;yes;;,,
 ALG_MD5;yes;;,,
 ALG_RIPEMD160;yes;;,,
 ALG_SHA_256;no;;,,
 ALG_SHA_384;no;;,,
 ALG_SHA_512;no;;,,
;;;,,
;;;,,
Class javacard.security.RandomData;;;,,
 ALG_PSEUDO_RANDOM;yes;;,,
 ALG_SECURE_RANDOM ;yes;;,,
;;;,,
;;;,,
Class javacard.security.Checksum;;;,,
 ALG_ISO3309_CRC16;no;;,,
 ALG_ISO3309_CRC32;no;;,,
;;;,,
;;;,,
Class javacard.security.KeyPair;;;,,
ALG_RSA,-;;;,
,ALG_RSA LENGTH_RSA_512,,yes;;,,
,ALG_RSA LENGTH_RSA_736,,yes;;,,
,ALG_RSA LENGTH_RSA_768,,yes;;,,
,ALG_RSA LENGTH_RSA_896,,yes;;,,
,ALG_RSA LENGTH_RSA_1024,,yes;;,,
,ALG_RSA LENGTH_RSA_1280,,yes;;,,
,ALG_RSA LENGTH_RSA_1536,,yes;;,,
,ALG_RSA LENGTH_RSA_1984,,yes;;,,
,ALG_RSA LENGTH_RSA_2048,,yes;;,,
ALG_RSA LENGTH_RSA_3072;no;
ALG_RSA LENGTH_RSA_4096;no;


;;;,,
ALG_RSA_CRT ,-;;;,
,ALG_RSA_CRT LENGTH_RSA_512,,yes;;,,
,ALG_RSA_CRT LENGTH_RSA_736,,yes;;,,
,ALG_RSA_CRT LENGTH_RSA_768,,yes;;,,
,ALG_RSA_CRT LENGTH_RSA_896,,yes;;,,
,ALG_RSA_CRT LENGTH_RSA_1024,,yes;;,,
,ALG_RSA_CRT LENGTH_RSA_1280,,yes;;,,
,ALG_RSA_CRT LENGTH_RSA_1536,,yes;;,,
,ALG_RSA_CRT LENGTH_RSA_1984,,yes;;,,
,ALG_RSA_CRT LENGTH_RSA_2048,,yes;;,,
ALG_RSA_CRT LENGTH_RSA_3072;no;
ALG_RSA_CRT LENGTH_RSA_4096;no;
;;;,,
ALG_DSA,-;;;,
,ALG_DSA LENGTH_DSA_512,,no;;,,
,ALG_DSA LENGTH_DSA_768,,no;;,,
,ALG_DSA LENGTH_DSA_1024,,no;;,,
;;;,,
ALG_EC_F2M,-;;;,
,ALG_EC_F2M LENGTH_EC_F2M_113,,no;;,,
,ALG_EC_F2M LENGTH_EC_F2M_131,,no;;,,
,ALG_EC_F2M LENGTH_EC_F2M_163,,no;;,,
,ALG_EC_F2M LENGTH_EC_F2M_193,,no;;,,
;;;,,
ALG_EC_FP,-;;;,
,ALG_EC_FP LENGTH_EC_FP_112,,no;;,,
,ALG_EC_FP LENGTH_EC_FP_128,,no;;,,
,ALG_EC_FP LENGTH_EC_FP_160,,no;;,,
,ALG_EC_FP LENGTH_EC_FP_192,,no;;,,
;;;,,
;;;,,
Class javacard.security.KeyBuilder;;;,,
DES_KEY ;;;,,
,TYPE_DES_TRANSIENT_RESET ,,yes;;,,
,TYPE_DES_TRANSIENT_DESELECT ,,yes;;,,
,TYPE_DES LENGTH_DES,,yes;;,,
,TYPE_DES LENGTH_DES3_2KEY ,,yes;;,,
,TYPE_DES LENGTH_DES3_3KEY,,yes;;,,
AES_KEY ;;;,,
,TYPE_AES_TRANSIENT_RESET ,,no;;,,
,TYPE_AES_TRANSIENT_DESELECT ,,no;;,,
,TYPE_AES LENGTH_AES_128 ,,no;;,,
,TYPE_AES LENGTH_AES_192 ,,no;;,,
,TYPE_AES LENGTH_AES_256,,no;;,,
RSA_PUBLIC_KEY ;;;,,
,TYPE_RSA_PUBLIC LENGTH_RSA_512 ,,yes;;,,
,TYPE_RSA_PUBLIC LENGTH_RSA_736 ,,yes;;,,
,TYPE_RSA_PUBLIC LENGTH_RSA_768 ,,yes;;,,
,TYPE_RSA_PUBLIC LENGTH_RSA_896,,yes;;,,
