INFO: This file was generated by AlgTest utility. See http://www.fi.muni.cz/~xsvenda/jcsupport.html for more results, source codes and other details.;
Tested and provided by; insert your name please.;
Execution date/time; 2019/04/19 22:06:09
AlgTestJClient version; 1.7.7
AlgTest applet version; 1.7.7
Used reader; PC/SC terminal Generic EMV Smartcard Reader 0
Card ATR; 3b f8 13 00 00 81 31 fe 45 4a 43 4f 50 76 32 34 31 b7
Card name; NXP J3A080
Card provider; please insert link/description of shop where card was bought
Used protocol; T=1
Package_AID_test; NXP_J3A080_AIDSUPPORT_3BF81300008131FE454A434F5076323431B7.csv

JavaCard support version;2.2.2
JCSystem.getVersion()[Major.Minor];2.2;
JCSystem.isObjectDeletionSupported;yes;
JCSystem.MEMORY_TYPE_PERSISTENT;>32767B;
JCSystem.MEMORY_TYPE_TRANSIENT_RESET;2140B;
JCSystem.MEMORY_TYPE_TRANSIENT_DESELECT;512B;
JCSystem.getMaxCommitCapacity();512B;

CPLC; 9f 7f 2a 47 90 50 40 47 91 81 02 31 00 10 35 00 31 03 95 48 30 00 00 00 00 00 00 00 00 07 0b 26 30 33 31 30 33 00 00 00 00 00 00 00 00
CPLC.ICFabricator;4790;NXP
CPLC.ICType;5040
CPLC.OperatingSystemID;4791
CPLC.OperatingSystemReleaseDate;8102
CPLC.OperatingSystemReleaseLevel;3100
CPLC.ICFabricationDate;1035;(Y DDD) date in that year
CPLC.ICSerialNumber;00310395
CPLC.ICBatchIdentifier;4830
CPLC.ICModuleFabricator;0000
CPLC.ICModulePackagingDate;0000
CPLC.ICCManufacturer;0000
CPLC.ICEmbeddingDate;0000
CPLC.ICPrePersonalizer;070b
CPLC.ICPrePersonalizationEquipmentDate;2630
CPLC.ICPrePersonalizationEquipmentID;33313033
CPLC.ICPersonalizer;0000
CPLC.ICPersonalizationDate;0000
CPLC.ICPersonalizationEquipmentID;00000000
CPLC.ICPersonalizationEquipmentID;00000000

javacardx.crypto.Cipher
ALG_DES_CBC_NOPAD;yes;0.103000
ALG_DES_CBC_ISO9797_M1;yes;0.099000
ALG_DES_CBC_ISO9797_M2;yes;0.092000
ALG_DES_CBC_PKCS5;yes;0.089000
ALG_DES_ECB_NOPAD;yes;0.091000
