INFO: This file was generated by AlgTest utility. See http://www.fi.muni.cz/~xsvenda/jcsupport.html for more results, source codes and other details.;
Tested and provided by; insert your name please.;
Execution date/time; 2016/10/01 15:38:41
AlgTestJClient version; 1.7.0
AlgTest applet version; 1.7.0
Used reader; PC/SC terminal Gemplus USB Smart Card Reader 0
Card ATR; 3b fc 18 00 00 81 31 80 45 90 67 46 4a 01 00 20 05 00 00 00 00 4e
Card name; JavaCos A40
Used protocol; T=1
Package_AID_test; Feitian_A40_AIDSUPPORT_3BFC180000813180459067464A01002005000000004E.csv

JavaCard support version;3.0.4
JCSystem.getVersion()[Major.Minor];3.0;
JCSystem.isObjectDeletionSupported;yes;
JCSystem.MEMORY_TYPE_PERSISTENT;>32767B;
JCSystem.MEMORY_TYPE_TRANSIENT_RESET;1765B;
JCSystem.MEMORY_TYPE_TRANSIENT_DESELECT;384B;
JCSystem.getMaxCommitCapacity();384B;

CPLC; 9f 7f 2a 40 90 77 94 86 aa 60 28 01 20 61 01 17 04 20 40 05 37 40 90 61 01 86 aa 61 01 86 aa 61 01 00 00 00 00 00 00 00 00 00 00 00 00
CPLC.ICFabricator;4090;Infineon
CPLC.ICType;7794
CPLC.OperatingSystemID;86aa
CPLC.OperatingSystemReleaseDate;6028
CPLC.OperatingSystemReleaseLevel;0120
CPLC.ICFabricationDate;6101;(Y DDD) date in that year
CPLC.ICSerialNumber;17042040
CPLC.ICBatchIdentifier;0537
CPLC.ICModuleFabricator;4090
CPLC.ICModulePackagingDate;6101
CPLC.ICCManufacturer;86aa
CPLC.ICEmbeddingDate;6101
CPLC.ICPrePersonalizer;86aa
CPLC.ICPrePersonalizationEquipmentDate;6101
CPLC.ICPrePersonalizationEquipmentID;00000000
CPLC.ICPersonalizer;0000
CPLC.ICPersonalizationDate;0000
CPLC.ICPersonalizationEquipmentID;00000000
CPLC.ICPersonalizationEquipmentID;00000000

javacardx.crypto.Cipher
ALG_DES_CBC_NOPAD;yes;0,041000
ALG_DES_CBC_ISO9797_M1;yes;0,042000
ALG_DES_CBC_ISO9797_M2;yes;0,042000
ALG_DES_CBC_PKCS5;yes;0,042000
ALG_DES_ECB_NOPAD;yes;0,042000
ALG_DES_ECB_ISO9797_M1;yes;0,041000
ALG_DES_ECB_ISO9797_M2;yes;0,042000
ALG_DES_ECB_PKCS5;yes;0,041000
ALG_RSA_ISO14888;no;
ALG_RSA_PKCS1;yes;0,042000
ALG_RSA_ISO9796;no;
ALG_RSA_NOPAD;yes;0,042000
ALG_AES_BLOCK_128_CBC_NOPAD;yes;0,042000
ALG_AES_BLOCK_128_ECB_NOPAD;yes;0,043000
ALG_RSA_PKCS1_OAEP;no;
ALG_KOREAN_SEED_ECB_NOPAD;no;
ALG_KOREAN_SEED_CBC_NOPAD;no;
ALG_AES_BLOCK_192_CBC_NOPAD;no;
ALG_AES_BLOCK_192_ECB_NOPAD;no;
ALG_AES_BLOCK_256_CBC_NOPAD;no;
ALG_AES_BLOCK_256_ECB_NOPAD;no;
ALG_AES_CBC_ISO9797_M1;yes;0,040000
ALG_AES_CBC_ISO9797_M2;yes;0,042000
ALG_AES_CBC_PKCS5;yes;0,041000
ALG_AES_ECB_ISO9797_M1;yes;0,041000
ALG_AES_ECB_ISO9797_M2;yes;0,041000
ALG_AES_ECB_PKCS5;yes;0,041000

javacard.crypto.Signature
ALG_DES_MAC4_NOPAD;yes;0,041000
ALG_DES_MAC8_NOPAD;yes;0,040000
ALG_DES_MAC4_ISO9797_M1;yes;0,042000
ALG_DES_MAC8_ISO9797_M1;yes;0,041000
ALG_DES_MAC4_ISO9797_M2;yes;0,042000
ALG_DES_MAC8_ISO9797_M2;yes;0,042000
ALG_DES_MAC4_PKCS5;yes;0,041000
ALG_DES_MAC8_PKCS5;yes;0,042000
ALG_RSA_SHA_ISO9796;yes;0,042000
ALG_RSA_SHA_PKCS1;yes;0,042000
ALG_RSA_MD5_PKCS1;yes;0,045000
ALG_RSA_RIPEMD160_ISO9796;no;
ALG_RSA_RIPEMD160_PKCS1;no;
ALG_DSA_SHA;no;
ALG_RSA_SHA_RFC2409;no;
ALG_RSA_MD5_RFC2409;no;
ALG_ECDSA_SHA;no;
ALG_AES_MAC_128_NOPAD;yes;0,043000
ALG_DES_MAC4_ISO9797_1_M2_ALG3;yes;0,042000
ALG_DES_MAC8_ISO9797_1_M2_ALG3;yes;0,041000
ALG_RSA_SHA_PKCS1_PSS;no;
ALG_RSA_MD5_PKCS1_PSS;no;
ALG_RSA_RIPEMD160_PKCS1_PSS;no;
ALG_HMAC_SHA1;no;
ALG_HMAC_SHA_256;no;
ALG_HMAC_SHA_384;no;
ALG_HMAC_SHA_512;no;
ALG_HMAC_MD5;no;
ALG_HMAC_RIPEMD160;no;
ALG_RSA_SHA_ISO9796_MR;yes;0,041000
ALG_RSA_RIPEMD160_ISO9796_MR;no;
ALG_SEED_MAC_NOPAD;no;
ALG_ECDSA_SHA_256;no;
ALG_ECDSA_SHA_384;no;
ALG_AES_MAC_192_NOPAD;no;
ALG_AES_MAC_256_NOPAD;no;
ALG_ECDSA_SHA_224;no;
ALG_ECDSA_SHA_512;no;
ALG_RSA_SHA_224_PKCS1;no;
ALG_RSA_SHA_256_PKCS1;no;
ALG_RSA_SHA_384_PKCS1;no;
ALG_RSA_SHA_512_PKCS1;no;
ALG_RSA_SHA_224_PKCS1_PSS;no;
ALG_RSA_SHA_256_PKCS1_PSS;no;
ALG_RSA_SHA_384_PKCS1_PSS;no;
ALG_RSA_SHA_512_PKCS1_PSS;no;
ALG_DES_MAC4_ISO9797_1_M1_ALG3;no;
ALG_DES_MAC8_ISO9797_1_M1_ALG3;no;

javacard.security.MessageDigest
ALG_SHA;yes;0,041000
ALG_MD5;yes;0,042000
ALG_RIPEMD160;no;
ALG_SHA_256;yes;0,042000
ALG_SHA_384;yes;0,041000
ALG_SHA_512;yes;0,041000
ALG_SHA_224;yes;0,041000

javacard.security.RandomData
ALG_PSEUDO_RANDOM;yes;0,024000
ALG_SECURE_RANDOM;yes;0,013000

javacard.security.KeyBuilder
TYPE_DES_TRANSIENT_RESET;yes;0,059000
TYPE_DES_TRANSIENT_DESELECT;yes;0,065000
TYPE_DES LENGTH_DES;yes;0,055000
TYPE_DES LENGTH_DES3_2KEY;yes;0,054000
TYPE_DES LENGTH_DES3_3KEY;yes;0,056000
TYPE_AES_TRANSIENT_RESET;yes;0,062000
TYPE_AES_TRANSIENT_DESELECT;yes;0,065000
TYPE_AES LENGTH_AES_128;yes;0,054000
TYPE_AES LENGTH_AES_192;yes;0,051000
TYPE_AES LENGTH_AES_256;yes;0,054000
TYPE_RSA_PUBLIC LENGTH_RSA_512;yes;0,050000
TYPE_RSA_PUBLIC LENGTH_RSA_736;no;
TYPE_RSA_PUBLIC LENGTH_RSA_768;yes;0,052000
TYPE_RSA_PUBLIC LENGTH_RSA_896;yes;0,052000
TYPE_RSA_PUBLIC LENGTH_RSA_1024;yes;0,052000
TYPE_RSA_PUBLIC LENGTH_RSA_1280;yes;0,054000
TYPE_RSA_PUBLIC LENGTH_RSA_1536;yes;0,055000
TYPE_RSA_PUBLIC LENGTH_RSA_1984;yes;0,056000
TYPE_RSA_PUBLIC LENGTH_RSA_2048;yes;0,053000
TYPE_RSA_PUBLIC LENGTH_RSA_3072;no;
TYPE_RSA_PUBLIC LENGTH_RSA_4096;no;
TYPE_RSA_PRIVATE LENGTH_RSA_512;yes;0,055000
TYPE_RSA_PRIVATE LENGTH_RSA_736;no;
TYPE_RSA_PRIVATE LENGTH_RSA_768;yes;0,055000
TYPE_RSA_PRIVATE LENGTH_RSA_896;yes;0,051000
TYPE_RSA_PRIVATE LENGTH_RSA_1024;yes;0,056000
TYPE_RSA_PRIVATE LENGTH_RSA_1280;yes;0,055000
TYPE_RSA_PRIVATE LENGTH_RSA_1536;yes;0,052000
TYPE_RSA_PRIVATE LENGTH_RSA_1984;yes;0,056000
