INFO: This file was generated by AlgTest utility. See http://www.fi.muni.cz/~xsvenda/jcsupport.html for more results, source codes and other details.;
Tested and provided by; Martin Vomacka;
Execution date/time; 2015/10/26 16:32:35
AlgTestJClient version; 1.6.0
AlgTest applet version; 1.6.0
Used reader; PC/SC terminal OMNIKEY CardMan 5x21-CL 0
Card ATR; 3b 8a 80 01 4a 43 4f 50 33 31 56 32 33 32 7a
Card name; NXP JCOP 31 V2.3.2
Used protocol; T=1

JavaCard support version;2.2.2;

JCSystem.getVersion()[Major.Minor];2.2;
JCSystem.isObjectDeletionSupported;yes;
JCSystem.MEMORY_TYPE_PERSISTENT;29480B;
JCSystem.MEMORY_TYPE_TRANSIENT_RESET;1974B;
JCSystem.MEMORY_TYPE_TRANSIENT_DESELECT;512B;
JCSystem.getMaxCommitCapacity();512B;

CPLC; 9f 7f 2a 47 90 50 15 47 91 73 51 2e 00 10 16 00 08 40 95 46 42 48 12 10 23 00 00 00 00 21 34 10 84 44 47 03 51 00 00 00 00 00 00 00 00
CPLC.ICFabricator;4790;NXP
CPLC.ICType;5015
CPLC.OperatingSystemID;4791
CPLC.OperatingSystemReleaseDate;7351
CPLC.OperatingSystemReleaseLevel;2e00
CPLC.ICFabricationDate;1016;(Y DDD) date in that year
CPLC.ICSerialNumber;00084095
CPLC.ICBatchIdentifier;4642
CPLC.ICModuleFabricator;4812
CPLC.ICModulePackagingDate;1023
CPLC.ICCManufacturer;0000
CPLC.ICEmbeddingDate;0000
CPLC.ICPrePersonalizer;2134
CPLC.ICPrePersonalizationEquipmentDate;1084
CPLC.ICPrePersonalizationEquipmentID;44470351
CPLC.ICPersonalizer;0000
CPLC.ICPersonalizationDate;0000
CPLC.ICPersonalizationEquipmentID;00000000
CPLC.ICPersonalizationEquipmentID;00000000

javacardx.crypto.Cipher
ALG_DES_CBC_NOPAD;yes;0,130000
ALG_DES_CBC_ISO9797_M1;yes;0,130000
ALG_DES_CBC_ISO9797_M2;yes;0,120000
ALG_DES_CBC_PKCS5;no;
ALG_DES_ECB_NOPAD;yes;0,130000
ALG_DES_ECB_ISO9797_M1;yes;0,110000
ALG_DES_ECB_ISO9797_M2;yes;0,120000
ALG_DES_ECB_PKCS5;no;
ALG_RSA_ISO14888;no;
ALG_RSA_PKCS1;yes;0,150000
ALG_RSA_ISO9796;no;
ALG_RSA_NOPAD;yes;0,160000
ALG_AES_BLOCK_128_CBC_NOPAD;yes;0,141000
ALG_AES_BLOCK_128_ECB_NOPAD;yes;0,131000
ALG_RSA_PKCS1_OAEP;no;
ALG_KOREAN_SEED_ECB_NOPAD;no;
ALG_KOREAN_SEED_CBC_NOPAD;no;
ALG_AES_BLOCK_192_CBC_NOPAD;no;
ALG_AES_BLOCK_192_ECB_NOPAD;no;
ALG_AES_BLOCK_256_CBC_NOPAD;no;
ALG_AES_BLOCK_256_ECB_NOPAD;no;
ALG_AES_CBC_ISO9797_M1;no;
ALG_AES_CBC_ISO9797_M2;no;
ALG_AES_CBC_PKCS5;no;
ALG_AES_ECB_ISO9797_M1;no;
ALG_AES_ECB_ISO9797_M2;no;
ALG_AES_ECB_PKCS5;no;

javacard.crypto.Signature
ALG_DES_MAC4_NOPAD;no;
ALG_DES_MAC8_NOPAD;yes;0,130000
ALG_DES_MAC4_ISO9797_M1;no;
ALG_DES_MAC8_ISO9797_M1;yes;0,130000
ALG_DES_MAC4_ISO9797_M2;no;
ALG_DES_MAC8_ISO9797_M2;yes;0,131000
ALG_DES_MAC4_PKCS5;no;
ALG_DES_MAC8_PKCS5;no;
ALG_RSA_SHA_ISO9796;yes;0,170000
ALG_RSA_SHA_PKCS1;yes;0,140000
ALG_RSA_MD5_PKCS1;yes;0,140000
ALG_RSA_RIPEMD160_ISO9796;no;
ALG_RSA_RIPEMD160_PKCS1;no;
ALG_DSA_SHA;no;
ALG_RSA_SHA_RFC2409;no;
ALG_RSA_MD5_RFC2409;no;
ALG_ECDSA_SHA;yes;0,139000
ALG_AES_MAC_128_NOPAD;yes;0,150000
ALG_DES_MAC4_ISO9797_1_M2_ALG3;no;
ALG_DES_MAC8_ISO9797_1_M2_ALG3;yes;0,140000
ALG_RSA_SHA_PKCS1_PSS;no;
ALG_RSA_MD5_PKCS1_PSS;no;
ALG_RSA_RIPEMD160_PKCS1_PSS;no;
ALG_HMAC_SHA1;no;
ALG_HMAC_SHA_256;no;
ALG_HMAC_SHA_384;no;
ALG_HMAC_SHA_512;no;
ALG_HMAC_MD5;no;
ALG_HMAC_RIPEMD160;no;
ALG_RSA_SHA_ISO9796_MR;no;
ALG_RSA_RIPEMD160_ISO9796_MR;no;
ALG_SEED_MAC_NOPAD;no;
ALG_ECDSA_SHA_256;no;
ALG_ECDSA_SHA_384;no;
ALG_AES_MAC_192_NOPAD;no;
ALG_AES_MAC_256_NOPAD;no;
ALG_ECDSA_SHA_224;no;
ALG_ECDSA_SHA_512;no;
ALG_RSA_SHA_224_PKCS1;no;
ALG_RSA_SHA_256_PKCS1;no;
ALG_RSA_SHA_384_PKCS1;no;
ALG_RSA_SHA_512_PKCS1;no;
ALG_RSA_SHA_224_PKCS1_PSS;no;
ALG_RSA_SHA_256_PKCS1_PSS;no;
ALG_RSA_SHA_384_PKCS1_PSS;no;
ALG_RSA_SHA_512_PKCS1_PSS;no;
ALG_DES_MAC4_ISO9797_1_M1_ALG3;no;
ALG_DES_MAC8_ISO9797_1_M1_ALG3;no;

javacard.security.MessageDigest
ALG_SHA;yes;0,130000
ALG_MD5;yes;0,120000
ALG_RIPEMD160;no;
ALG_SHA_256;no;
ALG_SHA_384;no;
ALG_SHA_512;no;
ALG_SHA_224;no;

javacard.security.RandomData
ALG_PSEUDO_RANDOM;yes;0,050000
ALG_SECURE_RANDOM;yes;0,030000

javacard.security.KeyBuilder
TYPE_DES_TRANSIENT_RESET;yes;0,160000
TYPE_DES_TRANSIENT_DESELECT;yes;0,171000
TYPE_DES LENGTH_DES;yes;0,180000
TYPE_DES LENGTH_DES3_2KEY;yes;0,170000
TYPE_DES LENGTH_DES3_3KEY;yes;0,180000
TYPE_AES_TRANSIENT_RESET;no;
TYPE_AES_TRANSIENT_DESELECT;no;
TYPE_AES LENGTH_AES_128;no;
TYPE_AES LENGTH_AES_192;no;
TYPE_AES LENGTH_AES_256;no;
TYPE_RSA_PUBLIC LENGTH_RSA_512;yes;0,160000
TYPE_RSA_PUBLIC LENGTH_RSA_736;yes;0,160000
TYPE_RSA_PUBLIC LENGTH_RSA_768;yes;0,150000
TYPE_RSA_PUBLIC LENGTH_RSA_896;yes;0,160000
TYPE_RSA_PUBLIC LENGTH_RSA_1024;yes;0,151000
TYPE_RSA_PUBLIC LENGTH_RSA_1280;yes;0,150000
TYPE_RSA_PUBLIC LENGTH_RSA_1536;yes;0,160000
TYPE_RSA_PUBLIC LENGTH_RSA_1984;yes;0,160000
TYPE_RSA_PUBLIC LENGTH_RSA_2048;yes;0,150000
TYPE_RSA_PUBLIC LENGTH_RSA_3072;no;
TYPE_RSA_PUBLIC LENGTH_RSA_4096;no;
TYPE_RSA_PRIVATE LENGTH_RSA_512;yes;0,160000
TYPE_RSA_PRIVATE LENGTH_RSA_736;yes;0,160000
TYPE_RSA_PRIVATE LENGTH_RSA_768;yes;0,160000
TYPE_RSA_PRIVATE LENGTH_RSA_896;yes;0,150000
TYPE_RSA_PRIVATE LENGTH_RSA_1024;yes;0,150000
TYPE_RSA_PRIVATE LENGTH_RSA_1280;yes;0,160000
TYPE_RSA_PRIVATE LENGTH_RSA_1536;yes;0,160000
TYPE_RSA_PRIVATE LENGTH_RSA_1984;yes;0,160000
TYPE_RSA_PRIVATE LENGTH_RSA_2048;yes;0,160000
TYPE_RSA_PRIVATE LENGTH_RSA_3072;no;
TYPE_RSA_PRIVATE LENGTH_RSA_4096;no;
TYPE_RSA_PRIVATE_TRANSIENT_RESET;no;
TYPE_RSA_PRIVATE_TRANSIENT_DESELECT;no;
TYPE_RSA_CRT_PRIVATE LENGTH_RSA_512;yes;0,153000
TYPE_RSA_CRT_PRIVATE LENGTH_RSA_736;no;
TYPE_RSA_CRT_PRIVATE LENGTH_RSA_768;yes;0,151000
TYPE_RSA_CRT_PRIVATE LENGTH_RSA_896;yes;0,160000
TYPE_RSA_CRT_PRIVATE LENGTH_RSA_1024;yes;0,160000
TYPE_RSA_CRT_PRIVATE LENGTH_RSA_1280;yes;0,160000
TYPE_RSA_CRT_PRIVATE LENGTH_RSA_1536;yes;0,170000
TYPE_RSA_CRT_PRIVATE LENGTH_RSA_1984;yes;0,160000
TYPE_RSA_CRT_PRIVATE LENGTH_RSA_2048;yes;0,160000
TYPE_RSA_CRT_PRIVATE LENGTH_RSA_3072;no;
TYPE_RSA_CRT_PRIVATE LENGTH_RSA_4096;no;
TYPE_RSA_CRT_PRIVATE_TRANSIENT_RESET;no;
TYPE_RSA_CRT_PRIVATE_TRANSIENT_DESELECT;no;
TYPE_DSA_PRIVATE LENGTH_DSA_512;no;
TYPE_DSA_PRIVATE LENGTH_DSA_768;no;
TYPE_DSA_PRIVATE LENGTH_DSA_1024;no;
TYPE_DSA_PRIVATE_TRANSIENT_RESET;no;
TYPE_DSA_PRIVATE_TRANSIENT_DESELECT;no;
TYPE_DSA_PUBLIC LENGTH_DSA_512;no;
TYPE_DSA_PUBLIC LENGTH_DSA_768;no;
TYPE_DSA_PUBLIC LENGTH_DSA_1024;no;
TYPE_EC_F2M_PRIVATE LENGTH_EC_F2M_113;yes;0,151000
TYPE_EC_F2M_PRIVATE LENGTH_EC_F2M_131;yes;0,160000
TYPE_EC_F2M_PRIVATE LENGTH_EC_F2M_163;yes;0,160000
TYPE_EC_F2M_PRIVATE LENGTH_EC_F2M_193;yes;0,160000
TYPE_EC_F2M_PRIVATE_TRANSIENT_RESET;no;
TYPE_EC_F2M_PRIVATE_TRANSIENT_DESELECT;no;
TYPE_EC_FP_PRIVATE LENGTH_EC_FP_112;no;
TYPE_EC_FP_PRIVATE LENGTH_EC_FP_128;no;
TYPE_EC_FP_PRIVATE LENGTH_EC_FP_160;no;
TYPE_EC_FP_PRIVATE LENGTH_EC_FP_192;no;
TYPE_EC_FP_PRIVATE LENGTH_EC_FP_224;no;
TYPE_EC_FP_PRIVATE LENGTH_EC_FP_256;no;
TYPE_EC_FP_PRIVATE LENGTH_EC_FP_384;no;
TYPE_EC_FP_PRIVATE LENGTH_EC_FP_521;no;
TYPE_EC_FP_PRIVATE_TRANSIENT_RESET;no;
TYPE_EC_FP_PRIVATE_TRANSIENT_DESELECT;no;
TYPE_KOREAN_SEED_TRANSIENT_RESET;no;
TYPE_KOREAN_SEED_TRANSIENT_DESELECT;no;
TYPE_KOREAN_SEED LENGTH_KOREAN_SEED_128;no;
TYPE_HMAC_TRANSIENT_RESET;no;
TYPE_HMAC_TRANSIENT_DESELECT;no;
TYPE_HMAC LENGTH_HMAC_SHA_1_BLOCK_64;no;
