INFO: This file was generated by AlgTest utility. See http://www.fi.muni.cz/~xsvenda/jcsupport.html for more results, source codes and other details.;
Tested and provided by; insert your name please.;
Execution date/time; 2019/04/28 08:40:02
AlgTestJClient version; 1.7.1
AlgTest applet version; 1.7.1
Used reader; PC/SC terminal Lenovo Integrated Smart Card Reader 00 00
Card ATR; 3b 9f 96 80 1f c7 80 31 a0 73 be 21 13 67 43 20 07 18 00 00 01 a5
Card name; sysmocom sysmoUSIM-SJS1-3FF
Used protocol; T=0

JCSystem.getVersion()[Major.Minor];2.2;
JCSystem.isObjectDeletionSupported;yes;
JCSystem.MEMORY_TYPE_PERSISTENT;>32767B;
JCSystem.MEMORY_TYPE_TRANSIENT_RESET;2724B;
JCSystem.MEMORY_TYPE_TRANSIENT_DESELECT;2009B;
JCSystem.MEMORY_TYPE_TRANSIENT_DESELECT;2009B;

javacardx.crypto.Cipher
ALG_DES_CBC_NOPAD;yes;11.384000
ALG_DES_CBC_ISO9797_M1;yes;11.554000
ALG_DES_CBC_ISO9797_M2;yes;11.596000
ALG_DES_CBC_PKCS5;no;
ALG_DES_ECB_NOPAD;yes;6.256000
ALG_DES_ECB_ISO9797_M1;yes;11.502000
ALG_DES_ECB_ISO9797_M2;yes;11.506000
ALG_DES_ECB_PKCS5;no;
ALG_RSA_ISO14888;no;
ALG_RSA_PKCS1;yes;6.244000
ALG_RSA_ISO9796;no;
ALG_RSA_NOPAD;yes;6.244000
ALG_AES_BLOCK_128_CBC_NOPAD;yes;11.544000
ALG_AES_BLOCK_128_ECB_NOPAD;yes;11.571000
ALG_RSA_PKCS1_OAEP;no;
ALG_KOREAN_SEED_ECB_NOPAD;no;
ALG_KOREAN_SEED_CBC_NOPAD;no;
ALG_AES_BLOCK_192_CBC_NOPAD;no;
ALG_AES_BLOCK_192_ECB_NOPAD;no;
ALG_AES_BLOCK_256_CBC_NOPAD;no;
ALG_AES_BLOCK_256_ECB_NOPAD;no;
