INFO: This file was generated by AlgTest utility. See http://www.fi.muni.cz/~xsvenda/jcsupport.html for more results, source codes and other details.;
Tested and provided by; Satochip.io (https://github.com/Toporin);
Execution date/time; 2019/02/13 09:08:37
AlgTestJClient version; 1.7.6
AlgTest applet version; 1.7.6
Used reader; Feitian SCR301 0
Card ATR; 3b f9 18 00 ff 81 31 fe 45 50 56 5f 4a 33 41 30 38 31 4d
Card name; NXP JCOP J3A081
Card provider; https://secure.smartcardsource.com/j3a081m.html
Used protocol; T=1
High-power mode supported (relevant only to SIM cards according to ETSI 102 221); no

JavaCard support version;2.2.2;

JCSystem.getVersion()[Major.Minor];2.2;
JCSystem.isObjectDeletionSupported;yes;
JCSystem.MEMORY_TYPE_PERSISTENT;>32767B;
JCSystem.MEMORY_TYPE_TRANSIENT_RESET;3480B;
JCSystem.getMaxCommitCapacity();512B;
JCSystem.getMaxCommitCapacity();512B;

CPLC; 9f 7f 2a 47 90 51 68 47 91 00 78 34 00 31 30 04 79 23 96 75 18 48 12 31 37 00 00 00 00 0f 1c 1c 34 37 39 32 33 00 00 00 00 00 00 00 00
CPLC.ICFabricator;4790;NXP
CPLC.ICType;5168
CPLC.OperatingSystemID;4791
CPLC.OperatingSystemReleaseDate;0078
CPLC.OperatingSystemReleaseLevel;3400
CPLC.ICFabricationDate;3130;(Y DDD) date in that year
CPLC.ICSerialNumber;04792396
CPLC.ICBatchIdentifier;7518
CPLC.ICModuleFabricator;4812
CPLC.ICModulePackagingDate;3137
CPLC.ICCManufacturer;0000
CPLC.ICEmbeddingDate;0000
CPLC.ICPrePersonalizer;0f1c
CPLC.ICPrePersonalizationEquipmentDate;1c34
CPLC.ICPrePersonalizationEquipmentID;37393233
CPLC.ICPersonalizer;0000
CPLC.ICPersonalizationDate;0000
CPLC.ICPersonalizationEquipmentID;00000000
CPLC.ICPersonalizationEquipmentID;00000000

javacardx.crypto.Cipher
ALG_DES_CBC_NOPAD;yes;0.089000
ALG_DES_CBC_ISO9797_M1;yes;0.084000
ALG_DES_CBC_ISO9797_M2;yes;0.082000
ALG_DES_CBC_PKCS5;yes;0.083000
ALG_DES_ECB_NOPAD;yes;0.084000
ALG_DES_ECB_ISO9797_M1;yes;0.078000
ALG_DES_ECB_ISO9797_M2;yes;0.077000
ALG_DES_ECB_PKCS5;no;
ALG_RSA_ISO14888;no;
ALG_RSA_PKCS1;yes;0.097000
ALG_RSA_ISO9796;no;
ALG_RSA_NOPAD;yes;0.104000
ALG_AES_BLOCK_128_CBC_NOPAD;yes;0.091000
ALG_AES_BLOCK_128_ECB_NOPAD;yes;0.083000
ALG_RSA_PKCS1_OAEP;no;
ALG_KOREAN_SEED_ECB_NOPAD;yes;0.094000
ALG_KOREAN_SEED_CBC_NOPAD;yes;0.092000
ALG_AES_BLOCK_192_CBC_NOPAD;no;
ALG_AES_BLOCK_192_ECB_NOPAD;no;
ALG_AES_BLOCK_256_CBC_NOPAD;no;
ALG_AES_BLOCK_256_ECB_NOPAD;no;
ALG_AES_CBC_ISO9797_M1;no;
ALG_AES_CBC_ISO9797_M2;no;
ALG_AES_CBC_PKCS5;no;
