INFO: This file was generated by AlgTest utility. See http://www.fi.muni.cz/~xsvenda/jcsupport.html for more results, source codes and other details.;
Tested and provided by; insert your name please.;
Execution date/time; 2015/07/21 13:14:31
AlgTestJClient version; 1.6.0
AlgTest applet version; 1.6.0
Used reader; PC/SC terminal Gemplus USB Smart Card Reader 2
Card ATR; 3b f8 18 00 00 80 31 fe 45 00 73 c8 40 13 00 90 00 92
Card name; G+D Smart Cafe Expert 4.x V2
Performance; yes
Used protocol; T=1
Package_AID_test; GD_SmartCafe_4.x_AIDSUPPORT_3BF81800008031FE450073C8401300900092.csv

JavaCard support version;2.2.2;
JCSystem.getVersion()[Major.Minor];2.2;
JCSystem.isObjectDeletionSupported;yes;
JCSystem.MEMORY_TYPE_PERSISTENT;>32767B;
JCSystem.MEMORY_TYPE_TRANSIENT_RESET;2728B;
JCSystem.MEMORY_TYPE_TRANSIENT_DESELECT;819B;
JCSystem.getMaxCommitCapacity();819B;

CPLC; 9f 7f 2a 40 90 61 62 16 71 81 97 05 80 70 79 f1 17 0f 26 58 0a 40 92 13 52 16 73 27 00 16 74 91 47 00 00 00 52 00 00 00 00 00 00 00 00
CPLC.ICFabricator;4090;Infineon
CPLC.ICType;6162
CPLC.OperatingSystemID;1671
CPLC.OperatingSystemReleaseDate;8197
CPLC.OperatingSystemReleaseLevel;0580
CPLC.ICFabricationDate;7079;(Y DDD) date in that year
CPLC.ICSerialNumber;f1170f26
CPLC.ICBatchIdentifier;580a
CPLC.ICModuleFabricator;4092
CPLC.ICModulePackagingDate;1352
CPLC.ICCManufacturer;1673
CPLC.ICEmbeddingDate;2700
CPLC.ICPrePersonalizer;1674
CPLC.ICPrePersonalizationEquipmentDate;9147
CPLC.ICPrePersonalizationEquipmentID;00000052
CPLC.ICPersonalizer;0000
CPLC.ICPersonalizationDate;0000
CPLC.ICPersonalizationEquipmentID;00000000
CPLC.ICPersonalizationEquipmentID;00000000

javacardx.crypto.Cipher
ALG_DES_CBC_NOPAD;yes;0,071000
ALG_DES_CBC_ISO9797_M1;yes;0,070000
ALG_DES_CBC_ISO9797_M2;yes;0,066000
ALG_DES_CBC_PKCS5;yes;0,072000
ALG_DES_ECB_NOPAD;yes;0,065000
ALG_DES_ECB_ISO9797_M1;yes;0,078000
ALG_DES_ECB_ISO9797_M2;yes;0,067000
ALG_DES_ECB_PKCS5;yes;0,069000
ALG_RSA_ISO14888;yes;0,069000
ALG_RSA_PKCS1;yes;0,069000
ALG_RSA_ISO9796;no;
ALG_RSA_NOPAD;yes;0,072000
ALG_AES_BLOCK_128_CBC_NOPAD;no;
ALG_AES_BLOCK_128_ECB_NOPAD;no;
ALG_RSA_PKCS1_OAEP;yes;0,067000
ALG_KOREAN_SEED_ECB_NOPAD;no;
ALG_KOREAN_SEED_CBC_NOPAD;no;
ALG_AES_BLOCK_192_CBC_NOPAD;no;
ALG_AES_BLOCK_192_ECB_NOPAD;no;
ALG_AES_BLOCK_256_CBC_NOPAD;no;
ALG_AES_BLOCK_256_ECB_NOPAD;no;
ALG_AES_CBC_ISO9797_M1;no;
ALG_AES_CBC_ISO9797_M2;no;
ALG_AES_CBC_PKCS5;no;
ALG_AES_ECB_ISO9797_M1;no;
ALG_AES_ECB_ISO9797_M2;no;
ALG_AES_ECB_PKCS5;no;

javacard.crypto.Signature
ALG_DES_MAC4_NOPAD;yes;0,087000
ALG_DES_MAC8_NOPAD;yes;0,086000
ALG_DES_MAC4_ISO9797_M1;yes;0,085000
ALG_DES_MAC8_ISO9797_M1;yes;0,088000
ALG_DES_MAC4_ISO9797_M2;yes;0,085000
ALG_DES_MAC8_ISO9797_M2;yes;0,085000
ALG_DES_MAC4_PKCS5;yes;0,087000
ALG_DES_MAC8_PKCS5;yes;0,085000
ALG_RSA_SHA_ISO9796;yes;0,115000
ALG_RSA_SHA_PKCS1;yes;0,107000
ALG_RSA_MD5_PKCS1;yes;0,113000
ALG_RSA_RIPEMD160_ISO9796;yes;0,106000
ALG_RSA_RIPEMD160_PKCS1;yes;0,111000
ALG_DSA_SHA;no;
ALG_RSA_SHA_RFC2409;yes;0,108000
ALG_RSA_MD5_RFC2409;yes;0,107000
ALG_ECDSA_SHA;no;
ALG_AES_MAC_128_NOPAD;no;
ALG_DES_MAC4_ISO9797_1_M2_ALG3;yes;0,088000
ALG_DES_MAC8_ISO9797_1_M2_ALG3;yes;0,085000
ALG_RSA_SHA_PKCS1_PSS;no;
ALG_RSA_MD5_PKCS1_PSS;no;
ALG_RSA_RIPEMD160_PKCS1_PSS;no;
ALG_HMAC_SHA1;no;
