INFO: This file was generated by AlgTest utility. See http://www.fi.muni.cz/~xsvenda/jcsupport.html for more results, source codes and other details.;
Tested and provided by; Riley Gall;,
Execution date/time; 2020/01/13 20:08:15,
AlgTestJClient version; 1.7.9,
AlgTest applet version; 1.7.9,
Used reader; Feitian R502 0,
Card ATR; 3b 8a 80 01 50 56 4a 43 4f 50 34 53 49 44 71,
Card name; NXP JCOP4 P71D321,
Card provider; please insert link/description of shop where card was bought,
Used protocol; T=1,
High-power mode supported (relevant only to SIM cards according to ETSI 102 221); no,
,

JavaCard support version;3.0.5;

JCSystem.getVersion()[Major.Minor];3.0;,
JCSystem.isObjectDeletionSupported;yes;,
JCSystem.MEMORY_TYPE_PERSISTENT;>32767B;,
JCSystem.MEMORY_TYPE_TRANSIENT_RESET;1652B;,
JCSystem.getMaxCommitCapacity();5120B;,
APDU.getInBlockSize();252B;,
APDU.getOutBlockSize();252B;,
APDU.getProtocol();-127B;,
APDU.getNAD();0B;,
,
CPLC; 9f 7f 2a 47 90 d3 21 47 00 00 00 00 00 83 53 00 45 34 99 18 38 00 00 00 00 00 00 00 00 01 18 32 30 34 35 33 34 00 00 00 00 00 00 00 00,
CPLC.ICFabricator;4790;NXP,
CPLC.ICType;d321,
CPLC.OperatingSystemID;4700,
CPLC.OperatingSystemReleaseDate;0000,
CPLC.OperatingSystemReleaseLevel;0000,
CPLC.ICFabricationDate;8353;(Y DDD) date in that year,
CPLC.ICSerialNumber;00453499,
CPLC.ICBatchIdentifier;1838,
CPLC.ICModuleFabricator;0000,
CPLC.ICModulePackagingDate;0000,
CPLC.ICCManufacturer;0000,
CPLC.ICEmbeddingDate;0000,
CPLC.ICPrePersonalizer;0118,
CPLC.ICPrePersonalizationEquipmentDate;3230,
CPLC.ICPrePersonalizationEquipmentID;34353334,
CPLC.ICPersonalizer;0000,
CPLC.ICPersonalizationDate;0000,
CPLC.ICPersonalizationEquipmentID;00000000,
CPLC.ICPersonalizationEquipmentID;00000000,
,
javacardx.crypto.Cipher,
ALG_DES_CBC_NOPAD;yes;0.039000,
ALG_DES_CBC_ISO9797_M1;yes;0.039000,
ALG_DES_CBC_ISO9797_M2;yes;0.039000,
