INFO: This file was generated by AlgTest utility. See http://www.fi.muni.cz/~xsvenda/jcsupport.html for more results, source codes and other details.;
Tested and provided by; insert your name please.;
Execution date/time; 2015/07/21 13:18:07
AlgTestJClient version; 1.6.0
AlgTest applet version; error
Used reader; PC/SC terminal Gemplus USB Smart Card Reader 2
Card ATR; 3b 7d 94 00 00 80 31 80 65 b0 83 11 c0 a9 83 00 90 00
Card name; Gemplus GXP R4 72K
Performance; yes
Used protocol; T=0

JavaCard support version;2.2.1;


CPLC; 9f 7f 2a 42 50 30 72 12 91 60 95 05 00 72 91 01 08 65 6d 78 25 00 00 80 57 20 03 80 57 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
CPLC.ICFabricator;4250;Samsung
CPLC.ICType;3072
CPLC.OperatingSystemID;1291
CPLC.OperatingSystemReleaseDate;6095
CPLC.OperatingSystemReleaseLevel;0500
CPLC.ICFabricationDate;7291;(Y DDD) date in that year
CPLC.ICSerialNumber;0108656d
CPLC.ICBatchIdentifier;7825
CPLC.ICModuleFabricator;0000
CPLC.ICModulePackagingDate;8057
CPLC.ICCManufacturer;2003
CPLC.ICEmbeddingDate;8057
CPLC.ICPrePersonalizer;0000
CPLC.ICPrePersonalizationEquipmentDate;0000
CPLC.ICPrePersonalizationEquipmentID;00000000
CPLC.ICPersonalizer;0000
CPLC.ICPersonalizationDate;0000
CPLC.ICPersonalizationEquipmentID;00000000
CPLC.ICPersonalizationEquipmentID;00000000

javacardx.crypto.Cipher
ALG_DES_CBC_NOPAD;yes;0,100000
ALG_DES_CBC_ISO9797_M1;yes;0,094000
ALG_DES_CBC_ISO9797_M2;yes;0,095000
ALG_DES_CBC_PKCS5;no;
ALG_DES_ECB_NOPAD;yes;0,076000
ALG_DES_ECB_ISO9797_M1;yes;0,080000
ALG_DES_ECB_ISO9797_M2;yes;0,077000
ALG_DES_ECB_PKCS5;no;
ALG_RSA_ISO14888;no;
ALG_RSA_PKCS1;yes;0,077000
ALG_RSA_ISO9796;no;
ALG_RSA_NOPAD;yes;0,077000
ALG_AES_BLOCK_128_CBC_NOPAD;yes;0,095000
ALG_AES_BLOCK_128_ECB_NOPAD;yes;0,077000
ALG_RSA_PKCS1_OAEP;no;
ALG_KOREAN_SEED_ECB_NOPAD;no;
ALG_KOREAN_SEED_CBC_NOPAD;no;
ALG_AES_BLOCK_192_CBC_NOPAD;no;
ALG_AES_BLOCK_192_ECB_NOPAD;no;
ALG_AES_BLOCK_256_CBC_NOPAD;no;
ALG_AES_BLOCK_256_ECB_NOPAD;no;
ALG_AES_CBC_ISO9797_M1;no;
ALG_AES_CBC_ISO9797_M2;no;
ALG_AES_CBC_PKCS5;no;
ALG_AES_ECB_ISO9797_M1;no;
ALG_AES_ECB_ISO9797_M2;no;
ALG_AES_ECB_PKCS5;no;

javacard.crypto.Signature
ALG_DES_MAC4_NOPAD;yes;0,094000
ALG_DES_MAC8_NOPAD;yes;0,097000
ALG_DES_MAC4_ISO9797_M1;yes;0,094000
ALG_DES_MAC8_ISO9797_M1;yes;0,094000
ALG_DES_MAC4_ISO9797_M2;yes;0,093000
ALG_DES_MAC8_ISO9797_M2;yes;0,095000
ALG_DES_MAC4_PKCS5;no;
ALG_DES_MAC8_PKCS5;no;
ALG_RSA_SHA_ISO9796;yes;0,077000
ALG_RSA_SHA_PKCS1;yes;0,079000
ALG_RSA_MD5_PKCS1;yes;0,077000
ALG_RSA_RIPEMD160_ISO9796;no;
ALG_RSA_RIPEMD160_PKCS1;no;
ALG_DSA_SHA;no;
ALG_RSA_SHA_RFC2409;no;
ALG_RSA_MD5_RFC2409;no;
ALG_ECDSA_SHA;no;
ALG_AES_MAC_128_NOPAD;yes;0,095000
ALG_DES_MAC4_ISO9797_1_M2_ALG3;yes;0,094000
ALG_DES_MAC8_ISO9797_1_M2_ALG3;yes;0,094000
ALG_RSA_SHA_PKCS1_PSS;no;
ALG_RSA_MD5_PKCS1_PSS;no;
ALG_RSA_RIPEMD160_PKCS1_PSS;no;
ALG_HMAC_SHA1;no;
ALG_HMAC_SHA_256;no;
ALG_HMAC_SHA_384;no;
ALG_HMAC_SHA_512;no;
ALG_HMAC_MD5;no;
ALG_HMAC_RIPEMD160;no;
ALG_RSA_SHA_ISO9796_MR;no;
ALG_RSA_RIPEMD160_ISO9796_MR;no;
ALG_SEED_MAC_NOPAD;no;
ALG_ECDSA_SHA_256;no;
ALG_ECDSA_SHA_384;no;
ALG_AES_MAC_192_NOPAD;no;
ALG_AES_MAC_256_NOPAD;no;
ALG_ECDSA_SHA_224;no;
ALG_ECDSA_SHA_512;no;
ALG_RSA_SHA_224_PKCS1;no;
ALG_RSA_SHA_256_PKCS1;no;
ALG_RSA_SHA_384_PKCS1;no;
ALG_RSA_SHA_512_PKCS1;no;
ALG_RSA_SHA_224_PKCS1_PSS;no;
ALG_RSA_SHA_256_PKCS1_PSS;no;
ALG_RSA_SHA_384_PKCS1_PSS;no;
ALG_RSA_SHA_512_PKCS1_PSS;no;
ALG_DES_MAC4_ISO9797_1_M1_ALG3;no;
ALG_DES_MAC8_ISO9797_1_M1_ALG3;no;

javacard.security.MessageDigest
ALG_SHA;yes;0,077000
ALG_MD5;yes;0,076000
ALG_RIPEMD160;no;
ALG_SHA_256;no;
ALG_SHA_384;no;
ALG_SHA_512;no;
ALG_SHA_224;no;

javacard.security.RandomData
ALG_PSEUDO_RANDOM;yes;0,070000
ALG_SECURE_RANDOM;yes;0,074000

javacard.security.KeyBuilder
TYPE_DES_TRANSIENT_RESET;yes;0,097000
TYPE_DES_TRANSIENT_DESELECT;yes;0,094000
TYPE_DES LENGTH_DES;yes;0,090000
TYPE_DES LENGTH_DES3_2KEY;yes;0,096000
TYPE_DES LENGTH_DES3_3KEY;yes;0,102000
TYPE_AES_TRANSIENT_RESET;yes;0,095000
TYPE_AES_TRANSIENT_DESELECT;yes;0,095000
TYPE_AES LENGTH_AES_128;yes;0,096000
TYPE_AES LENGTH_AES_192;yes;0,101000
TYPE_AES LENGTH_AES_256;yes;0,097000
TYPE_RSA_PUBLIC LENGTH_RSA_512;yes;0,099000
TYPE_RSA_PUBLIC LENGTH_RSA_736;yes;0,103000
TYPE_RSA_PUBLIC LENGTH_RSA_768;yes;0,099000
TYPE_RSA_PUBLIC LENGTH_RSA_896;yes;0,100000
TYPE_RSA_PUBLIC LENGTH_RSA_1024;yes;0,103000
TYPE_RSA_PUBLIC LENGTH_RSA_1280;yes;0,100000
TYPE_RSA_PUBLIC LENGTH_RSA_1536;yes;0,104000
TYPE_RSA_PUBLIC LENGTH_RSA_1984;yes;0,102000
TYPE_RSA_PUBLIC LENGTH_RSA_2048;yes;0,105000
TYPE_RSA_PUBLIC LENGTH_RSA_3072;no;
TYPE_RSA_PUBLIC LENGTH_RSA_4096;no;
TYPE_RSA_PRIVATE LENGTH_RSA_512;yes;0,100000
TYPE_RSA_PRIVATE LENGTH_RSA_736;yes;0,103000
TYPE_RSA_PRIVATE LENGTH_RSA_768;yes;0,103000
TYPE_RSA_PRIVATE LENGTH_RSA_896;yes;0,103000
TYPE_RSA_PRIVATE LENGTH_RSA_1024;yes;0,102000
TYPE_RSA_PRIVATE LENGTH_RSA_1280;yes;0,105000
TYPE_RSA_PRIVATE LENGTH_RSA_1536;yes;0,106000
TYPE_RSA_PRIVATE LENGTH_RSA_1984;yes;0,112000
TYPE_RSA_PRIVATE LENGTH_RSA_2048;yes;0,108000
TYPE_RSA_PRIVATE LENGTH_RSA_3072;no;
TYPE_RSA_PRIVATE LENGTH_RSA_4096;no;
TYPE_RSA_PRIVATE_TRANSIENT_RESET;no;
TYPE_RSA_PRIVATE_TRANSIENT_DESELECT;no;
TYPE_RSA_CRT_PRIVATE LENGTH_RSA_512;yes;0,099000
TYPE_RSA_CRT_PRIVATE LENGTH_RSA_736;yes;0,106000
TYPE_RSA_CRT_PRIVATE LENGTH_RSA_768;yes;0,109000
