INFO: This file was generated by AlgTest utility. See http://www.fi.muni.cz/~xsvenda/jcsupport.html for more results, source codes and other details.;
Tested and provided by; insert your name please.;
Execution date/time; 2014
AlgTestJClient version; 1.2
AlgTest applet version; 1.2
Used reader; 
Card ATR; 3b XX XX XX XX XX XX XX XX XX XX XX XX XX 
Used protocol; T=0

JavaCard support version;2.2.2;

JCSystem.getVersion()[Major.Minor];2.2;
JCSystem.isObjectDeletionSupported;yes;
JCSystem.MEMORY_TYPE_PERSISTENT;>32767B;
JCSystem.MEMORY_TYPE_TRANSIENT_RESET;1454B;
JCSystem.MEMORY_TYPE_TRANSIENT_DESELECT;1750B;


javacardx.crypto.Cipher;
ALG_DES_CBC_NOPAD;yes;
ALG_DES_CBC_ISO9797_M1;yes;
ALG_DES_CBC_ISO9797_M2;yes;
ALG_DES_CBC_PKCS5;yes;
ALG_DES_ECB_NOPAD;yes;
ALG_DES_ECB_ISO9797_M1;yes;
ALG_DES_ECB_ISO9797_M2;yes;
ALG_DES_ECB_PKCS5;yes;
ALG_RSA_ISO14888;yes;
ALG_RSA_PKCS1;yes;
ALG_RSA_ISO9796;no;
ALG_RSA_NOPAD;yes;
ALG_AES_BLOCK_128_CBC_NOPAD;yes;
ALG_AES_BLOCK_128_ECB_NOPAD;yes;
ALG_RSA_PKCS1_OAEP;yes;
ALG_KOREAN_SEED_ECB_NOPAD;yes;
ALG_KOREAN_SEED_CBC_NOPAD;yes;
ALG_AES_BLOCK_192_CBC_NOPAD;no;
ALG_AES_BLOCK_192_ECB_NOPAD;no;
ALG_AES_BLOCK_256_CBC_NOPAD;no;
ALG_AES_BLOCK_256_ECB_NOPAD;no;
ALG_AES_CBC_ISO9797_M1;no;
ALG_AES_CBC_ISO9797_M2;no;
ALG_AES_CBC_PKCS5;no;
ALG_AES_ECB_ISO9797_M1;no;
ALG_AES_ECB_ISO9797_M2;no;
ALG_AES_ECB_PKCS5;no;

javacard.crypto.Signature;
ALG_DES_MAC4_NOPAD;yes;
ALG_DES_MAC8_NOPAD;yes;
ALG_DES_MAC4_ISO9797_M1;yes;
ALG_DES_MAC8_ISO9797_M1;yes;
ALG_DES_MAC4_ISO9797_M2;yes;
ALG_DES_MAC8_ISO9797_M2;yes;
ALG_DES_MAC4_PKCS5;yes;
ALG_DES_MAC8_PKCS5;yes;
ALG_RSA_SHA_ISO9796;yes;
ALG_RSA_SHA_PKCS1;yes;
ALG_RSA_MD5_PKCS1;yes;
ALG_RSA_RIPEMD160_ISO9796;yes;
ALG_RSA_RIPEMD160_PKCS1;yes;
ALG_DSA_SHA;yes;
ALG_RSA_SHA_RFC2409;yes;
ALG_RSA_MD5_RFC2409;yes;
ALG_ECDSA_SHA;yes;
ALG_AES_MAC_128_NOPAD;yes;
ALG_DES_MAC4_ISO9797_1_M2_ALG3;yes;
ALG_DES_MAC8_ISO9797_1_M2_ALG3;yes;
ALG_RSA_SHA_PKCS1_PSS;no;
ALG_RSA_MD5_PKCS1_PSS;no;
ALG_RSA_RIPEMD160_PKCS1_PSS;no;
ALG_HMAC_SHA1;no;
ALG_HMAC_SHA_256;no;
ALG_HMAC_SHA_384;no;
ALG_HMAC_SHA_512;no;
ALG_HMAC_MD5;no;
ALG_HMAC_RIPEMD160;no;
ALG_RSA_SHA_ISO9796_MR;no;
ALG_RSA_RIPEMD160_ISO9796_MR;no;
ALG_SEED_MAC_NOPAD;yes;
ALG_ECDSA_SHA_256;no;
ALG_ECDSA_SHA_384;no;
ALG_AES_MAC_192_NOPAD;no;
ALG_AES_MAC_256_NOPAD;no;
ALG_ECDSA_SHA_224;no;
ALG_ECDSA_SHA_512;no;
ALG_RSA_SHA_224_PKCS1;no;
ALG_RSA_SHA_256_PKCS1;no;
ALG_RSA_SHA_384_PKCS1;no;
ALG_RSA_SHA_512_PKCS1;no;
ALG_RSA_SHA_224_PKCS1_PSS;no;
ALG_RSA_SHA_256_PKCS1_PSS;no;
ALG_RSA_SHA_384_PKCS1_PSS;no;
ALG_RSA_SHA_512_PKCS1_PSS;no;
ALG_DES_MAC4_ISO9797_1_M1_ALG3;no;
ALG_DES_MAC8_ISO9797_1_M1_ALG3;no;

javacard.security.MessageDigest;
ALG_SHA;yes;
ALG_MD5;yes;
ALG_RIPEMD160;yes;
ALG_SHA_256;yes;
ALG_SHA_384;no;
ALG_SHA_512;no;
ALG_SHA_224;no;

javacard.security.RandomData;
ALG_PSEUDO_RANDOM;yes;
ALG_SECURE_RANDOM;yes;

javacard.security.KeyBuilder;
TYPE_DES_TRANSIENT_RESET;yes;
TYPE_DES_TRANSIENT_DESELECT;yes;
TYPE_DES LENGTH_DES;yes;
TYPE_DES LENGTH_DES3_2KEY;yes;
