INFO: This file was generated by AlgTest utility. See http://www.fi.muni.cz/~xsvenda/jcsupport.html for more results, source codes and other details.;
Tested and provided by; insert your name please.;
Execution date/time; 2019/04/19 20:32:34
AlgTestJClient version; 1.7.7
AlgTest applet version; 1.7.7
Used reader; PC/SC terminal Gemplus USB Smart Card Reader 0
Card ATR; 3b fc 18 00 00 81 31 80 45 90 67 46 4a 00 68 08 04 00 00 00 00 0e
Card name; JavaCOS A22
Used protocol; T=1
Package_AID_test; Feitian_A22_AIDSUPPORT_3BFC180000813180459067464A00680804000000000E.csv

JavaCard support version;3.0.4
JCSystem.getVersion()[Major.Minor];3.0;
JCSystem.isObjectDeletionSupported;yes;
JCSystem.MEMORY_TYPE_PERSISTENT;>32767B;
JCSystem.MEMORY_TYPE_TRANSIENT_RESET;2795B;
JCSystem.MEMORY_TYPE_TRANSIENT_DESELECT;512B;
JCSystem.getMaxCommitCapacity();512B;
CPLC; failed to obtain CPLC
javacardx.crypto.Cipher
ALG_DES_CBC_NOPAD;yes;0.067000
ALG_DES_CBC_ISO9797_M1;yes;0.063000
ALG_DES_CBC_ISO9797_M2;yes;0.066000
ALG_DES_CBC_PKCS5;yes;0.064000
ALG_DES_ECB_NOPAD;yes;0.064000
ALG_DES_ECB_ISO9797_M1;yes;0.065000
ALG_DES_ECB_ISO9797_M2;yes;0.064000
ALG_DES_ECB_PKCS5;yes;0.064000
ALG_RSA_ISO14888;no;
ALG_RSA_PKCS1;yes;0.064000
ALG_RSA_ISO9796;no;
ALG_RSA_NOPAD;yes;0.063000
ALG_AES_BLOCK_128_CBC_NOPAD;yes;0.064000
ALG_AES_BLOCK_128_ECB_NOPAD;yes;0.064000
ALG_RSA_PKCS1_OAEP;no;
ALG_KOREAN_SEED_ECB_NOPAD;yes;0.065000
ALG_KOREAN_SEED_CBC_NOPAD;yes;0.063000
ALG_AES_BLOCK_192_CBC_NOPAD;no;
ALG_AES_BLOCK_192_ECB_NOPAD;no;
ALG_AES_BLOCK_256_CBC_NOPAD;no;
ALG_AES_BLOCK_256_ECB_NOPAD;no;
ALG_AES_CBC_ISO9797_M1;yes;0.064000
ALG_AES_CBC_ISO9797_M2;yes;0.065000
ALG_AES_CBC_PKCS5;yes;0.064000
ALG_AES_ECB_ISO9797_M1;yes;0.064000
ALG_AES_ECB_ISO9797_M2;yes;0.065000
ALG_AES_ECB_PKCS5;yes;0.064000

javacard.crypto.Signature
ALG_DES_MAC4_NOPAD;yes;0.064000
ALG_DES_MAC8_NOPAD;yes;0.064000
ALG_DES_MAC4_ISO9797_M1;yes;0.064000
ALG_DES_MAC8_ISO9797_M1;yes;0.063000
ALG_DES_MAC4_ISO9797_M2;yes;0.064000
ALG_DES_MAC8_ISO9797_M2;yes;0.064000
ALG_DES_MAC4_PKCS5;yes;0.065000
ALG_DES_MAC8_PKCS5;yes;0.064000
ALG_RSA_SHA_ISO9796;yes;0.064000
ALG_RSA_SHA_PKCS1;yes;0.064000
ALG_RSA_MD5_PKCS1;yes;0.065000
ALG_RSA_RIPEMD160_ISO9796;no;
ALG_RSA_RIPEMD160_PKCS1;no;
ALG_DSA_SHA;no;
ALG_RSA_SHA_RFC2409;no;
ALG_RSA_MD5_RFC2409;no;
ALG_ECDSA_SHA;no;
ALG_AES_MAC_128_NOPAD;yes;0.065000
ALG_DES_MAC4_ISO9797_1_M2_ALG3;yes;0.064000
ALG_DES_MAC8_ISO9797_1_M2_ALG3;yes;0.064000
ALG_RSA_SHA_PKCS1_PSS;no;
ALG_RSA_MD5_PKCS1_PSS;no;
ALG_RSA_RIPEMD160_PKCS1_PSS;no;
ALG_HMAC_SHA1;no;
ALG_HMAC_SHA_256;no;
ALG_HMAC_SHA_384;no;
ALG_HMAC_SHA_512;no;
ALG_HMAC_MD5;no;
ALG_HMAC_RIPEMD160;no;
ALG_RSA_SHA_ISO9796_MR;yes;0.064000
ALG_RSA_RIPEMD160_ISO9796_MR;no;
ALG_SEED_MAC_NOPAD;yes;0.064000
ALG_ECDSA_SHA_256;no;
ALG_ECDSA_SHA_384;no;
ALG_AES_MAC_192_NOPAD;no;
ALG_AES_MAC_256_NOPAD;no;
ALG_ECDSA_SHA_224;no;
ALG_ECDSA_SHA_512;no;
ALG_RSA_SHA_224_PKCS1;no;
ALG_RSA_SHA_256_PKCS1;no;
ALG_RSA_SHA_384_PKCS1;no;
ALG_RSA_SHA_512_PKCS1;no;
ALG_RSA_SHA_224_PKCS1_PSS;no;
ALG_RSA_SHA_256_PKCS1_PSS;no;
ALG_RSA_SHA_384_PKCS1_PSS;no;
ALG_RSA_SHA_512_PKCS1_PSS;no;
ALG_DES_MAC4_ISO9797_1_M1_ALG3;no;
ALG_DES_MAC8_ISO9797_1_M1_ALG3;no;
ALG_AES_CMAC_128;no;

javacard.security.MessageDigest
ALG_SHA;yes;0.046000
ALG_MD5;yes;0.054000
ALG_RIPEMD160;no;
ALG_SHA_256;yes;0.050000
ALG_SHA_384;yes;0.046000
ALG_SHA_512;yes;0.055000
ALG_SHA_224;no;
ALG_SHA3_224;no;
ALG_SHA3_256;no;
ALG_SHA3_384;no;
ALG_SHA3_512;no;

javacard.security.RandomData
ALG_PSEUDO_RANDOM;yes;0.043000
ALG_SECURE_RANDOM;yes;0.013000
ALG_TRNG;no;
ALG_ALG_PRESEEDED_DRBG;no;
ALG_FAST;no;
ALG_KEYGENERATION;no;

javacard.security.KeyBuilder
TYPE_DES_TRANSIENT_RESET;yes;0.084000
TYPE_DES_TRANSIENT_DESELECT;yes;0.083000
TYPE_DES LENGTH_DES;yes;0.078000
TYPE_DES LENGTH_DES3_2KEY;yes;0.077000
TYPE_DES LENGTH_DES3_3KEY;yes;0.078000
TYPE_AES_TRANSIENT_RESET;yes;0.084000
TYPE_AES_TRANSIENT_DESELECT;yes;0.085000
TYPE_AES LENGTH_AES_128;yes;0.077000
TYPE_AES LENGTH_AES_192;yes;0.075000
TYPE_AES LENGTH_AES_256;yes;0.079000
TYPE_RSA_PUBLIC LENGTH_RSA_512;yes;0.075000
TYPE_RSA_PUBLIC LENGTH_RSA_736;no;
TYPE_RSA_PUBLIC LENGTH_RSA_768;yes;0.074000
TYPE_RSA_PUBLIC LENGTH_RSA_896;yes;0.075000
TYPE_RSA_PUBLIC LENGTH_RSA_1024;yes;0.077000
TYPE_RSA_PUBLIC LENGTH_RSA_1280;yes;0.079000
TYPE_RSA_PUBLIC LENGTH_RSA_1536;yes;0.078000
TYPE_RSA_PUBLIC LENGTH_RSA_1984;yes;0.079000
TYPE_RSA_PUBLIC LENGTH_RSA_2048;yes;0.075000
TYPE_RSA_PUBLIC LENGTH_RSA_3072;no;
TYPE_RSA_PUBLIC LENGTH_RSA_4096;no;
TYPE_RSA_PRIVATE LENGTH_RSA_512;yes;0.077000
TYPE_RSA_PRIVATE LENGTH_RSA_736;no;
TYPE_RSA_PRIVATE LENGTH_RSA_768;yes;0.075000
TYPE_RSA_PRIVATE LENGTH_RSA_896;yes;0.078000
TYPE_RSA_PRIVATE LENGTH_RSA_1024;yes;0.075000
TYPE_RSA_PRIVATE LENGTH_RSA_1280;yes;0.077000
TYPE_RSA_PRIVATE LENGTH_RSA_1536;yes;0.074000
TYPE_RSA_PRIVATE LENGTH_RSA_1984;yes;0.078000
TYPE_RSA_PRIVATE LENGTH_RSA_2048;yes;0.075000
TYPE_RSA_PRIVATE LENGTH_RSA_3072;no;
TYPE_RSA_PRIVATE LENGTH_RSA_4096;no;
TYPE_RSA_PRIVATE_TRANSIENT_RESET;yes;0.081000
TYPE_RSA_PRIVATE_TRANSIENT_DESELECT;yes;0.081000
TYPE_RSA_CRT_PRIVATE LENGTH_RSA_512;yes;0.116000
TYPE_RSA_CRT_PRIVATE LENGTH_RSA_736;no;
TYPE_RSA_CRT_PRIVATE LENGTH_RSA_768;yes;0.121000
TYPE_RSA_CRT_PRIVATE LENGTH_RSA_896;yes;0.121000
TYPE_RSA_CRT_PRIVATE LENGTH_RSA_1024;yes;0.120000
TYPE_RSA_CRT_PRIVATE LENGTH_RSA_1280;yes;0.125000
TYPE_RSA_CRT_PRIVATE LENGTH_RSA_1536;yes;0.122000
TYPE_RSA_CRT_PRIVATE LENGTH_RSA_1984;yes;0.120000
TYPE_RSA_CRT_PRIVATE LENGTH_RSA_2048;yes;0.124000
TYPE_RSA_CRT_PRIVATE LENGTH_RSA_3072;no;
TYPE_RSA_CRT_PRIVATE LENGTH_RSA_4096;no;
TYPE_RSA_CRT_PRIVATE_TRANSIENT_RESET;yes;0.135000
