INFO: This file was generated by AlgTest utility. See http://www.fi.muni.cz/~xsvenda/jcsupport.html for more results, source codes and other details.;
Tested and provided by; insert your name please.;
Execution date/time; 2015/07/21 12:53:43
AlgTestJClient version; 1.6.0
AlgTest applet version; 1.6.0
Used reader; PC/SC terminal Gemplus USB Smart Card Reader 2
Card ATR; 3b fe 18 00 00 80 31 fe 45 80 31 80 66 40 90 a5 10 2e 10 83 01 90 00 f2
Card name; Infineon CJTOP 80K INF SLJ 52GLA080AL M8.4
Used protocol; T=1

JavaCard support version;2.2.2;

JCSystem.getVersion()[Major.Minor];3.0;
JCSystem.isObjectDeletionSupported;no;
JCSystem.MEMORY_TYPE_PERSISTENT;-1B;
JCSystem.MEMORY_TYPE_TRANSIENT_RESET;-1B;
JCSystem.MEMORY_TYPE_TRANSIENT_DESELECT;-1B;
JCSystem.MEMORY_TYPE_TRANSIENT_DESELECT;-1B;

CPLC; 9f 7f 2a 40 90 71 65 54 4c 21 51 2e 10 20 01 00 02 07 26 4f c2 40 92 23 39 40 93 23 39 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
CPLC.ICFabricator;4090;Infineon
CPLC.ICType;7165
CPLC.OperatingSystemID;544c
CPLC.OperatingSystemReleaseDate;2151
CPLC.OperatingSystemReleaseLevel;2e10
CPLC.ICFabricationDate;2001;(Y DDD) date in that year
CPLC.ICSerialNumber;00020726
CPLC.ICBatchIdentifier;4fc2
CPLC.ICModuleFabricator;4092
CPLC.ICModulePackagingDate;2339
CPLC.ICCManufacturer;4093
CPLC.ICEmbeddingDate;2339
CPLC.ICPrePersonalizer;0000
CPLC.ICPrePersonalizationEquipmentDate;0000
CPLC.ICPrePersonalizationEquipmentID;00000000
CPLC.ICPersonalizer;0000
CPLC.ICPersonalizationDate;0000
CPLC.ICPersonalizationEquipmentID;00000000
CPLC.ICPersonalizationEquipmentID;00000000

javacardx.crypto.Cipher
ALG_DES_CBC_NOPAD;yes;0,116000
ALG_DES_CBC_ISO9797_M1;yes;0,114000
ALG_DES_CBC_ISO9797_M2;yes;0,113000
ALG_DES_CBC_PKCS5;no;
ALG_DES_ECB_NOPAD;yes;0,143000
ALG_DES_ECB_ISO9797_M1;yes;0,113000
ALG_DES_ECB_ISO9797_M2;yes;0,114000
ALG_DES_ECB_PKCS5;no;
ALG_RSA_ISO14888;no;
ALG_RSA_PKCS1;yes;0,142000
ALG_RSA_ISO9796;yes;0,117000
ALG_RSA_NOPAD;yes;0,113000
ALG_AES_BLOCK_128_CBC_NOPAD;yes;0,113000
ALG_AES_BLOCK_128_ECB_NOPAD;yes;0,143000
ALG_RSA_PKCS1_OAEP;no;
