INFO: This file was generated by AlgTest utility. See http://www.fi.muni.cz/~xsvenda/jcsupport.html for more results, source codes and other details.;
Tested and provided by; Alexandre Bouvier;
Execution date/time; 2017/06/02 15:50:23
AlgTestJClient version; 1.7.2
AlgTest applet version; 1.7.1
Used reader; PC/SC terminal Cherry Smartcard Terminal TC 13xx 0
Card ATR; 3b 69 00 02 41 43 4f 53 4a 76 31 30 31
Card name; ACS ACOSJ (Combi)
Used protocol; T=0

JavaCard support version;3.0.4;

JCSystem.getVersion()[Major.Minor];3.0;
JCSystem.isObjectDeletionSupported;yes;
JCSystem.MEMORY_TYPE_PERSISTENT;20340B;
JCSystem.MEMORY_TYPE_TRANSIENT_RESET;1154B;
JCSystem.MEMORY_TYPE_TRANSIENT_DESELECT;3624B;
JCSystem.getMaxCommitCapacity();3624B;
CPLC; failed to obtain CPLC

javacardx.crypto.Cipher
ALG_DES_CBC_NOPAD;yes;0,244000
ALG_DES_CBC_ISO9797_M1;yes;0,244000
ALG_DES_CBC_ISO9797_M2;yes;0,243000
ALG_DES_CBC_PKCS5;yes;0,246000
ALG_DES_ECB_NOPAD;yes;0,195000
ALG_DES_ECB_ISO9797_M1;yes;0,206000
ALG_DES_ECB_ISO9797_M2;yes;0,194000
ALG_DES_ECB_PKCS5;yes;0,197000
ALG_RSA_ISO14888;no;
ALG_RSA_PKCS1;yes;0,195000
ALG_RSA_ISO9796;no;
ALG_RSA_NOPAD;yes;0,198000
ALG_AES_BLOCK_128_CBC_NOPAD;yes;0,249000
ALG_AES_BLOCK_128_ECB_NOPAD;yes;0,197000
ALG_RSA_PKCS1_OAEP;no;
ALG_KOREAN_SEED_ECB_NOPAD;yes;0,198000
ALG_KOREAN_SEED_CBC_NOPAD;yes;0,246000
ALG_AES_BLOCK_192_CBC_NOPAD;no;
ALG_AES_BLOCK_192_ECB_NOPAD;no;
ALG_AES_BLOCK_256_CBC_NOPAD;no;
ALG_AES_BLOCK_256_ECB_NOPAD;no;
ALG_AES_CBC_ISO9797_M1;yes;0,252000
ALG_AES_CBC_ISO9797_M2;yes;0,263000
ALG_AES_CBC_PKCS5;yes;0,261000
ALG_AES_ECB_ISO9797_M1;yes;0,194000
