INFO: This file was generated by AlgTest utility. See http://www.fi.muni.cz/~xsvenda/jcsupport.html for more results, source codes and other details.;
Tested and provided by; Arthur Moore.;
Execution date/time; 2021/06/09 03:35:54
AlgTestJClient version; 1.7.1
AlgTest applet version; 1.7.1
Used reader; PC/SC terminal Identiv Identiv uTrust 4701 F Dual Interface Reader [uTrust 4701 F CL Reader] (55041930208768) 01 00
Card ATR; 3b 89 80 01 53 50 49 56 4b 45 59 37 30 44
Card name; PIVKey C980
Used protocol; T=1

JCSystem.getVersion()[Major.Minor];3.0;
JCSystem.isObjectDeletionSupported;yes;
JCSystem.MEMORY_TYPE_PERSISTENT;25596B;
JCSystem.MEMORY_TYPE_TRANSIENT_RESET;636B;
JCSystem.MEMORY_TYPE_TRANSIENT_DESELECT;1018B;
JCSystem.MEMORY_TYPE_TRANSIENT_DESELECT;1018B;

CPLC; 9f 7f 2a 40 90 78 05 40 91 20 13 01 10 81 05 a8 01 79 45 3a fc 40 92 14 15 23 91 01 99 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
CPLC.ICFabricator;4090;Infineon
CPLC.ICType;7805
CPLC.OperatingSystemID;4091
CPLC.OperatingSystemReleaseDate;2013
CPLC.OperatingSystemReleaseLevel;0110
CPLC.ICFabricationDate;8105;(Y DDD) date in that year
CPLC.ICSerialNumber;a8017945
CPLC.ICBatchIdentifier;3afc
CPLC.ICModuleFabricator;4092
CPLC.ICModulePackagingDate;1415
CPLC.ICCManufacturer;2391
CPLC.ICEmbeddingDate;0199
CPLC.ICPrePersonalizer;0000
CPLC.ICPrePersonalizationEquipmentDate;0000
CPLC.ICPrePersonalizationEquipmentID;00000000
CPLC.ICPersonalizer;0000
CPLC.ICPersonalizationDate;0000
CPLC.ICPersonalizationEquipmentID;00000000
CPLC.ICPersonalizationEquipmentID;00000000

javacardx.crypto.Cipher
ALG_DES_CBC_NOPAD;yes;0.150000
ALG_DES_CBC_ISO9797_M1;yes;0.151000
ALG_DES_CBC_ISO9797_M2;yes;0.303000
ALG_DES_CBC_PKCS5;yes;0.293000
ALG_DES_ECB_NOPAD;yes;0.302000
ALG_DES_ECB_ISO9797_M1;yes;0.294000
ALG_DES_ECB_ISO9797_M2;yes;0.305000
ALG_DES_ECB_PKCS5;yes;0.294000
ALG_RSA_ISO14888;no;
ALG_RSA_PKCS1;yes;0.160000
