INFO: This file was generated by AlgTest utility. See http://www.fi.muni.cz/~xsvenda/jcsupport.html for more results, source codes and other details.;
Tested and provided by; insert your name please.;
Execution date/time; 2019/04/19 19:40:40
AlgTestJClient version; 1.7.7
AlgTest applet version; 1.7.7
Used reader; PC/SC terminal Gemplus USB Smart Card Reader 0
Card ATR; 3b f9 13 00 00 81 31 fe 45 4a 43 4f 50 32 34 32 52 33 a2
Card name; NXP JCOP21 v2.4.2R3
Performance; yes
Used protocol; T=1
Package_AID_test; NXP_JCOP_v2.4.2R3_AIDSUPPORT_3BF91300008131FE454A434F503234325233A2.csv

JavaCard support version;3.0.1;

JCSystem.getVersion()[Major.Minor];3.0;
JCSystem.isObjectDeletionSupported;yes;
JCSystem.MEMORY_TYPE_PERSISTENT;>32767B;
JCSystem.MEMORY_TYPE_TRANSIENT_RESET;3277B;
JCSystem.MEMORY_TYPE_TRANSIENT_DESELECT;512B;
JCSystem.getMaxCommitCapacity();512B;

CPLC; 9f 7f 2a 47 90 50 74 47 91 23 48 40 00 30 25 00 24 31 96 55 31 48 12 30 32 00 00 00 00 17 1a 39 30 32 34 33 31 00 00 00 00 00 00 00 00
CPLC.ICFabricator;4790;NXP
CPLC.ICType;5074
CPLC.OperatingSystemID;4791
CPLC.OperatingSystemReleaseDate;2348
CPLC.OperatingSystemReleaseLevel;4000
CPLC.ICFabricationDate;3025;(Y DDD) date in that year
CPLC.ICSerialNumber;00243196
CPLC.ICBatchIdentifier;5531
CPLC.ICModuleFabricator;4812
CPLC.ICModulePackagingDate;3032
CPLC.ICCManufacturer;0000
CPLC.ICEmbeddingDate;0000
CPLC.ICPrePersonalizer;171a
CPLC.ICPrePersonalizationEquipmentDate;3930
CPLC.ICPrePersonalizationEquipmentID;32343331
CPLC.ICPersonalizer;0000
CPLC.ICPersonalizationDate;0000
CPLC.ICPersonalizationEquipmentID;00000000
CPLC.ICPersonalizationEquipmentID;00000000

javacardx.crypto.Cipher
ALG_DES_CBC_NOPAD;yes;0,092000
ALG_DES_CBC_ISO9797_M1;yes;0,090000
ALG_DES_CBC_ISO9797_M2;yes;0,080000
ALG_DES_CBC_PKCS5;no;
ALG_DES_ECB_NOPAD;yes;0,092000
ALG_DES_ECB_ISO9797_M1;yes;0,080000
ALG_DES_ECB_ISO9797_M2;yes;0,080000
ALG_DES_ECB_PKCS5;no;
ALG_RSA_ISO14888;no;
ALG_RSA_PKCS1;yes;0,100000
ALG_RSA_ISO9796;no;
ALG_RSA_NOPAD;yes;0,110000
ALG_AES_BLOCK_128_CBC_NOPAD;yes;0,100000
ALG_AES_BLOCK_128_ECB_NOPAD;yes;0,090000
ALG_RSA_PKCS1_OAEP;no;
ALG_KOREAN_SEED_ECB_NOPAD;yes;0,102000
ALG_KOREAN_SEED_CBC_NOPAD;yes;0,100000
ALG_AES_BLOCK_192_CBC_NOPAD;no;
ALG_AES_BLOCK_192_ECB_NOPAD;no;
ALG_AES_BLOCK_256_CBC_NOPAD;no;
ALG_AES_BLOCK_256_ECB_NOPAD;no;
ALG_AES_CBC_ISO9797_M1;no;
ALG_AES_CBC_ISO9797_M2;no;
ALG_AES_CBC_PKCS5;no;
ALG_AES_ECB_ISO9797_M1;no;
ALG_AES_ECB_ISO9797_M2;no;
ALG_AES_ECB_PKCS5;no;

javacard.crypto.Signature
ALG_DES_MAC4_NOPAD;no;
ALG_DES_MAC8_NOPAD;yes;0,090000
ALG_DES_MAC4_ISO9797_M1;no;
ALG_DES_MAC8_ISO9797_M1;yes;0,080000
ALG_DES_MAC4_ISO9797_M2;no;
ALG_DES_MAC8_ISO9797_M2;yes;0,090000
ALG_DES_MAC4_PKCS5;no;
ALG_DES_MAC8_PKCS5;no;
ALG_RSA_SHA_ISO9796;yes;0,150000
ALG_RSA_SHA_PKCS1;yes;0,135000
ALG_RSA_MD5_PKCS1;yes;0,142000
ALG_RSA_RIPEMD160_ISO9796;no;
ALG_RSA_RIPEMD160_PKCS1;no;
ALG_DSA_SHA;no;
ALG_RSA_SHA_RFC2409;no;
ALG_RSA_MD5_RFC2409;no;
ALG_ECDSA_SHA;yes;0,090000
ALG_AES_MAC_128_NOPAD;yes;0,090000
ALG_DES_MAC4_ISO9797_1_M2_ALG3;no;
ALG_DES_MAC8_ISO9797_1_M2_ALG3;yes;0,090000
ALG_RSA_SHA_PKCS1_PSS;yes;0,140000
ALG_RSA_MD5_PKCS1_PSS;no;
ALG_RSA_RIPEMD160_PKCS1_PSS;no;
ALG_HMAC_SHA1;no;
ALG_HMAC_SHA_256;no;
ALG_HMAC_SHA_384;no;
ALG_HMAC_SHA_512;no;
ALG_HMAC_MD5;no;
ALG_HMAC_RIPEMD160;no;
ALG_RSA_SHA_ISO9796_MR;no;
ALG_RSA_RIPEMD160_ISO9796_MR;no;
ALG_SEED_MAC_NOPAD;yes;0,100000
ALG_ECDSA_SHA_256;yes;0,080000
ALG_ECDSA_SHA_384;no;
ALG_AES_MAC_192_NOPAD;no;
ALG_AES_MAC_256_NOPAD;no;
ALG_ECDSA_SHA_224;yes;0,092000
ALG_ECDSA_SHA_512;no;
ALG_RSA_SHA_224_PKCS1;no;
ALG_RSA_SHA_256_PKCS1;yes;0,168000
ALG_RSA_SHA_384_PKCS1;no;
ALG_RSA_SHA_512_PKCS1;no;
ALG_RSA_SHA_224_PKCS1_PSS;yes;0,139000
ALG_RSA_SHA_256_PKCS1_PSS;yes;0,140000
ALG_RSA_SHA_384_PKCS1_PSS;no;
ALG_RSA_SHA_512_PKCS1_PSS;no;
