INFO: This file was generated by AlgTest utility. See http://www.fi.muni.cz/~xsvenda/jcsupport.html for more results, source codes and other details.;
Tested and provided by; insert your name please.;
Execution date/time; 2015/07/21 12:45:39
AlgTestJClient version; 1.6.0
AlgTest applet version; 1.6.0
Used reader; PC/SC terminal Gemplus USB Smart Card Reader 2
Card ATR; 3b f8 13 00 00 81 31 fe 45 4a 43 4f 50 76 32 34 31 b7
Card name; NXP JCOP31 v2.4.1 72K
Used protocol; T=1

JavaCard support version;2.2.2;

JCSystem.getVersion()[Major.Minor];2.2;
JCSystem.isObjectDeletionSupported;yes;
JCSystem.MEMORY_TYPE_PERSISTENT;>32767B;
JCSystem.MEMORY_TYPE_TRANSIENT_RESET;1242B;
JCSystem.MEMORY_TYPE_TRANSIENT_DESELECT;512B;
JCSystem.MEMORY_TYPE_TRANSIENT_DESELECT;512B;

CPLC; 9f 7f 2a 47 90 50 40 47 91 81 02 31 00 10 35 00 21 69 95 48 30 00 00 00 00 00 00 00 00 07 21 26 30 32 31 36 39 00 00 00 00 00 00 00 00
CPLC.ICFabricator;4790;NXP
CPLC.ICType;5040
CPLC.OperatingSystemID;4791
CPLC.OperatingSystemReleaseDate;8102
CPLC.OperatingSystemReleaseLevel;3100
CPLC.ICFabricationDate;1035;(Y DDD) date in that year
CPLC.ICSerialNumber;00216995
CPLC.ICBatchIdentifier;4830
CPLC.ICModuleFabricator;0000
CPLC.ICModulePackagingDate;0000
CPLC.ICCManufacturer;0000
CPLC.ICEmbeddingDate;0000
CPLC.ICPrePersonalizer;0721
CPLC.ICPrePersonalizationEquipmentDate;2630
CPLC.ICPrePersonalizationEquipmentID;32313639
CPLC.ICPersonalizer;0000
CPLC.ICPersonalizationDate;0000
CPLC.ICPersonalizationEquipmentID;00000000
CPLC.ICPersonalizationEquipmentID;00000000

javacardx.crypto.Cipher
ALG_DES_CBC_NOPAD;yes;0,162000
ALG_DES_CBC_ISO9797_M1;yes;0,155000
ALG_DES_CBC_ISO9797_M2;yes;0,159000
ALG_DES_CBC_PKCS5;yes;0,155000
ALG_DES_ECB_NOPAD;yes;0,157000
ALG_DES_ECB_ISO9797_M1;yes;0,148000
ALG_DES_ECB_ISO9797_M2;yes;0,150000
ALG_DES_ECB_PKCS5;no;
ALG_RSA_ISO14888;no;
ALG_RSA_PKCS1;yes;0,172000
ALG_RSA_ISO9796;no;
ALG_RSA_NOPAD;yes;0,181000
ALG_AES_BLOCK_128_CBC_NOPAD;yes;0,163000
ALG_AES_BLOCK_128_ECB_NOPAD;yes;0,156000
ALG_RSA_PKCS1_OAEP;no;
ALG_KOREAN_SEED_ECB_NOPAD;yes;0,165000
ALG_KOREAN_SEED_CBC_NOPAD;yes;0,165000
ALG_AES_BLOCK_192_CBC_NOPAD;no;
ALG_AES_BLOCK_192_ECB_NOPAD;no;
ALG_AES_BLOCK_256_CBC_NOPAD;no;
ALG_AES_BLOCK_256_ECB_NOPAD;no;
ALG_AES_CBC_ISO9797_M1;no;
ALG_AES_CBC_ISO9797_M2;no;
ALG_AES_CBC_PKCS5;no;
ALG_AES_ECB_ISO9797_M1;no;
ALG_AES_ECB_ISO9797_M2;no;
ALG_AES_ECB_PKCS5;no;

javacard.crypto.Signature
ALG_DES_MAC4_NOPAD;no;
ALG_DES_MAC8_NOPAD;yes;0,160000
ALG_DES_MAC4_ISO9797_M1;no;
ALG_DES_MAC8_ISO9797_M1;yes;0,157000
ALG_DES_MAC4_ISO9797_M2;no;
ALG_DES_MAC8_ISO9797_M2;yes;0,156000
ALG_DES_MAC4_PKCS5;no;
ALG_DES_MAC8_PKCS5;no;
