INFO: This file was generated by AlgTest utility. See http://www.fi.muni.cz/~xsvenda/jcsupport.html for more results, source codes and other details.;
Tested and provided by; PetrS;
Execution date/time; 2019/04/19 19:32:20
AlgTestJClient version; 1.7.7
AlgTest applet version; 1.7.7
Used reader; PC/SC terminal Generic EMV Smartcard Reader 0
Card ATR; 3b 9c 95 80 81 1f 03 90 67 46 4a 01 00 35 04 f2 72 fe 00 a1
Card name; Feitian JavaCOS A22CR
Used protocol; T=1
Package_AID_test; Feitian_A22CR_AIDSUPPORT_3B9C9580811F039067464A01003504F272FE00A1.csv

JavaCard support version;3.0.4
JCSystem.getVersion()[Major.Minor];3.0;
JCSystem.isObjectDeletionSupported;yes;
JCSystem.MEMORY_TYPE_PERSISTENT;>32767B;
JCSystem.MEMORY_TYPE_TRANSIENT_RESET;1373B;
JCSystem.MEMORY_TYPE_TRANSIENT_DESELECT;512B;
JCSystem.getMaxCommitCapacity();512B;

CPLC; 9f 7f 2a 40 90 78 92 86 aa 61 53 01 35 62 57 09 00 e0 61 05 52 40 90 62 57 86 aa 62 57 86 aa 62 57 00 00 00 00 00 00 00 00 00 00 00 00
CPLC.ICFabricator;4090;Infineon
CPLC.ICType;7892
CPLC.OperatingSystemID;86aa
CPLC.OperatingSystemReleaseDate;6153
CPLC.OperatingSystemReleaseLevel;0135
CPLC.ICFabricationDate;6257;(Y DDD) date in that year
CPLC.ICSerialNumber;0900e061
CPLC.ICBatchIdentifier;0552
CPLC.ICModuleFabricator;4090
CPLC.ICModulePackagingDate;6257
CPLC.ICCManufacturer;86aa
CPLC.ICEmbeddingDate;6257
CPLC.ICPrePersonalizer;86aa
CPLC.ICPrePersonalizationEquipmentDate;6257
CPLC.ICPrePersonalizationEquipmentID;00000000
CPLC.ICPersonalizer;0000
CPLC.ICPersonalizationDate;0000
CPLC.ICPersonalizationEquipmentID;00000000
CPLC.ICPersonalizationEquipmentID;00000000

javacardx.crypto.Cipher
ALG_DES_CBC_NOPAD;yes;0.041000
ALG_DES_CBC_ISO9797_M1;yes;0.043000
ALG_DES_CBC_ISO9797_M2;yes;0.043000
ALG_DES_CBC_PKCS5;yes;0.044000
ALG_DES_ECB_NOPAD;yes;0.041000
