INFO: This file was generated by AlgTest utility. See http://www.fi.muni.cz/~xsvenda/jcsupport.html for more results, source codes and other details.;
Tested and provided by; PetrS;
Execution date/time; 2018/12/12 10:22:05
AlgTestJClient version; 1.7.7
AlgTest applet version; 1.7.7
Used reader; Generic EMV Smartcard Reader 0
Card ATR; 3b 11 95 80
Card name; NXP JCOP3 J3H145 SECID P60
Card provider; https://www.javacardos.com/store/products/10029
Used protocol; T=0
High-power mode supported (relevant only to SIM cards according to ETSI 102 221); no
Package_AID_test; NXP_JCOP3_J3H145_SECID_P60_AIDSUPPORT_3B119580.csv

JavaCard support version;3.0.4

JCSystem.getVersion()[Major.Minor];3.0;
JCSystem.isObjectDeletionSupported;yes;
JCSystem.MEMORY_TYPE_PERSISTENT;>32767B;
JCSystem.MEMORY_TYPE_TRANSIENT_RESET;2792B;
JCSystem.MEMORY_TYPE_TRANSIENT_DESELECT;32767B;
JCSystem.getMaxCommitCapacity();32767B;

CPLC; 9f 7f 2a 47 90 05 03 82 11 63 51 03 02 81 92 00 16 82 07 41 19 4e 30 50 38 32 38 44 52 49 31 30 30 31 36 38 32 02 00 01 21 87 a9 3c c3
CPLC.ICFabricator;4790;NXP
CPLC.ICType;0503
CPLC.OperatingSystemID;8211
CPLC.OperatingSystemReleaseDate;6351
CPLC.OperatingSystemReleaseLevel;0302
CPLC.ICFabricationDate;8192;(Y DDD) date in that year
CPLC.ICSerialNumber;00168207
CPLC.ICBatchIdentifier;4119
CPLC.ICModuleFabricator;4e30
CPLC.ICModulePackagingDate;5038
CPLC.ICCManufacturer;3238
CPLC.ICEmbeddingDate;4452
CPLC.ICPrePersonalizer;4931
CPLC.ICPrePersonalizationEquipmentDate;3030
CPLC.ICPrePersonalizationEquipmentID;31363832
CPLC.ICPersonalizer;0200
CPLC.ICPersonalizationDate;0121
CPLC.ICPersonalizationEquipmentID;87a93cc3
CPLC.ICPersonalizationEquipmentID;87a93cc3

javacardx.crypto.Cipher
ALG_DES_CBC_NOPAD;yes;0.114000
ALG_DES_CBC_ISO9797_M1;yes;0.104000
ALG_DES_CBC_ISO9797_M2;yes;0.109000
ALG_DES_CBC_PKCS5;no;
ALG_DES_ECB_NOPAD;yes;0.103000
ALG_DES_ECB_ISO9797_M1;yes;0.103000
ALG_DES_ECB_ISO9797_M2;yes;0.103000
ALG_DES_ECB_PKCS5;no;
ALG_RSA_ISO14888;no;
ALG_RSA_PKCS1;yes;0.060000
ALG_RSA_ISO9796;no;
ALG_RSA_NOPAD;yes;0.060000
ALG_AES_BLOCK_128_CBC_NOPAD;yes;0.110000
ALG_AES_BLOCK_128_ECB_NOPAD;yes;0.113000
ALG_RSA_PKCS1_OAEP;yes;0.053000
ALG_KOREAN_SEED_ECB_NOPAD;no;
ALG_KOREAN_SEED_CBC_NOPAD;no;
ALG_AES_BLOCK_192_CBC_NOPAD;no;
ALG_AES_BLOCK_192_ECB_NOPAD;no;
ALG_AES_BLOCK_256_CBC_NOPAD;no;
ALG_AES_BLOCK_256_ECB_NOPAD;no;
ALG_AES_CBC_ISO9797_M1;yes;0.108000
ALG_AES_CBC_ISO9797_M2;yes;0.107000
ALG_AES_CBC_PKCS5;no;
ALG_AES_ECB_ISO9797_M1;yes;0.109000
ALG_AES_ECB_ISO9797_M2;yes;0.103000
ALG_AES_ECB_PKCS5;no;

javacard.crypto.Signature
ALG_DES_MAC4_NOPAD;no;
ALG_DES_MAC8_NOPAD;yes;0.106000
ALG_DES_MAC4_ISO9797_M1;no;
ALG_DES_MAC8_ISO9797_M1;yes;0.102000
ALG_DES_MAC4_ISO9797_M2;yes;0.107000
ALG_DES_MAC8_ISO9797_M2;yes;0.110000
ALG_DES_MAC4_PKCS5;no;
ALG_DES_MAC8_PKCS5;no;
ALG_RSA_SHA_ISO9796;yes;0.058000
ALG_RSA_SHA_PKCS1;yes;0.064000
ALG_RSA_MD5_PKCS1;no;
ALG_RSA_RIPEMD160_ISO9796;no;
ALG_RSA_RIPEMD160_PKCS1;no;
ALG_DSA_SHA;no;
ALG_RSA_SHA_RFC2409;no;
ALG_RSA_MD5_RFC2409;no;
ALG_ECDSA_SHA;yes;0.056000
ALG_AES_MAC_128_NOPAD;yes;0.107000
ALG_DES_MAC4_ISO9797_1_M2_ALG3;yes;0.112000
ALG_DES_MAC8_ISO9797_1_M2_ALG3;yes;0.110000
ALG_RSA_SHA_PKCS1_PSS;yes;0.107000
ALG_RSA_MD5_PKCS1_PSS;no;
ALG_RSA_RIPEMD160_PKCS1_PSS;no;
