INFO: This file was generated by AlgTest utility. See http://www.fi.muni.cz/~xsvenda/jcsupport.html for more results, source codes and other details.;
Tested and provided by; insert your name please.;
Execution date/time; 2016/10/17 20:16:32
AlgTestJClient version; 1.7.1
AlgTest applet version; 1.7.0
Used reader; PC/SC terminal FT CCID 0
Card ATR; 3b f9 13 00 00 81 31 fe 45 4a 43 4f 50 32 34 32 52 33 a2
Card name; FT-K9-NXP-J3E081
Used protocol; T=1

JavaCard support version;3.0.1;

JCSystem.getVersion()[Major.Minor];3.0;
JCSystem.isObjectDeletionSupported;yes;
JCSystem.MEMORY_TYPE_PERSISTENT;>32767B;
JCSystem.MEMORY_TYPE_TRANSIENT_RESET;3107B;
JCSystem.MEMORY_TYPE_TRANSIENT_DESELECT;512B;
JCSystem.getMaxCommitCapacity();512B;

CPLC; 9f 7f 2a 47 90 51 68 47 91 23 48 40 00 61 13 00 16 52 93 78 24 48 12 61 20 00 00 00 00 15 25 0b 30 31 36 35 32 00 00 00 00 00 00 00 00
CPLC.ICFabricator;4790;NXP
CPLC.ICType;5168
CPLC.OperatingSystemID;4791
CPLC.OperatingSystemReleaseDate;2348
CPLC.OperatingSystemReleaseLevel;4000
CPLC.ICFabricationDate;6113;(Y DDD) date in that year
CPLC.ICSerialNumber;00165293
CPLC.ICBatchIdentifier;7824
CPLC.ICModuleFabricator;4812
CPLC.ICModulePackagingDate;6120
CPLC.ICCManufacturer;0000
CPLC.ICEmbeddingDate;0000
CPLC.ICPrePersonalizer;1525
CPLC.ICPrePersonalizationEquipmentDate;0b30
CPLC.ICPrePersonalizationEquipmentID;31363532
CPLC.ICPersonalizer;0000
CPLC.ICPersonalizationDate;0000
CPLC.ICPersonalizationEquipmentID;00000000
CPLC.ICPersonalizationEquipmentID;00000000

javacardx.crypto.Cipher
ALG_DES_CBC_NOPAD;yes;0.082000
ALG_DES_CBC_ISO9797_M1;yes;0.090000
ALG_DES_CBC_ISO9797_M2;yes;0.080000
ALG_DES_CBC_PKCS5;no;
ALG_DES_ECB_NOPAD;yes;0.080000
ALG_DES_ECB_ISO9797_M1;yes;0.080000
ALG_DES_ECB_ISO9797_M2;yes;0.070000
ALG_DES_ECB_PKCS5;no;
ALG_RSA_ISO14888;no;
ALG_RSA_PKCS1;yes;0.100000
ALG_RSA_ISO9796;no;
ALG_RSA_NOPAD;yes;0.110000
ALG_AES_BLOCK_128_CBC_NOPAD;yes;0.090000
ALG_AES_BLOCK_128_ECB_NOPAD;yes;0.090000
ALG_RSA_PKCS1_OAEP;no;
ALG_KOREAN_SEED_ECB_NOPAD;yes;0.090000
ALG_KOREAN_SEED_CBC_NOPAD;yes;0.090000
ALG_AES_BLOCK_192_CBC_NOPAD;no;
ALG_AES_BLOCK_192_ECB_NOPAD;no;
ALG_AES_BLOCK_256_CBC_NOPAD;no;
ALG_AES_BLOCK_256_ECB_NOPAD;no;
ALG_AES_CBC_ISO9797_M1;no;
ALG_AES_CBC_ISO9797_M2;no;
ALG_AES_CBC_PKCS5;no;
ALG_AES_ECB_ISO9797_M1;no;
ALG_AES_ECB_ISO9797_M2;no;
ALG_AES_ECB_PKCS5;no;

javacard.crypto.Signature
ALG_DES_MAC4_NOPAD;no;
ALG_DES_MAC8_NOPAD;yes;0.080000
ALG_DES_MAC4_ISO9797_M1;no;
ALG_DES_MAC8_ISO9797_M1;yes;0.080000
ALG_DES_MAC4_ISO9797_M2;no;
ALG_DES_MAC8_ISO9797_M2;yes;0.090000
ALG_DES_MAC4_PKCS5;no;
ALG_DES_MAC8_PKCS5;no;
ALG_RSA_SHA_ISO9796;yes;0.150000
ALG_RSA_SHA_PKCS1;yes;0.110000
ALG_RSA_MD5_PKCS1;yes;0.120000
ALG_RSA_RIPEMD160_ISO9796;no;
ALG_RSA_RIPEMD160_PKCS1;no;
ALG_DSA_SHA;no;
ALG_RSA_SHA_RFC2409;no;
ALG_RSA_MD5_RFC2409;no;
ALG_ECDSA_SHA;yes;0.080000
ALG_AES_MAC_128_NOPAD;yes;0.090000
ALG_DES_MAC4_ISO9797_1_M2_ALG3;no;
