INFO: This file was generated by AlgTest utility. See http://www.fi.muni.cz/~xsvenda/jcsupport.html for more results, source codes and other details.;
Tested and provided by; Ivo Kubjas;
Execution date/time; 2015/04/11 22:42:56
AlgTestJClient version; 1.3.0
AlgTest applet version; 1.3
Used reader; PC/SC terminal ACS ACR 38U-CCID 00 00
Card ATR; 3b fc 18 00 00 81 31 80 45 90 67 46 4a 00 68 08 04 00 00 00 00 0e 
Card name; JavaCOS A22 dual interface Java card - 150K http://www.smartcardfocus.com/shop/ilp/id~712/javacos-a22-dual-interface-java-card-150k/p/index.shtml 
Used protocol; T=1

JCSystem.getVersion()[Major.Minor];3.0;
JCSystem.isObjectDeletionSupported;yes;
JCSystem.MEMORY_TYPE_PERSISTENT;>32767B;
JCSystem.MEMORY_TYPE_TRANSIENT_RESET;2795B;
JCSystem.MEMORY_TYPE_TRANSIENT_DESELECT;2795B;


javacardx.crypto.Cipher
ALG_DES_CBC_NOPAD;yes;0.066000
ALG_DES_CBC_ISO9797_M1;yes;0.066000
ALG_DES_CBC_ISO9797_M2;yes;0.066000
ALG_DES_CBC_PKCS5;yes;0.066000
ALG_DES_ECB_NOPAD;yes;0.066000
ALG_DES_ECB_ISO9797_M1;yes;0.066000
ALG_DES_ECB_ISO9797_M2;yes;0.066000
ALG_DES_ECB_PKCS5;yes;0.066000
ALG_RSA_ISO14888;no;
ALG_RSA_PKCS1;yes;0.066000
ALG_RSA_ISO9796;no;
ALG_RSA_NOPAD;yes;0.069000
ALG_AES_BLOCK_128_CBC_NOPAD;yes;0.065000
ALG_AES_BLOCK_128_ECB_NOPAD;yes;0.066000
ALG_RSA_PKCS1_OAEP;no;
ALG_KOREAN_SEED_ECB_NOPAD;yes;0.066000
ALG_KOREAN_SEED_CBC_NOPAD;yes;0.066000
ALG_AES_BLOCK_192_CBC_NOPAD;no;
ALG_AES_BLOCK_192_ECB_NOPAD;no;
ALG_AES_BLOCK_256_CBC_NOPAD;no;
ALG_AES_BLOCK_256_ECB_NOPAD;no;
ALG_AES_CBC_ISO9797_M1;yes;0.066000
ALG_AES_CBC_ISO9797_M2;yes;0.066000
ALG_AES_CBC_PKCS5;yes;0.066000
ALG_AES_ECB_ISO9797_M1;yes;0.066000
ALG_AES_ECB_ISO9797_M2;yes;0.066000
ALG_AES_ECB_PKCS5;yes;0.069000

javacard.crypto.Signature
ALG_DES_MAC4_NOPAD;yes;0.066000
ALG_DES_MAC8_NOPAD;yes;0.065000
ALG_DES_MAC4_ISO9797_M1;yes;0.065000
ALG_DES_MAC8_ISO9797_M1;yes;0.066000
ALG_DES_MAC4_ISO9797_M2;yes;0.066000
ALG_DES_MAC8_ISO9797_M2;yes;0.066000
ALG_DES_MAC4_PKCS5;yes;0.065000
ALG_DES_MAC8_PKCS5;yes;0.066000
ALG_RSA_SHA_ISO9796;yes;0.066000
ALG_RSA_SHA_PKCS1;yes;0.065000
ALG_RSA_MD5_PKCS1;yes;0.066000
ALG_RSA_RIPEMD160_ISO9796;no;
ALG_RSA_RIPEMD160_PKCS1;no;
ALG_DSA_SHA;no;
ALG_RSA_SHA_RFC2409;no;
ALG_RSA_MD5_RFC2409;no;
ALG_ECDSA_SHA;no;
ALG_AES_MAC_128_NOPAD;yes;0.065000
ALG_DES_MAC4_ISO9797_1_M2_ALG3;yes;0.065000
ALG_DES_MAC8_ISO9797_1_M2_ALG3;yes;0.066000
ALG_RSA_SHA_PKCS1_PSS;no;
ALG_RSA_MD5_PKCS1_PSS;no;
ALG_RSA_RIPEMD160_PKCS1_PSS;no;
ALG_HMAC_SHA1;no;
ALG_HMAC_SHA_256;no;
ALG_HMAC_SHA_384;no;
ALG_HMAC_SHA_512;no;
ALG_HMAC_MD5;no;
ALG_HMAC_RIPEMD160;no;
ALG_RSA_SHA_ISO9796_MR;yes;0.066000
ALG_RSA_RIPEMD160_ISO9796_MR;no;
ALG_SEED_MAC_NOPAD;yes;0.066000
ALG_ECDSA_SHA_256;no;
ALG_ECDSA_SHA_384;no;
ALG_AES_MAC_192_NOPAD;no;
ALG_AES_MAC_256_NOPAD;no;
ALG_ECDSA_SHA_224;no;
ALG_ECDSA_SHA_512;no;
ALG_RSA_SHA_224_PKCS1;no;
ALG_RSA_SHA_256_PKCS1;no;
ALG_RSA_SHA_384_PKCS1;no;
ALG_RSA_SHA_512_PKCS1;no;
ALG_RSA_SHA_224_PKCS1_PSS;no;
ALG_RSA_SHA_256_PKCS1_PSS;no;
ALG_RSA_SHA_384_PKCS1_PSS;no;
ALG_RSA_SHA_512_PKCS1_PSS;no;
ALG_DES_MAC4_ISO9797_1_M1_ALG3;no;
ALG_DES_MAC8_ISO9797_1_M1_ALG3;no;

javacard.security.MessageDigest
ALG_SHA;yes;0.066000
ALG_MD5;yes;0.065000
ALG_RIPEMD160;no;
ALG_SHA_256;yes;0.065000
ALG_SHA_384;yes;0.065000
ALG_SHA_512;yes;0.065000
ALG_SHA_224;no;

javacard.security.RandomData
ALG_PSEUDO_RANDOM;yes;0.061000
ALG_SECURE_RANDOM;yes;0.020000

javacard.security.KeyBuilder
TYPE_DES_TRANSIENT_RESET;yes;0.041000
TYPE_DES_TRANSIENT_DESELECT;yes;0.024000
TYPE_DES LENGTH_DES;yes;0.077000
TYPE_DES LENGTH_DES3_2KEY;yes;0.077000
TYPE_DES LENGTH_DES3_3KEY;yes;0.077000
TYPE_AES_TRANSIENT_RESET;yes;0.024000
TYPE_AES_TRANSIENT_DESELECT;yes;0.024000
TYPE_AES LENGTH_AES_128;yes;0.069000
TYPE_AES LENGTH_AES_192;yes;0.069000
TYPE_AES LENGTH_AES_256;yes;0.070000
TYPE_RSA_PUBLIC LENGTH_RSA_512;yes;0.067000
TYPE_RSA_PUBLIC LENGTH_RSA_736;no;
TYPE_RSA_PUBLIC LENGTH_RSA_768;yes;0.066000
TYPE_RSA_PUBLIC LENGTH_RSA_896;yes;0.066000
TYPE_RSA_PUBLIC LENGTH_RSA_1024;yes;0.066000
TYPE_RSA_PUBLIC LENGTH_RSA_1280;yes;0.067000
TYPE_RSA_PUBLIC LENGTH_RSA_1536;yes;0.066000
TYPE_RSA_PUBLIC LENGTH_RSA_1984;yes;0.067000
TYPE_RSA_PUBLIC LENGTH_RSA_2048;yes;0.067000
TYPE_RSA_PUBLIC LENGTH_RSA_3072;no;
TYPE_RSA_PUBLIC LENGTH_RSA_4096;no;
TYPE_RSA_PRIVATE LENGTH_RSA_512;yes;0.067000
TYPE_RSA_PRIVATE LENGTH_RSA_736;no;
TYPE_RSA_PRIVATE LENGTH_RSA_768;yes;0.066000
TYPE_RSA_PRIVATE LENGTH_RSA_896;yes;0.066000
TYPE_RSA_PRIVATE LENGTH_RSA_1024;yes;0.066000
TYPE_RSA_PRIVATE LENGTH_RSA_1280;yes;0.066000
TYPE_RSA_PRIVATE LENGTH_RSA_1536;yes;0.066000
TYPE_RSA_PRIVATE LENGTH_RSA_1984;yes;0.067000
TYPE_RSA_PRIVATE LENGTH_RSA_2048;yes;0.067000
TYPE_RSA_PRIVATE LENGTH_RSA_3072;no;
TYPE_RSA_PRIVATE LENGTH_RSA_4096;no;
TYPE_RSA_PRIVATE_TRANSIENT_RESET;yes;0.018000
TYPE_RSA_PRIVATE_TRANSIENT_DESELECT;yes;0.018000
TYPE_RSA_CRT_PRIVATE LENGTH_RSA_512;yes;0.099000
TYPE_RSA_CRT_PRIVATE LENGTH_RSA_736;no;
TYPE_RSA_CRT_PRIVATE LENGTH_RSA_768;yes;0.098000
TYPE_RSA_CRT_PRIVATE LENGTH_RSA_896;yes;0.098000
TYPE_RSA_CRT_PRIVATE LENGTH_RSA_1024;yes;0.099000
TYPE_RSA_CRT_PRIVATE LENGTH_RSA_1280;yes;0.098000
TYPE_RSA_CRT_PRIVATE LENGTH_RSA_1536;yes;0.099000
TYPE_RSA_CRT_PRIVATE LENGTH_RSA_1984;yes;0.102000
TYPE_RSA_CRT_PRIVATE LENGTH_RSA_2048;yes;0.098000
TYPE_RSA_CRT_PRIVATE LENGTH_RSA_3072;no;
TYPE_RSA_CRT_PRIVATE LENGTH_RSA_4096;no;
TYPE_RSA_CRT_PRIVATE_TRANSIENT_RESET;yes;0.018000
TYPE_RSA_CRT_PRIVATE_TRANSIENT_DESELECT;yes;0.018000
TYPE_DSA_PRIVATE LENGTH_DSA_512;no;
TYPE_DSA_PRIVATE LENGTH_DSA_768;no;
TYPE_DSA_PRIVATE LENGTH_DSA_1024;no;
TYPE_DSA_PRIVATE_TRANSIENT_RESET;no;
TYPE_DSA_PRIVATE_TRANSIENT_DESELECT;no;
TYPE_DSA_PUBLIC LENGTH_DSA_512;no;
TYPE_DSA_PUBLIC LENGTH_DSA_768;no;
TYPE_DSA_PUBLIC LENGTH_DSA_1024;no;
TYPE_EC_F2M_PRIVATE LENGTH_EC_F2M_113;no;
TYPE_EC_F2M_PRIVATE LENGTH_EC_F2M_131;no;
TYPE_EC_F2M_PRIVATE LENGTH_EC_F2M_163;no;
TYPE_EC_F2M_PRIVATE LENGTH_EC_F2M_193;no;
TYPE_EC_F2M_PRIVATE_TRANSIENT_RESET;no;
TYPE_EC_F2M_PRIVATE_TRANSIENT_DESELECT;no;
TYPE_EC_FP_PRIVATE LENGTH_EC_FP_112;no;
TYPE_EC_FP_PRIVATE LENGTH_EC_FP_128;no;
TYPE_EC_FP_PRIVATE LENGTH_EC_FP_160;no;
TYPE_EC_FP_PRIVATE LENGTH_EC_FP_192;no;
TYPE_EC_FP_PRIVATE LENGTH_EC_FP_224;no;
TYPE_EC_FP_PRIVATE LENGTH_EC_FP_256;no;
TYPE_EC_FP_PRIVATE LENGTH_EC_FP_384;no;
TYPE_EC_FP_PRIVATE LENGTH_EC_FP_521;no;
TYPE_EC_FP_PRIVATE_TRANSIENT_RESET;no;
TYPE_EC_FP_PRIVATE_TRANSIENT_DESELECT;no;
TYPE_KOREAN_SEED_TRANSIENT_RESET;yes;0.025000
TYPE_KOREAN_SEED_TRANSIENT_DESELECT;yes;0.024000
TYPE_KOREAN_SEED LENGTH_KOREAN_SEED_128;yes;0.070000
TYPE_HMAC_TRANSIENT_RESET;no;
TYPE_HMAC_TRANSIENT_DESELECT;no;
TYPE_HMAC LENGTH_HMAC_SHA_1_BLOCK_64;no;
TYPE_HMAC LENGTH_HMAC_SHA_256_BLOCK_64;no;
TYPE_HMAC LENGTH_HMAC_SHA_384_BLOCK_64;no;
TYPE_HMAC LENGTH_HMAC_SHA_512_BLOCK_64;no;

javacard.security.KeyAgreement
ALG_EC_SVDP_DH;yes;0.030000
ALG_EC_SVDP_DHC;yes;0.030000
ALG_EC_SVDP_DH_KDF;yes;0.030000
ALG_EC_SVDP_DH_PLAIN;yes;0.030000
ALG_EC_SVDP_DHC_KDF;yes;0.031000
ALG_EC_SVDP_DHC_PLAIN;yes;0.031000

javacard.security.Checksum
ALG_ISO3309_CRC16;yes;0.017000
ALG_ISO3309_CRC32;yes;0.017000

javacard.security.KeyPair ALG_RSA on-card generation
ALG_RSA LENGTH_RSA_512;yes;0.416000
ALG_RSA LENGTH_RSA_736;no;
ALG_RSA LENGTH_RSA_768;yes;0.565000
ALG_RSA LENGTH_RSA_896;yes;0.504000
ALG_RSA LENGTH_RSA_1024;yes;2.003000
ALG_RSA LENGTH_RSA_1280;yes;3.345000
ALG_RSA LENGTH_RSA_1536;yes;4.240000
ALG_RSA LENGTH_RSA_1984;yes;5.378000
ALG_RSA LENGTH_RSA_2048;yes;8.260000
ALG_RSA LENGTH_RSA_3072;no;
ALG_RSA LENGTH_RSA_4096;no;

javacard.security.KeyPair ALG_RSA_CRT on-card generation
ALG_RSA_CRT LENGTH_RSA_512;yes;0.526000
ALG_RSA_CRT LENGTH_RSA_736;no;
ALG_RSA_CRT LENGTH_RSA_768;yes;1.605000
ALG_RSA_CRT LENGTH_RSA_896;yes;0.885000
ALG_RSA_CRT LENGTH_RSA_1024;yes;0.908000
ALG_RSA_CRT LENGTH_RSA_1280;yes;1.715000
ALG_RSA_CRT LENGTH_RSA_1536;yes;4.716000
ALG_RSA_CRT LENGTH_RSA_1984;yes;2.613000
ALG_RSA_CRT LENGTH_RSA_2048;yes;7.296000
ALG_RSA_CRT LENGTH_RSA_3072;no;
ALG_RSA_CRT LENGTH_RSA_4096;no;

javacard.security.KeyPair ALG_DSA on-card generation
ALG_DSA LENGTH_DSA_512;no;
ALG_DSA LENGTH_DSA_768;no;
ALG_DSA LENGTH_DSA_1024;no;

javacard.security.KeyPair ALG_EC_F2M on-card generation
ALG_EC_F2M LENGTH_EC_F2M_113;no;
ALG_EC_F2M LENGTH_EC_F2M_131;no;
ALG_EC_F2M LENGTH_EC_F2M_163;no;
ALG_EC_F2M LENGTH_EC_F2M_193;no;

javacard.security.KeyPair ALG_EC_FP on-card generation
ALG_EC_FP LENGTH_EC_FP_112;no;
ALG_EC_FP LENGTH_EC_FP_128;no;
ALG_EC_FP LENGTH_EC_FP_160;no;
ALG_EC_FP LENGTH_EC_FP_192;no;
ALG_EC_FP LENGTH_EC_FP_224;no;
ALG_EC_FP LENGTH_EC_FP_256;no;
ALG_EC_FP LENGTH_EC_FP_384;no;
ALG_EC_FP LENGTH_EC_FP_521;no;

Support for variable public exponent for RSA 1024. If supported, user-defined fast modular exponentiation can be executed on the smart card via cryptographic coprocessor. This is very specific feature and you will probably not need it;
Allocate RSA 1024 objects;no;
Set random modulus;yes;0.015000 sec;
Set random public exponent;no;
Initialize cipher with public key with random exponent;no;
Use random public exponent;no;
