INFO: This file was generated by AlgTest utility. See http://www.fi.muni.cz/~xsvenda/jcsupport.html for more results, source codes and other details.;
Tested and provided by; insert your name please.;,
Execution date/time; 2019/04/19 21:59:23
AlgTestJClient version; 1.7.7
AlgTest applet version; 1.7.7
Used reader; PC/SC terminal Gemplus USB SmartCard Reader 0,
Card ATR; 3b f8 18 00 00 81 31 fe 45 00 73 c8 40 00 00 90 00 80,
Card name; J3H081 EMV,
Card provider; 
Used protocol; T=1,

JavaCard support version;3.0.4;

JCSystem.getVersion()[Major.Minor];3.0;,
JCSystem.isObjectDeletionSupported;yes;,
JCSystem.MEMORY_TYPE_PERSISTENT;32140B;,
JCSystem.MEMORY_TYPE_TRANSIENT_RESET;1462B;,
JCSystem.MEMORY_TYPE_TRANSIENT_DESELECT;1960B;,
JCSystem.MEMORY_TYPE_TRANSIENT_DESELECT;1960B;,
,
CPLC; 9f 7f 2a 47 90 6b 64 47 00 e4 d8 03 00 63 55 02 22 23 98 58 13 00 00 00 00 00 00 00 00 02 26 5b 32 32 32 32 33 00 00 00 00 00 00 00 00,
CPLC.ICFabricator;4790;NXP
CPLC.ICType;6b64
CPLC.OperatingSystemID;4700
CPLC.OperatingSystemReleaseDate;e4d8
CPLC.OperatingSystemReleaseLevel;0300
CPLC.ICFabricationDate;6355;(Y DDD) date in that year,
CPLC.ICSerialNumber;02222398
CPLC.ICBatchIdentifier;5813
CPLC.ICModuleFabricator;0000
CPLC.ICModulePackagingDate;0000
CPLC.ICCManufacturer;0000
CPLC.ICEmbeddingDate;0000
CPLC.ICPrePersonalizer;0226
CPLC.ICPrePersonalizationEquipmentDate;5b32
CPLC.ICPrePersonalizationEquipmentID;32323233
CPLC.ICPersonalizer;0000
CPLC.ICPersonalizationDate;0000
CPLC.ICPersonalizationEquipmentID;00000000
CPLC.ICPersonalizationEquipmentID;00000000

javacardx.crypto.Cipher,
ALG_DES_CBC_NOPAD;yes;0.184000,
ALG_DES_CBC_ISO9797_M1;yes;0.184000,
ALG_DES_CBC_ISO9797_M2;yes;0.186000,
ALG_DES_CBC_PKCS5;no;,
ALG_DES_ECB_NOPAD;yes;0.178000,
ALG_DES_ECB_ISO9797_M1;yes;0.174000,
ALG_DES_ECB_ISO9797_M2;yes;0.175000,
ALG_DES_ECB_PKCS5;no;,
ALG_RSA_ISO14888;no;,
