INFO: This file was generated by AlgTest utility. See http://www.fi.muni.cz/~xsvenda/jcsupport.html for more results, source codes and other details.;
Tested and provided by; Satochip (https://github.com/Toporin);
Execution date/time; 2019/02/13 09:04:09
AlgTestJClient version; 1.7.6
AlgTest applet version; 1.7.6
Used reader; Feitian SCR301 0
Card ATR; 3b fc 18 00 00 81 31 80 45 90 67 46 4a 01 00 87 06 00 00 00 00 ea
Card name; Feitian-FTJCOS
Card provider; https://www.ftsafe.com/onlinestore/product?id=18
Used protocol; T=1
High-power mode supported (relevant only to SIM cards according to ETSI 102 221); no

JavaCard support version;3.0.4;

JCSystem.getVersion()[Major.Minor];3.0;
JCSystem.isObjectDeletionSupported;yes;
JCSystem.MEMORY_TYPE_PERSISTENT;>32767B;
JCSystem.MEMORY_TYPE_TRANSIENT_RESET;1761B;
JCSystem.getMaxCommitCapacity();384B;
JCSystem.getMaxCommitCapacity();384B;

CPLC; 9f 7f 2a 40 90 77 94 86 aa 73 11 01 87 80 37 18 02 10 11 05 2f 40 90 80 37 86 aa 80 37 86 aa 80 37 00 00 00 00 00 00 00 00 00 00 00 00
CPLC.ICFabricator;4090;Infineon
CPLC.ICType;7794
CPLC.OperatingSystemID;86aa
CPLC.OperatingSystemReleaseDate;7311
CPLC.OperatingSystemReleaseLevel;0187
CPLC.ICFabricationDate;8037;(Y DDD) date in that year
CPLC.ICSerialNumber;18021011
CPLC.ICBatchIdentifier;052f
CPLC.ICModuleFabricator;4090
CPLC.ICModulePackagingDate;8037
CPLC.ICCManufacturer;86aa
CPLC.ICEmbeddingDate;8037
CPLC.ICPrePersonalizer;86aa
CPLC.ICPrePersonalizationEquipmentDate;8037
CPLC.ICPrePersonalizationEquipmentID;00000000
CPLC.ICPersonalizer;0000
CPLC.ICPersonalizationDate;0000
CPLC.ICPersonalizationEquipmentID;00000000
CPLC.ICPersonalizationEquipmentID;00000000

javacardx.crypto.Cipher
ALG_DES_CBC_NOPAD;yes;0.059000
ALG_DES_CBC_ISO9797_M1;yes;0.057000
ALG_DES_CBC_ISO9797_M2;yes;0.057000
ALG_DES_CBC_PKCS5;yes;0.060000
ALG_DES_ECB_NOPAD;yes;0.059000
ALG_DES_ECB_ISO9797_M1;yes;0.060000
ALG_DES_ECB_ISO9797_M2;yes;0.057000
ALG_DES_ECB_PKCS5;yes;0.059000
ALG_RSA_ISO14888;no;
ALG_RSA_PKCS1;yes;0.059000
ALG_RSA_ISO9796;no;
ALG_RSA_NOPAD;yes;0.058000
ALG_AES_BLOCK_128_CBC_NOPAD;yes;0.058000
ALG_AES_BLOCK_128_ECB_NOPAD;yes;0.060000
ALG_RSA_PKCS1_OAEP;no;
ALG_KOREAN_SEED_ECB_NOPAD;no;
ALG_KOREAN_SEED_CBC_NOPAD;no;
ALG_AES_BLOCK_192_CBC_NOPAD;no;
ALG_AES_BLOCK_192_ECB_NOPAD;no;
ALG_AES_BLOCK_256_CBC_NOPAD;no;
ALG_AES_BLOCK_256_ECB_NOPAD;no;
ALG_AES_CBC_ISO9797_M1;yes;0.058000
ALG_AES_CBC_ISO9797_M2;yes;0.060000
ALG_AES_CBC_PKCS5;yes;0.060000
ALG_AES_ECB_ISO9797_M1;yes;0.060000
ALG_AES_ECB_ISO9797_M2;yes;0.059000
ALG_AES_ECB_PKCS5;yes;0.059000

javacard.crypto.Signature
ALG_DES_MAC4_NOPAD;yes;0.059000
ALG_DES_MAC8_NOPAD;yes;0.056000
ALG_DES_MAC4_ISO9797_M1;yes;0.056000
ALG_DES_MAC8_ISO9797_M1;yes;0.054000
ALG_DES_MAC4_ISO9797_M2;yes;0.056000
ALG_DES_MAC8_ISO9797_M2;yes;0.055000
ALG_DES_MAC4_PKCS5;yes;0.055000
ALG_DES_MAC8_PKCS5;yes;0.056000
ALG_RSA_SHA_ISO9796;yes;0.056000
ALG_RSA_SHA_PKCS1;yes;0.054000
ALG_RSA_MD5_PKCS1;yes;0.056000
ALG_RSA_RIPEMD160_ISO9796;no;
ALG_RSA_RIPEMD160_PKCS1;no;
ALG_DSA_SHA;no;
ALG_RSA_SHA_RFC2409;no;
ALG_RSA_MD5_RFC2409;no;
ALG_ECDSA_SHA;no;
ALG_AES_MAC_128_NOPAD;yes;0.056000
ALG_DES_MAC4_ISO9797_1_M2_ALG3;yes;0.056000
ALG_DES_MAC8_ISO9797_1_M2_ALG3;yes;0.054000
ALG_RSA_SHA_PKCS1_PSS;no;
ALG_RSA_MD5_PKCS1_PSS;no;
ALG_RSA_RIPEMD160_PKCS1_PSS;no;
ALG_HMAC_SHA1;no;
ALG_HMAC_SHA_256;no;
ALG_HMAC_SHA_384;no;
ALG_HMAC_SHA_512;no;
ALG_HMAC_MD5;no;
ALG_HMAC_RIPEMD160;no;
ALG_RSA_SHA_ISO9796_MR;yes;0.055000
ALG_RSA_RIPEMD160_ISO9796_MR;no;
ALG_SEED_MAC_NOPAD;no;
ALG_ECDSA_SHA_256;no;
ALG_ECDSA_SHA_384;no;
ALG_AES_MAC_192_NOPAD;no;
ALG_AES_MAC_256_NOPAD;no;
ALG_ECDSA_SHA_224;no;
ALG_ECDSA_SHA_512;no;
ALG_RSA_SHA_224_PKCS1;yes;0.056000
ALG_RSA_SHA_256_PKCS1;yes;0.054000
ALG_RSA_SHA_384_PKCS1;yes;0.056000
ALG_RSA_SHA_512_PKCS1;yes;0.056000
ALG_RSA_SHA_224_PKCS1_PSS;no;
ALG_RSA_SHA_256_PKCS1_PSS;no;
ALG_RSA_SHA_384_PKCS1_PSS;no;
ALG_RSA_SHA_512_PKCS1_PSS;no;
ALG_DES_MAC4_ISO9797_1_M1_ALG3;yes;0.056000
ALG_DES_MAC8_ISO9797_1_M1_ALG3;yes;0.056000
ALG_AES_CMAC_128;no;

javacard.security.MessageDigest
ALG_SHA;yes;0.055000
ALG_MD5;yes;0.054000
ALG_RIPEMD160;no;
ALG_SHA_256;yes;0.056000
ALG_SHA_384;yes;0.056000
ALG_SHA_512;yes;0.056000
ALG_SHA_224;yes;0.054000
ALG_SHA3_224;no;
ALG_SHA3_256;no;
ALG_SHA3_384;no;
ALG_SHA3_512;no;

javacard.security.RandomData
ALG_PSEUDO_RANDOM;yes;0.035000
ALG_SECURE_RANDOM;yes;0.025000
ALG_TRNG;no;
ALG_ALG_PRESEEDED_DRBG;no;
ALG_FAST;no;
ALG_KEYGENERATION;no;

javacard.security.KeyBuilder
TYPE_DES_TRANSIENT_RESET;yes;0.074000
TYPE_DES_TRANSIENT_DESELECT;yes;0.074000
TYPE_DES LENGTH_DES;yes;0.066000
TYPE_DES LENGTH_DES3_2KEY;yes;0.067000
TYPE_DES LENGTH_DES3_3KEY;yes;0.067000
TYPE_AES_TRANSIENT_RESET;yes;0.074000
TYPE_AES_TRANSIENT_DESELECT;yes;0.076000
TYPE_AES LENGTH_AES_128;yes;0.066000
TYPE_AES LENGTH_AES_192;yes;0.063000
TYPE_AES LENGTH_AES_256;yes;0.067000
TYPE_RSA_PUBLIC LENGTH_RSA_512;yes;0.064000
TYPE_RSA_PUBLIC LENGTH_RSA_736;no;
TYPE_RSA_PUBLIC LENGTH_RSA_768;yes;0.063000
TYPE_RSA_PUBLIC LENGTH_RSA_896;yes;0.061000
TYPE_RSA_PUBLIC LENGTH_RSA_1024;yes;0.067000
TYPE_RSA_PUBLIC LENGTH_RSA_1280;yes;0.067000
TYPE_RSA_PUBLIC LENGTH_RSA_1536;yes;0.067000
TYPE_RSA_PUBLIC LENGTH_RSA_1984;yes;0.062000
TYPE_RSA_PUBLIC LENGTH_RSA_2048;yes;0.067000
TYPE_RSA_PUBLIC LENGTH_RSA_3072;no;
TYPE_RSA_PUBLIC LENGTH_RSA_4096;no;
TYPE_RSA_PRIVATE LENGTH_RSA_512;yes;0.066000
TYPE_RSA_PRIVATE LENGTH_RSA_736;no;
TYPE_RSA_PRIVATE LENGTH_RSA_768;yes;0.063000
TYPE_RSA_PRIVATE LENGTH_RSA_896;yes;0.066000
TYPE_RSA_PRIVATE LENGTH_RSA_1024;yes;0.063000
TYPE_RSA_PRIVATE LENGTH_RSA_1280;yes;0.067000
TYPE_RSA_PRIVATE LENGTH_RSA_1536;yes;0.064000
TYPE_RSA_PRIVATE LENGTH_RSA_1984;yes;0.068000
TYPE_RSA_PRIVATE LENGTH_RSA_2048;yes;0.064000
TYPE_RSA_PRIVATE LENGTH_RSA_3072;no;
TYPE_RSA_PRIVATE LENGTH_RSA_4096;no;
TYPE_RSA_PRIVATE_TRANSIENT_RESET;yes;0.071000
TYPE_RSA_PRIVATE_TRANSIENT_DESELECT;SystemException_NO_TRANSIENT_SPACE;
TYPE_RSA_CRT_PRIVATE LENGTH_RSA_512;yes;0.119000
TYPE_RSA_CRT_PRIVATE LENGTH_RSA_736;no;
TYPE_RSA_CRT_PRIVATE LENGTH_RSA_768;yes;0.120000
TYPE_RSA_CRT_PRIVATE LENGTH_RSA_896;yes;0.123000
TYPE_RSA_CRT_PRIVATE LENGTH_RSA_1024;yes;0.124000
TYPE_RSA_CRT_PRIVATE LENGTH_RSA_1280;yes;0.122000
TYPE_RSA_CRT_PRIVATE LENGTH_RSA_1536;yes;0.120000
TYPE_RSA_CRT_PRIVATE LENGTH_RSA_1984;yes;0.121000
TYPE_RSA_CRT_PRIVATE LENGTH_RSA_2048;yes;0.127000
TYPE_RSA_CRT_PRIVATE LENGTH_RSA_3072;no;
TYPE_RSA_CRT_PRIVATE LENGTH_RSA_4096;no;
TYPE_RSA_CRT_PRIVATE_TRANSIENT_RESET;SystemException_NO_TRANSIENT_SPACE;
TYPE_RSA_CRT_PRIVATE_TRANSIENT_DESELECT;SystemException_NO_TRANSIENT_SPACE;
TYPE_DSA_PRIVATE LENGTH_DSA_512;no;
TYPE_DSA_PRIVATE LENGTH_DSA_768;no;
TYPE_DSA_PRIVATE LENGTH_DSA_1024;no;
TYPE_DSA_PRIVATE_TRANSIENT_RESET;no;
TYPE_DSA_PRIVATE_TRANSIENT_DESELECT;no;
TYPE_DSA_PUBLIC LENGTH_DSA_512;no;
TYPE_DSA_PUBLIC LENGTH_DSA_768;no;
TYPE_DSA_PUBLIC LENGTH_DSA_1024;no;
TYPE_EC_F2M_PRIVATE LENGTH_EC_F2M_113;no;
TYPE_EC_F2M_PRIVATE LENGTH_EC_F2M_131;no;
TYPE_EC_F2M_PRIVATE LENGTH_EC_F2M_163;no;
TYPE_EC_F2M_PRIVATE LENGTH_EC_F2M_193;no;
TYPE_EC_F2M_PRIVATE_TRANSIENT_RESET;no;
TYPE_EC_F2M_PRIVATE_TRANSIENT_DESELECT;no;
TYPE_EC_FP_PRIVATE LENGTH_EC_FP_112;no;
TYPE_EC_FP_PRIVATE LENGTH_EC_FP_128;no;
TYPE_EC_FP_PRIVATE LENGTH_EC_FP_160;no;
TYPE_EC_FP_PRIVATE LENGTH_EC_FP_192;no;
TYPE_EC_FP_PRIVATE LENGTH_EC_FP_224;no;
TYPE_EC_FP_PRIVATE LENGTH_EC_FP_256;no;
TYPE_EC_FP_PRIVATE LENGTH_EC_FP_320;no;
TYPE_EC_FP_PRIVATE LENGTH_EC_FP_384;no;
TYPE_EC_FP_PRIVATE LENGTH_EC_FP_512;no;
TYPE_EC_FP_PRIVATE LENGTH_EC_FP_521;no;
TYPE_EC_FP_PRIVATE_TRANSIENT_RESET;no;
TYPE_EC_FP_PRIVATE_TRANSIENT_DESELECT;no;
TYPE_KOREAN_SEED_TRANSIENT_RESET;no;
TYPE_KOREAN_SEED_TRANSIENT_DESELECT;no;
TYPE_KOREAN_SEED LENGTH_KOREAN_SEED_128;no;
TYPE_HMAC_TRANSIENT_RESET;no;
TYPE_HMAC_TRANSIENT_DESELECT;no;
TYPE_HMAC LENGTH_HMAC_SHA_1_BLOCK_64;no;
TYPE_HMAC LENGTH_HMAC_SHA_256_BLOCK_64;no;
TYPE_HMAC LENGTH_HMAC_SHA_384_BLOCK_64;no;
TYPE_HMAC LENGTH_HMAC_SHA_512_BLOCK_64;no;

javacard.security.KeyAgreement
ALG_EC_SVDP_DH/ALG_EC_SVDP_DH_KDF;no;
ALG_EC_SVDP_DHC/ALG_EC_SVDP_DHC_KDF;no;
ALG_EC_SVDP_DH_PLAIN;no;
ALG_EC_SVDP_DHC_PLAIN;no;
ALG_EC_PACE_GM;no;
ALG_EC_SVDP_DH_PLAIN_XY;no;
ALG_DH_PLAIN;no;

javacard.security.Checksum
ALG_ISO3309_CRC16;yes;0.054000
ALG_ISO3309_CRC32;yes;0.052000

javacard.security.KeyPair ALG_RSA on-card generation
ALG_RSA LENGTH_RSA_512;yes;0.320000
ALG_RSA LENGTH_RSA_736;no;
ALG_RSA LENGTH_RSA_768;yes;0.797000
ALG_RSA LENGTH_RSA_896;yes;0.670000
ALG_RSA LENGTH_RSA_1024;yes;0.835000
ALG_RSA LENGTH_RSA_1280;yes;3.058000
ALG_RSA LENGTH_RSA_1536;yes;3.614000
ALG_RSA LENGTH_RSA_1984;yes;9.233000
ALG_RSA LENGTH_RSA_2048;yes;5.448000
